,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,Total_Pts
0,1280,Erling Haaland,MCI,FOR,12.0,0.0,0.0,0.0,8.8,0.0,6.68,0.0,0.0,8.54,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.0,9.37,0.0,0.0,6.56,55.69
1,351,Mohamed Salah,LIV,MID,11.5,0.0,0.0,0.0,8.33,0.0,7.45,0.0,6.11,0.0,0.0,0.0,6.73,0.0,0.0,5.64,0.0,6.23,0.0,0.0,0.0,0.0,5.97,0.0,46.459999999999994
2,645,Ollie Watkins,AVL,FOR,9.3,5.49,0.0,0.0,6.35,0.0,4.33,0.0,5.28,0.0,0.0,0.0,5.14,0.0,7.66,0.0,0.0,4.78,0.0,0.0,6.39,0.0,0.0,0.0,45.42
3,21,Bukayo Saka,ARS,MID,10.4,0.0,0.0,6.31,0.0,5.21,0.0,0.0,4.26,0.0,0.0,0.0,5.09,0.0,0.0,4.13,0.0,0.0,0.0,5.39,0.0,4.62,0.0,0.0,35.01
4,1175,Kieran Trippier,NEW,DEF,9.1,0.0,0.0,6.18,0.0,0.0,0.0,5.75,0.0,3.36,0.0,6.65,0.0,0.0,0.0,6.27,0.0,7.39,0.0,0.0,0.0,0.0,3.27,0.0,38.87
5,525,Son Heung-min,TOT,MID,9.7,6.34,0.0,0.0,3.91,0.0,0.0,6.82,0.0,5.39,6.09,0.0,0.0,0.0,0.0,6.58,0.0,0.0,0.0,5.25,0.0,7.44,0.0,0.0,47.82
6,13,William Saliba,ARS,DEF,9.0,0.0,0.0,6.72,0.0,6.06,0.0,0.0,4.04,0.0,0.0,0.0,3.98,0.0,0.0,2.8,0.0,0.0,0.0,5.81,0.0,4.98,0.0,0.0,34.39
7,327,James Maddison,TOT,MID,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1072,Cristian Romero,TOT,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.73,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,3.04,0.0,6.12,0.0,0.0,25.130000000000003
9,610,Jarrod Bowen,WHU,MID,8.8,0.0,0.0,0.0,4.76,0.0,0.0,3.92,0.0,4.18,0.0,0.0,4.95,0.0,0.0,4.46,0.0,0.0,0.0,3.32,0.0,0.0,0.0,4.28,29.87
10,373,Ederson,MCI,GK,7.8,0.0,0.0,0.0,4.94,0.0,5.01,0.0,0.0,6.5,0.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,6.45,0.0,0.0,4.47,40.18
11,400,Kyle Walker,MCI,DEF,8.6,0.0,0.0,0.0,3.93,0.0,4.04,0.0,0.0,6.1,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,5.64,0.0,0.0,3.84,34.68
12,1320,Julián Álvarez,MCI,FOR,8.6,0.0,0.0,0.0,4.89,0.0,3.93,0.0,0.0,4.8,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,4.61,0.0,0.0,3.35,30.14
13,1275,Darwin Núñez,LIV,FOR,9.4,0.0,0.0,0.0,5.93,0.0,4.9,0.0,4.03,0.0,0.0,0.0,4.57,0.0,0.0,3.8,0.0,4.17,0.0,0.0,0.0,0.0,3.97,0.0,31.369999999999997
14,417,Marcus Rashford,MUN,MID,10.9,5.82,0.0,4.56,0.0,0.0,6.21,0.0,7.74,0.0,0.0,0.0,4.59,0.0,0.0,5.65,0.0,5.63,0.0,0.0,5.37,0.0,0.0,0.0,45.57
15,121,Nick Pope,NEW,GK,7.6,0.0,0.0,5.16,0.0,0.0,0.0,5.56,0.0,4.31,0.0,5.53,0.0,0.0,0.0,5.04,0.0,6.03,0.0,0.0,0.0,0.0,3.83,0.0,35.46
16,810,Martin Ødegaard,ARS,MID,10.3,0.0,0.0,5.47,0.0,4.57,0.0,0.0,3.67,0.0,0.0,0.0,4.58,0.0,0.0,3.63,0.0,0.0,0.0,5.05,0.0,4.18,0.0,0.0,31.15
17,337,Trent Alexander-Arnold,LIV,DEF,10.0,0.0,0.0,0.0,6.81,0.0,7.01,0.0,6.64,0.0,0.0,0.0,4.69,0.0,0.0,3.56,0.0,5.26,0.0,0.0,0.0,0.0,4.13,0.0,38.1
18,100,Lewis Dunk,BHA,DEF,8.3,0.0,0.0,0.0,0.0,0.0,5.8,0.0,6.27,0.0,0.0,0.0,3.51,5.96,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,5.53,31.59
19,598,Declan Rice,ARS,MID,8.1,0.0,0.0,5.04,0.0,4.7,0.0,0.0,3.16,0.0,0.0,0.0,3.33,0.0,0.0,2.93,0.0,0.0,0.0,4.77,0.0,3.81,0.0,0.0,27.74
20,895,Bryan Mbeumo,BRE,MID,8.3,0.0,0.0,7.53,0.0,0.0,5.19,0.0,5.89,0.0,0.0,0.0,5.72,0.0,0.0,0.0,0.0,0.0,6.72,0.0,4.74,0.0,0.0,2.9,38.69
21,1260,Kaoru Mitoma,BHA,MID,8.0,0.0,0.0,0.0,0.5,0.0,1.22,0.0,2.03,0.0,0.0,0.0,2.88,3.19,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,3.87,17.740000000000002
22,1435,Alexander Isak,NEW,FOR,9.0,0.0,0.0,6.08,0.0,0.0,0.0,5.07,0.0,4.25,0.0,5.62,0.0,0.0,0.0,4.3,0.0,5.66,0.0,0.0,0.0,0.0,3.62,0.0,34.6
23,710,Rúben Dias,MCI,DEF,9.7,0.0,0.0,0.0,4.71,0.0,4.81,0.0,0.0,6.77,0.0,6.85,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,6.57,0.0,0.0,4.67,40.21
24,35,Matty Cash,AVL,DEF,7.7,3.1,0.0,0.0,4.6,0.0,2.52,0.0,3.33,0.0,0.0,0.0,3.09,0.0,5.43,0.0,0.0,2.72,0.0,0.0,4.61,0.0,0.0,0.0,29.4
25,398,Rodri,MCI,MID,9.4,0.0,0.0,0.0,5.78,0.0,4.58,0.0,0.0,5.94,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,6.05,0.0,0.0,4.59,38.66
26,347,Alisson,LIV,GK,8.0,0.0,0.0,0.0,4.54,0.0,5.57,0.0,6.15,0.0,0.0,0.0,5.1,0.0,0.0,4.38,0.0,5.3,0.0,0.0,0.0,0.0,4.88,0.0,35.92
27,3421,Guglielmo Vicario,TOT,GK,7.0,4.87,0.0,0.0,3.12,0.0,0.0,5.26,0.0,4.1,5.53,0.0,0.0,0.0,0.0,5.61,0.0,0.0,0.0,4.43,0.0,5.36,0.0,0.0,38.28
28,412,Bruno Fernandes,MUN,MID,10.7,5.06,0.0,3.8,0.0,0.0,5.18,0.0,6.87,0.0,0.0,0.0,4.29,0.0,0.0,5.91,0.0,5.51,0.0,0.0,5.79,0.0,0.0,0.0,42.41
29,662,Callum Wilson,NEW,FOR,9.1,0.0,0.0,0.43,0.0,0.0,0.0,1.18,0.0,2.41,0.0,5.73,0.0,0.0,0.0,4.6,0.0,6.3,0.0,0.0,0.0,0.0,3.79,0.0,24.439999999999998
30,1406,Pervis Estupiñán,BHA,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,1.0,1.44,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,3.86,9.89
31,93,Ben White,ARS,DEF,9.2,0.0,0.0,6.35,0.0,5.73,0.0,0.0,3.5,0.0,0.0,0.0,3.7,0.0,0.0,2.35,0.0,0.0,0.0,5.54,0.0,4.3,0.0,0.0,31.470000000000002
32,3231,Moussa Diaby,AVL,MID,8.1,3.91,0.0,0.0,4.45,0.0,3.14,0.0,3.68,0.0,0.0,0.0,3.51,0.0,4.87,0.0,0.0,3.23,0.0,0.0,4.13,0.0,0.0,0.0,30.919999999999998
33,1558,André Onana,MUN,GK,7.3,4.9,0.0,3.39,0.0,0.0,4.04,0.0,4.96,0.0,0.0,0.0,2.82,0.0,0.0,4.4,0.0,4.29,0.0,0.0,4.62,0.0,0.0,0.0,33.42
34,1097,Evan Ferguson,BHA,FOR,7.8,0.0,0.0,0.0,3.66,0.0,4.43,0.0,4.24,0.0,0.0,0.0,2.93,3.27,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,3.41,25.73
35,383,Phil Foden,MCI,MID,9.5,0.0,0.0,0.0,3.98,0.0,3.42,0.0,0.0,4.22,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,4.07,0.0,0.0,2.96,26.380000000000003
36,505,James Ward-Prowse,WHU,MID,8.4,0.0,0.0,0.0,4.81,0.0,0.0,2.9,0.0,3.42,0.0,0.0,4.02,0.0,0.0,3.38,0.0,0.0,0.0,2.51,0.0,0.0,0.0,3.13,24.169999999999998
37,483,Aaron Ramsdale,ARS,GK,7.5,0.0,0.0,0.48,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.62,0.0,0.0,0.51,0.0,0.0,0.0,0.69,0.0,0.88,0.0,0.0,4.3100000000000005
38,369,Virgil van Dijk,LIV,DEF,9.9,0.0,0.0,0.0,6.3,0.0,6.74,0.0,6.33,0.0,0.0,0.0,4.51,0.0,0.0,3.72,0.0,5.48,0.0,0.0,0.0,0.0,4.23,0.0,37.31
39,3382,Dominik Szoboszlai,LIV,MID,9.0,0.0,0.0,0.0,4.9,0.0,4.7,0.0,4.77,0.0,0.0,0.0,3.65,0.0,0.0,3.11,0.0,3.63,0.0,0.0,0.0,0.0,3.28,0.0,28.04
40,20,Gabriel Dos Santos,ARS,DEF,9.3,0.0,0.0,6.33,0.0,5.68,0.0,0.0,3.35,0.0,0.0,0.0,3.61,0.0,0.0,2.29,0.0,0.0,0.0,5.58,0.0,4.16,0.0,0.0,30.999999999999996
41,88,Alexis Mac Allister,LIV,MID,8.9,0.0,0.0,0.0,4.24,0.0,4.43,0.0,4.73,0.0,0.0,0.0,3.18,0.0,0.0,2.73,0.0,3.4,0.0,0.0,0.0,0.0,3.17,0.0,25.880000000000003
42,8,Emiliano Martínez,AVL,GK,7.1,3.11,0.0,0.0,3.81,0.0,3.12,0.0,3.63,0.0,0.0,0.0,3.99,0.0,5.72,0.0,0.0,3.8,0.0,0.0,5.01,0.0,0.0,0.0,32.19
43,719,Joachim Andersen,CRY,DEF,7.8,0.0,0.0,0.0,4.52,0.0,4.75,0.0,2.29,0.0,0.0,1.21,0.0,2.66,0.0,0.0,0.0,0.0,2.47,0.0,3.27,0.0,0.0,0.0,21.169999999999998
44,1359,Levi Colwill,CHE,DEF,7.5,0.0,0.0,0.0,3.37,0.0,2.91,0.0,0.0,4.8,0.0,5.75,0.0,0.0,0.0,0.0,4.56,0.0,5.62,0.0,5.01,0.0,0.0,0.0,32.019999999999996
45,1197,Luis Díaz,LIV,MID,9.6,0.0,0.0,0.0,3.63,0.0,3.39,0.0,2.69,0.0,0.0,0.0,3.05,0.0,0.0,2.68,0.0,2.81,0.0,0.0,0.0,0.0,2.82,0.0,21.069999999999997
46,387,Nathan Aké,MCI,DEF,8.9,0.0,0.0,0.0,2.19,0.0,2.31,0.0,0.0,3.64,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,3.61,0.0,0.0,2.43,21.06
47,1439,Manuel Akanji,MCI,DEF,9.2,0.0,0.0,0.0,3.26,0.0,3.61,0.0,0.0,5.53,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,5.04,0.0,0.0,3.47,31.419999999999998
48,376,John Stones,MCI,DEF,9.2,0.0,0.0,0.0,3.79,0.0,3.93,0.0,0.0,5.84,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,5.75,0.0,0.0,3.91,34.55
49,46,Douglas Luiz,AVL,MID,8.0,3.14,0.0,0.0,3.97,0.0,2.81,0.0,3.2,0.0,0.0,0.0,3.72,0.0,5.36,0.0,0.0,3.69,0.0,0.0,4.63,0.0,0.0,0.0,30.52
50,1198,Bruno Guimarães,NEW,MID,8.4,0.0,0.0,4.36,0.0,0.0,0.0,4.68,0.0,3.04,0.0,4.48,0.0,0.0,0.0,4.3,0.0,4.99,0.0,0.0,0.0,0.0,2.94,0.0,28.790000000000003
51,1900,Cody Gakpo,LIV,FOR,9.6,0.0,0.0,0.0,3.28,0.0,3.34,0.0,2.68,0.0,0.0,0.0,2.6,0.0,0.0,2.61,0.0,2.81,0.0,0.0,0.0,0.0,2.81,0.0,20.129999999999995
52,469,Fabian Schär,NEW,DEF,8.7,0.0,0.0,5.55,0.0,0.0,0.0,6.06,0.0,3.32,0.0,6.51,0.0,0.0,0.0,6.04,0.0,7.29,0.0,0.0,0.0,0.0,2.75,0.0,37.519999999999996
53,1364,Lisandro Martínez,MUN,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2079,Pau Torres,AVL,DEF,8.1,2.66,0.0,0.0,4.93,0.0,2.86,0.0,3.3,0.0,0.0,0.0,4.05,0.0,6.6,0.0,0.0,2.98,0.0,0.0,5.56,0.0,0.0,0.0,32.94
55,4,Eddie Nketiah,ARS,FOR,7.6,0.0,0.0,0.87,0.0,1.01,0.0,0.0,0.84,0.0,0.0,0.0,1.13,0.0,0.0,0.86,0.0,0.0,0.0,1.4,0.0,1.22,0.0,0.0,7.329999999999999
56,76,Dan Burn,NEW,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23
57,425,Luke Shaw,MUN,DEF,8.8,3.02,0.0,1.65,0.0,0.0,3.36,0.0,4.56,0.0,0.0,0.0,1.54,0.0,0.0,3.84,0.0,3.34,0.0,0.0,4.05,0.0,0.0,0.0,25.36
58,2038,Nicolas Jackson,CHE,FOR,8.2,0.0,0.0,0.0,4.44,0.0,3.61,0.0,0.0,3.98,0.0,4.95,0.0,0.0,0.0,0.0,3.87,0.0,3.94,0.0,3.8,0.0,0.0,0.0,28.590000000000003
59,399,Raheem Sterling,CHE,MID,8.7,0.0,0.0,0.0,4.27,0.0,3.3,0.0,0.0,3.62,0.0,4.45,0.0,0.0,0.0,0.0,3.77,0.0,3.69,0.0,3.63,0.0,0.0,0.0,26.73
60,2405,Axel Disasi,CHE,DEF,8.4,0.0,0.0,0.0,3.0,0.0,0.98,0.0,0.0,1.59,0.0,2.17,0.0,0.0,0.0,0.0,1.55,0.0,1.87,0.0,1.79,0.0,0.0,0.0,12.95
61,464,Miguel Almirón,NEW,MID,8.5,0.0,0.0,3.93,0.0,0.0,0.0,3.71,0.0,3.25,0.0,4.27,0.0,0.0,0.0,3.43,0.0,4.3,0.0,0.0,0.0,0.0,2.88,0.0,25.77
62,377,Oleksandr Zinchenko,ARS,DEF,8.8,0.0,0.0,5.0,0.0,4.6,0.0,0.0,2.89,0.0,0.0,0.0,3.22,0.0,0.0,2.12,0.0,0.0,0.0,4.64,0.0,3.39,0.0,0.0,25.860000000000003
63,1910,Micky van de Ven,TOT,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,394,Kevin De Bruyne,MCI,MID,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,4.75,0.0,0.0,3.34,11.23
65,371,Andrew Robertson,LIV,DEF,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,167,Thiago Silva,CHE,DEF,8.5,0.0,0.0,0.0,4.11,0.0,3.89,0.0,0.0,5.67,0.0,6.72,0.0,0.0,0.0,0.0,5.6,0.0,6.35,0.0,6.11,0.0,0.0,0.0,38.45
67,42,Jack Grealish,MCI,MID,9.2,0.0,0.0,0.0,3.36,0.0,2.75,0.0,0.0,3.36,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,2.76,0.0,0.0,1.97,20.15
68,182,Eberechi Eze,CRY,MID,8.2,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.6,0.0,0.0,2.78,0.0,3.92,0.0,0.0,0.0,0.0,4.54,0.0,4.82,0.0,0.0,0.0,20.78
69,262,Aleksandar Mitrović,FUL,FOR,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1283,Sven Botman,NEW,DEF,8.6,0.0,0.0,0.66,0.0,0.0,0.0,1.06,0.0,1.49,0.0,5.0,0.0,0.0,0.0,5.51,0.0,6.62,0.0,0.0,0.0,0.0,2.44,0.0,22.78
71,149,Ben Chilwell,CHE,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,1.57,0.0,2.18,0.0,2.87,0.0,0.0,0.0,7.38
72,3212,Pedro Porro,TOT,DEF,7.8,4.91,0.0,0.0,1.81,0.0,0.0,6.04,0.0,3.84,5.32,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,2.96,0.0,5.61,0.0,0.0,36.13
73,16,Martinelli,ARS,MID,10.2,0.0,0.0,5.56,0.0,4.39,0.0,0.0,3.53,0.0,0.0,0.0,4.57,0.0,0.0,3.39,0.0,0.0,0.0,4.65,0.0,3.98,0.0,0.0,30.069999999999997
74,396,Gabriel Jesus,ARS,FOR,10.0,0.0,0.0,5.95,0.0,4.48,0.0,0.0,3.74,0.0,0.0,0.0,4.7,0.0,0.0,3.67,0.0,0.0,0.0,4.97,0.0,4.2,0.0,0.0,31.709999999999997
75,1638,Joško Gvardiol,MCI,DEF,9.3,0.0,0.0,0.0,3.69,0.0,3.63,0.0,0.0,5.75,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,5.26,0.0,0.0,3.56,32.620000000000005
76,48,Ezri Konsa,AVL,DEF,7.9,2.24,0.0,0.0,4.36,0.0,2.31,0.0,2.77,0.0,0.0,0.0,3.31,0.0,5.66,0.0,0.0,2.42,0.0,0.0,4.72,0.0,0.0,0.0,27.79
77,1411,Casemiro,MUN,MID,8.1,0.77,0.0,0.67,0.0,0.0,1.56,0.0,2.82,0.0,0.0,0.0,3.68,0.0,0.0,5.45,0.0,4.29,0.0,0.0,4.85,0.0,0.0,0.0,24.089999999999996
78,975,Marc Guéhi,CRY,DEF,8.0,0.0,0.0,0.0,4.7,0.0,4.89,0.0,2.45,0.0,0.0,1.37,0.0,2.79,0.0,0.0,0.0,0.0,2.61,0.0,3.56,0.0,0.0,0.0,22.369999999999997
79,152,Mason Mount,MUN,MID,8.7,2.51,0.0,2.25,0.0,0.0,2.5,0.0,2.65,0.0,0.0,0.0,1.51,0.0,0.0,1.65,0.0,1.51,0.0,0.0,1.58,0.0,0.0,0.0,16.16
80,72,Pascal Groß,BHA,MID,8.2,0.0,0.0,0.0,4.97,0.0,5.77,0.0,5.45,0.0,0.0,0.0,3.89,5.67,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,5.62,35.85
81,70,Solly March,BHA,MID,8.1,0.0,0.0,0.0,0.82,0.0,1.76,0.0,2.49,0.0,0.0,0.0,3.18,3.72,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,4.07,20.47
82,95,Robert Sánchez,CHE,GK,6.6,0.0,0.0,0.0,5.01,0.0,4.29,0.0,0.0,5.39,0.0,5.88,0.0,0.0,0.0,0.0,5.32,0.0,5.62,0.0,5.05,0.0,0.0,0.0,36.56
83,224,Anthony Gordon,NEW,MID,7.8,0.0,0.0,5.61,0.0,0.0,0.0,4.96,0.0,4.34,0.0,5.91,0.0,0.0,0.0,4.67,0.0,5.62,0.0,0.0,0.0,0.0,3.7,0.0,34.81
84,348,Taiwo Awoniyi,FOR,FOR,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,3,Bernd Leno,FUL,GK,6.8,0.0,5.59,0.0,3.38,0.0,5.75,0.0,0.0,5.17,0.0,3.9,0.0,0.0,0.0,4.95,0.0,4.73,0.0,0.0,0.0,3.8,0.0,0.0,37.269999999999996
86,171,Reece James,CHE,DEF,9.1,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,4.38,0.0,5.16,0.0,0.0,0.0,0.0,3.97,0.0,5.15,0.0,4.44,0.0,0.0,0.0,26.169999999999998
87,1076,Yoane Wissa,BRE,MID,7.6,0.0,0.0,5.73,0.0,0.0,4.1,0.0,4.63,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,5.09,0.0,3.77,0.0,0.0,2.38,30.169999999999998
