,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,MD_29_Pts,MD_30_Pts,MD_31_Pts,MD_32_Pts,MD_33_Pts,MD_34_Pts,MD_35_Pts,MD_36_Pts,MD_37_Pts,MD_38_Pts,Total_Pts
99,1072,Cristian Romero,TOT,DEF,7.9,0.0,5.62,0.0,5.33,0.0,0.0,4.48,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.0,3.16,0.0,4.72,0.0,0.0,6.6,5.36,0.0,6.0,0.0,3.47,2.95,0.71,3.48,1.9,6.49,3.04,6.12,81.72000000000001
100,1168,Vitaliy Mykolenko,EVE,DEF,7.6,3.27,0.0,0.0,3.16,0.0,0.0,1.41,0.0,0.0,0.0,0.0,4.13,0.0,2.61,0.0,0.0,3.98,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.13,3.62,0.0,2.51,4.15,0.0,2.81,3.73,2.06,3.12,4.27,4.52,0.42,2.17,54.81999999999999
101,686,Dean Henderson,CRY,GK,6.6,4.98,0.0,0.0,3.63,0.0,0.0,0.0,0.0,3.73,0.0,0.0,4.08,0.0,4.75,0.0,0.0,3.42,0.0,0.0,0.0,4.77,0.0,0.0,0.72,0.0,4.2,4.01,0.0,3.21,0.0,3.08,4.15,0.36,3.88,3.87,4.32,2.52,3.83,67.51
102,623,Raúl Jiménez,FUL,FOR,7.4,4.02,0.0,0.0,3.72,0.0,0.0,4.05,0.0,0.0,3.43,0.0,0.0,0.0,3.53,0.0,0.0,3.74,0.0,0.0,0.0,3.85,0.0,4.01,0.0,0.0,4.03,3.78,0.0,3.53,0.0,3.72,1.48,0.0,3.72,3.48,2.88,1.88,3.91,62.760000000000005
103,1269,João Palhinha,FUL,MID,7.9,4.5,0.0,0.0,4.24,0.0,0.0,4.05,0.0,0.0,3.4,0.0,0.0,0.0,3.09,0.0,0.0,3.13,0.0,0.0,0.0,3.11,0.0,3.36,0.0,0.0,3.38,3.02,0.0,3.8,0.0,4.05,1.68,0.0,3.87,3.11,2.92,2.14,4.0,60.849999999999994
104,1249,Kieffer Moore,BOU,FOR,6.8,0.0,0.0,0.0,0.0,0.27,0.0,0.26,0.0,0.0,0.28,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.38,0.0,0.09,0.45,0.09,0.0,0.09,0.0,0.37,0.39,0.0,0.34,0.08,0.4,0.33,0.27,0.39,0.31,0.4,0.2,0.35,6.04
105,531,Pierre Højbjerg,TOT,MID,8.1,0.0,3.86,0.0,1.48,0.0,0.0,0.72,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.32,0.0,0.36,0.0,0.0,0.4,0.39,0.0,0.39,0.0,0.37,0.36,0.07,0.37,0.36,0.42,0.31,0.4,11.28
106,559,Hugo Lloris,TOT,GK,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,16,Martinelli,ARS,MID,10.2,3.99,0.0,0.0,0.0,3.59,0.0,0.0,3.74,0.0,3.67,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,3.94,0.0,4.08,0.0,0.0,2.31,0.0,2.7,4.67,0.0,3.37,0.0,3.8,3.71,0.81,3.6,4.48,3.48,0.85,4.32,64.9
108,261,Tim Ream,FUL,DEF,7.5,0.66,0.0,0.0,0.89,0.0,0.0,0.71,0.0,0.0,0.21,0.0,0.0,0.0,0.18,0.0,0.0,0.21,0.0,0.0,0.0,0.28,0.0,0.21,0.0,0.0,0.31,0.24,0.0,0.24,0.0,0.29,0.11,0.0,0.32,0.27,0.23,0.13,0.34,5.830000000000001
109,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.19,0.0,0.0,0.38,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
110,121,Nick Pope,NEW,GK,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,1.11,1.66,0.0,3.85,3.68,0.39,5.06,4.21,4.05,2.76,3.63,30.76
111,70,Solly March,BHA,MID,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,481,Sander Berge,BUR,MID,7.0,0.0,2.19,0.0,2.67,0.0,0.0,2.34,0.0,0.0,2.36,0.0,0.0,0.0,2.54,0.0,0.0,0.0,2.83,0.0,0.0,2.77,0.0,0.0,2.62,0.0,2.51,2.91,0.0,2.43,0.0,2.54,2.49,0.0,2.38,2.55,2.36,0.0,2.66,43.14999999999999
113,3411,Issa Kaboré,LUT,DEF,7.0,0.0,0.0,0.0,1.14,0.0,0.0,3.38,0.0,0.0,0.0,2.37,0.0,1.07,0.0,0.0,0.0,2.6,0.0,0.0,0.53,2.57,0.52,0.0,2.22,0.0,1.57,1.25,0.0,3.24,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.98
114,115,Dwight McNeil,EVE,MID,7.9,2.73,0.0,0.0,3.68,0.0,0.0,2.7,0.0,0.0,0.0,0.0,3.47,0.0,3.19,0.0,0.0,3.7,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.16,3.44,0.0,3.09,3.61,0.0,3.14,3.58,2.47,3.34,3.48,3.78,0.5,2.79,56.09
115,1080,Romelu Lukaku,CHE,FOR,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,720,Tosin Adarabioyo,FUL,DEF,7.0,4.65,0.0,0.0,4.78,0.0,0.0,3.87,0.0,0.0,2.51,0.0,0.0,0.0,2.72,0.0,0.0,2.64,0.0,0.0,0.0,4.12,0.0,2.29,0.0,0.0,4.78,3.84,0.0,2.53,0.0,4.14,0.72,0.0,4.13,3.06,1.57,0.92,4.06,57.33000000000001
117,3364,Simon Adingra,BHA,MID,7.0,0.0,0.0,0.0,2.13,0.0,0.0,2.56,0.0,0.0,0.0,3.45,0.0,0.0,3.56,0.0,0.0,3.14,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.13,2.62,2.91,0.0,2.78,0.0,3.01,3.06,0.47,3.01,2.92,2.73,1.87,3.11,47.07
118,1030,Kristoffer Ajer,BRE,DEF,6.6,0.0,1.05,0.0,0.0,0.0,0.84,0.89,0.0,0.0,0.46,0.0,0.0,0.36,0.0,0.0,0.58,0.64,0.0,0.0,0.0,0.46,0.0,0.0,0.65,0.0,0.62,0.63,0.0,0.57,0.0,0.92,1.68,0.0,0.68,0.78,0.7,0.03,0.65,13.189999999999998
119,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1237,David Brooks,BOU,MID,6.7,0.0,0.0,0.7,0.0,0.88,0.0,0.7,0.0,0.0,0.65,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.76,0.0,0.18,0.93,0.18,0.0,0.15,0.0,0.85,0.8,0.0,0.79,0.18,0.81,0.67,0.54,0.79,0.61,0.8,0.41,0.7,13.689999999999998
121,404,James Garner,EVE,MID,6.5,3.24,0.0,0.0,3.58,0.0,0.0,2.62,0.0,0.0,0.0,0.0,3.4,0.0,3.04,0.0,0.0,3.27,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.14,2.91,0.0,2.67,2.9,0.0,2.96,2.83,2.3,2.74,3.12,3.1,0.47,2.62,50.709999999999994
122,975,Marc Guéhi,CRY,DEF,8.0,5.54,0.0,0.0,2.18,0.0,0.0,0.0,0.0,2.9,0.0,0.0,3.77,0.0,5.14,0.0,0.0,2.06,0.0,0.0,0.0,4.63,0.0,0.0,0.52,0.0,3.91,3.25,0.0,1.69,0.0,1.45,4.56,0.25,3.16,3.07,3.96,1.78,2.8,56.620000000000005
123,1260,Kaoru Mitoma,BHA,MID,8.0,0.0,0.0,0.0,0.38,0.0,0.0,1.06,0.0,0.0,0.0,4.15,0.0,0.0,4.13,0.0,0.0,3.64,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.15,3.13,3.38,0.0,3.2,0.0,3.72,3.75,0.56,3.69,3.56,3.3,2.26,3.82,52.07999999999999
124,425,Luke Shaw,MUN,DEF,8.8,0.0,0.0,4.08,0.0,5.02,0.0,0.0,1.9,0.0,0.0,3.71,0.0,0.0,3.74,0.0,0.0,0.0,0.81,0.0,0.0,4.15,0.0,0.0,1.0,0.0,2.71,0.0,1.9,1.93,0.0,2.77,2.55,0.49,4.72,3.13,2.15,3.45,1.75,51.96000000000001
125,1326,Aaron Hickey,BRE,DEF,7.5,0.0,0.65,0.0,0.0,0.0,1.0,2.66,0.0,0.0,2.08,0.0,0.0,1.02,0.0,0.0,2.9,2.71,0.0,0.0,0.0,1.59,0.0,0.0,3.26,0.0,2.72,2.55,0.0,2.28,0.0,3.97,7.24,0.0,2.59,3.15,2.77,0.12,2.43,47.69
126,1407,Thilo Kehrer,WHU,DEF,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,3495,Odisseas Vlachodimos,FOR,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.04,0.19,0.26,0.22,0.04,0.24,1.6300000000000001
129,812,Hugo Bueno,WOL,DEF,7.0,0.0,0.0,0.71,0.0,0.54,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.94,0.0,0.53,0.0,0.0,0.0,0.8,0.0,0.0,0.18,0.0,0.61,0.85,0.0,0.84,0.0,0.75,0.61,0.39,0.93,0.42,0.8,0.25,0.47,11.790000000000001
130,3178,Álex Moreno,AVL,DEF,7.9,3.17,0.0,0.0,3.85,0.0,0.0,0.0,2.8,0.0,2.19,0.0,0.0,0.0,2.89,0.0,0.0,2.03,0.0,0.0,0.0,1.94,0.0,0.0,0.0,1.2,2.93,0.0,1.16,2.49,0.0,1.18,2.24,0.45,1.88,1.37,1.56,0.16,1.78,37.269999999999996
131,255,Mario Lemina,WOL,MID,7.0,0.0,0.0,3.21,0.0,3.11,0.0,2.6,0.0,0.0,2.55,0.0,0.0,0.0,0.0,2.88,0.0,2.49,0.0,0.0,0.0,2.56,0.0,0.0,0.62,0.0,2.47,2.38,0.0,2.55,0.0,2.13,2.2,1.22,2.63,1.86,2.41,0.78,2.23,42.87999999999999
132,1283,Sven Botman,NEW,DEF,8.6,2.45,0.0,0.0,5.84,0.0,0.0,4.45,0.0,0.0,4.95,0.0,0.0,0.0,1.78,0.0,0.0,5.88,0.0,0.0,0.0,2.66,0.0,0.0,0.83,0.0,5.9,0.0,5.52,3.74,0.0,3.48,3.16,0.42,6.57,5.13,3.82,2.93,3.66,73.16999999999999
133,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,104,James Tarkowski,EVE,DEF,7.8,2.69,0.0,0.0,2.48,0.0,0.0,0.77,0.0,0.0,0.0,0.0,3.59,0.0,1.86,0.0,0.0,3.6,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.09,2.94,0.0,1.76,4.04,0.0,2.01,3.71,1.41,2.88,3.78,4.42,0.29,1.43,45.82
135,707,Andi Zeqiri,BHA,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1112,Odsonne Édouard,CRY,FOR,7.0,3.14,0.0,0.0,2.72,0.0,0.0,0.0,0.0,3.15,0.0,0.0,3.06,0.0,3.36,0.0,0.0,3.04,0.0,0.0,0.0,3.54,0.0,0.0,0.61,0.0,3.16,3.12,0.0,2.46,0.0,2.67,3.36,0.3,3.08,3.16,3.13,2.13,2.97,52.16
137,266,Bobby Reid,FUL,MID,6.7,3.36,0.0,0.0,3.16,0.0,0.0,3.09,0.0,0.0,2.16,0.0,0.0,0.0,1.83,0.0,0.0,1.64,0.0,0.0,0.0,1.58,0.0,1.64,0.0,0.0,1.62,1.47,0.0,1.42,0.0,1.62,0.66,0.0,1.62,1.53,1.34,0.84,1.71,32.29
138,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,59,John McGinn,AVL,MID,7.7,3.03,0.0,0.0,2.95,0.0,0.0,0.0,3.1,0.0,2.72,0.0,0.0,0.0,3.24,0.0,0.0,2.87,0.0,0.0,0.0,3.21,0.0,0.0,0.0,1.91,3.23,0.0,2.15,3.03,0.0,2.43,3.31,0.74,3.07,2.64,2.84,0.25,2.69,49.41000000000001
140,1285,Brennan Johnson,TOT,MID,8.0,0.0,4.0,0.0,2.71,0.0,0.0,1.97,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.35,0.0,1.41,0.0,0.0,1.9,1.47,0.0,1.69,0.0,1.34,1.23,0.26,1.34,1.25,1.76,1.11,1.58,29.71
141,307,Harvey Barnes,NEW,MID,8.3,0.0,0.0,0.0,0.75,0.0,0.0,1.32,0.0,0.0,2.42,0.0,0.0,0.0,1.57,0.0,0.0,2.59,0.0,0.0,0.0,1.95,0.0,0.0,0.4,0.0,2.78,0.0,2.6,2.14,0.0,2.71,2.1,0.21,3.01,2.27,2.5,1.44,2.08,34.84
142,150,Callum Hudson-Odoi,FOR,MID,7.7,2.23,0.0,0.0,0.0,1.73,0.0,1.44,0.0,0.0,1.55,0.0,0.0,0.0,1.31,0.0,0.0,1.39,0.0,0.0,0.0,1.27,0.0,0.0,0.97,0.0,1.42,1.53,0.0,1.36,0.0,1.55,1.37,0.22,1.23,1.45,1.45,0.2,1.4,25.069999999999997
143,427,Scott McTominay,MUN,MID,6.8,0.0,0.0,1.11,0.0,1.33,0.0,0.0,1.04,0.0,0.0,1.13,0.0,0.0,1.35,0.0,0.0,0.0,0.83,0.0,0.0,1.2,0.0,0.0,0.26,0.0,0.97,0.0,1.02,1.08,0.0,1.18,1.24,0.15,1.39,1.1,1.1,1.03,1.08,19.590000000000003
144,1068,Roméo Lavia,CHE,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.44,0.0,0.0,0.23,0.0,0.44,0.0,0.48,0.45,0.0,0.46,0.42,0.16,0.41,0.46,0.44,0.45,0.46,5.890000000000001
145,1315,Ivan Perišić,TOT,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,802,Jean-Philippe Mateta,CRY,FOR,6.7,2.82,0.0,0.0,1.74,0.0,0.0,0.0,0.0,1.68,0.0,0.0,1.67,0.0,1.96,0.0,0.0,1.69,0.0,0.0,0.0,2.04,0.0,0.0,0.35,0.0,1.76,1.7,0.0,1.48,0.0,1.48,1.86,0.17,1.72,1.76,1.74,1.18,1.65,30.449999999999996
148,1689,Christopher Nkunku,CHE,FOR,9.4,0.0,1.67,0.0,0.0,3.84,0.0,0.0,0.0,3.58,2.64,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,3.68,0.0,0.0,1.73,0.0,4.38,0.0,3.95,3.92,0.0,4.1,3.36,1.36,3.26,4.24,3.71,3.91,4.26,61.04
149,1393,Marcus Tavernier,BOU,MID,7.2,0.0,0.0,3.58,0.0,3.72,0.0,3.03,0.0,0.0,2.87,0.0,0.0,0.0,2.63,0.0,0.0,0.0,3.2,0.0,0.76,3.78,0.75,0.0,0.73,0.0,3.54,3.36,0.0,3.33,0.75,3.35,2.89,2.21,3.26,2.68,3.27,1.68,3.0,58.370000000000005
150,784,Morgan Gibbs-White,FOR,MID,7.9,3.54,0.0,0.0,0.0,3.69,0.0,3.53,0.0,0.0,3.93,0.0,0.0,0.0,3.14,0.0,0.0,3.46,0.0,0.0,0.0,3.25,0.0,0.0,2.62,0.0,3.73,3.87,0.0,3.28,0.0,3.89,3.3,0.53,2.89,3.52,3.59,0.49,3.4,59.650000000000006
151,1192,Toti Gomes,WOL,DEF,6.9,0.0,0.0,2.97,0.0,2.15,0.0,3.19,0.0,0.0,1.58,0.0,0.0,0.0,0.0,4.86,0.0,1.81,0.0,0.0,0.0,3.33,0.0,0.0,0.8,0.0,2.01,4.0,0.0,4.08,0.0,3.53,1.95,1.6,4.23,0.79,3.68,1.02,1.06,48.64000000000001
152,58,Marvelous Nakamba,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,2.0,2.69,0.0,2.29,0.45,1.85,3.81,0.87,2.09,2.04,2.25,0.79,2.08,23.519999999999996
153,483,Aaron Ramsdale,ARS,GK,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,5.37,0.0,0.0,0.19,0.0,0.25,0.39,0.0,0.4,0.0,0.38,0.39,0.07,0.32,0.41,0.33,0.08,0.4,9.510000000000002
154,1408,Matheus Nunes,MCI,MID,7.6,0.0,0.38,0.0,0.0,0.0,0.27,0.37,0.0,0.0,0.34,0.0,0.0,0.36,0.43,0.0,0.0,0.0,0.44,0.0,0.0,0.38,0.0,0.0,0.0,0.02,0.45,0.0,0.46,0.5,0.0,0.58,0.52,0.09,0.53,0.56,0.52,0.38,0.55,8.129999999999999
155,1411,Casemiro,MUN,MID,8.1,0.0,0.0,2.05,0.0,4.32,0.0,0.0,2.92,0.0,0.0,3.15,0.0,0.0,3.27,0.0,0.0,0.0,2.2,0.0,0.0,3.4,0.0,0.0,0.75,0.0,2.72,0.0,2.93,3.0,0.0,3.08,3.08,0.36,3.49,2.98,2.79,2.53,2.77,51.79
156,3182,Mykhailo Mudryk,CHE,MID,8.2,0.0,1.34,0.0,0.0,1.87,0.0,0.0,0.0,1.4,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,1.53,0.0,0.0,0.74,0.0,1.79,0.0,1.49,1.6,0.0,1.56,1.3,0.52,1.25,1.58,1.43,1.49,1.6,24.749999999999996
157,1579,Luca Koleosho,BUR,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,711,Elliot Anderson,NEW,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.54,0.0,0.0,1.35,0.0,0.0,0.0,1.14,0.0,0.0,0.22,0.0,1.34,0.0,1.38,1.16,0.0,1.41,1.16,0.11,1.54,1.23,1.33,0.8,1.14,16.32
159,168,Conor Gallagher,CHE,MID,7.8,0.0,2.66,0.0,0.0,3.64,0.0,0.0,0.0,2.9,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,2.61,0.0,0.0,1.34,0.0,3.19,0.0,2.96,3.25,0.0,3.1,2.48,0.97,2.49,3.66,2.71,2.66,2.98,48.160000000000004
160,160,Kurt Zouma,WHU,DEF,7.4,0.0,0.0,3.24,0.0,1.99,0.0,0.0,2.22,0.0,2.91,0.0,0.0,0.0,0.0,0.0,3.06,2.64,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.86,1.69,2.57,0.0,3.08,0.0,3.36,2.72,0.74,1.97,1.87,4.16,0.26,0.94,45.279999999999994
161,319,Luke Thomas,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,1233,Adam Smith,BOU,DEF,6.9,0.0,0.0,0.63,0.0,1.36,0.0,1.84,0.0,0.0,1.27,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.51,0.0,0.64,2.98,0.58,0.0,0.5,0.0,2.39,2.5,0.0,2.49,0.58,1.97,1.6,1.63,1.85,1.14,2.13,1.25,1.44,34.58
163,3460,Jacob Bruun Larsen,BUR,MID,7.0,0.0,0.59,0.0,0.85,0.0,0.0,0.66,0.0,0.0,0.79,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.99,0.0,0.0,0.8,0.0,0.0,1.01,0.0,0.79,0.99,0.0,0.9,0.0,0.95,0.91,0.0,0.84,0.94,0.85,0.0,1.04,14.7
164,464,Miguel Almirón,NEW,MID,8.5,2.31,0.0,0.0,4.06,0.0,0.0,3.17,0.0,0.0,3.65,0.0,0.0,0.0,2.43,0.0,0.0,3.75,0.0,0.0,0.0,2.94,0.0,0.0,0.57,0.0,3.7,0.0,3.42,2.87,0.0,3.55,2.9,0.29,3.85,3.04,3.34,2.01,2.82,54.66999999999999
165,488,John Fleck,SHU,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
166,716,Thomas Partey,ARS,MID,7.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.61,0.0,1.2,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,1.51,0.0,1.55,0.0,0.0,0.92,0.0,1.24,1.69,0.0,1.38,0.0,1.38,1.36,0.28,1.33,1.48,1.32,0.3,1.49,20.599999999999998
167,654,Ola Aina,FOR,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,2.16,0.0,0.0,0.0,1.56,0.0,0.0,1.44,0.0,0.0,0.0,1.29,0.0,0.0,1.57,0.0,2.21,1.76,0.0,1.26,0.0,2.46,1.73,0.35,1.25,2.33,1.85,0.32,2.1,26.060000000000002
168,1117,Mathias Jørgensen,BRE,DEF,6.6,0.0,0.19,0.0,0.0,0.0,0.24,0.41,0.0,0.0,0.34,0.0,0.0,0.28,0.0,0.0,0.39,0.49,0.0,0.0,0.0,0.35,0.0,0.0,0.55,0.0,0.47,0.45,0.0,0.44,0.0,0.7,1.29,0.0,0.53,0.6,0.54,0.02,0.5,8.780000000000001
169,1735,Antoine Semenyo,BOU,MID,6.6,0.0,0.0,3.39,0.0,3.74,0.0,2.98,0.0,0.0,2.63,0.0,0.0,0.0,2.43,0.0,0.0,0.0,3.01,0.0,0.73,3.77,0.74,0.0,0.68,0.0,3.41,3.16,0.0,3.03,0.71,3.16,2.59,2.08,3.05,2.39,3.15,1.58,2.71,55.11999999999999
170,622,Daniel Podence,WOL,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3484,Beto,EVE,FOR,7.7,0.93,0.0,0.0,1.16,0.0,0.0,0.89,0.0,0.0,0.0,0.0,1.15,0.0,1.08,0.0,0.0,1.29,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.05,1.14,0.0,1.11,1.38,0.0,1.05,1.27,0.82,1.16,1.19,1.33,0.17,0.92,19.200000000000003
172,861,William Osula,SHU,FOR,6.6,1.24,0.0,0.0,1.35,0.0,0.0,1.11,0.0,0.0,0.0,1.29,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.12,0.0,1.2,0.0,0.0,0.21,0.0,1.41,0.0,1.03,1.31,0.0,1.1,1.44,0.11,1.07,1.44,1.14,0.77,1.38,20.84
