,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_25_Pts,MD_26_Pts,MD_27_Pts,Total_Pts
436,103,Jack Cork,BUR,MID,6.7,0.0,0.0,0.0,0.0
437,879,Christian Nørgaard,BRE,MID,6.9,6.11,3.3,2.85,12.26
438,1408,Matheus Nunes,MCI,MID,7.6,1.37,0.65,0.79,2.81
439,963,Ryan John Giles,LUT,DEF,6.9,0.0,0.0,0.0,0.0
440,3372,Scott Twine,BUR,MID,6.6,0.0,0.0,0.0,0.0
441,734,Saïd Benrahma,WHU,MID,7.9,0.0,0.0,0.0,0.0
442,291,Jack Harrison,EVE,MID,7.7,3.95,3.54,3.99,11.48
443,1778,Wataru Endo,LIV,MID,7.3,4.66,0.0,1.47,6.13
444,1027,Albert Sambi Lokonga,LUT,MID,6.8,4.97,0.0,2.33,7.3
445,3362,Mahmoud Dahoud,BHA,MID,7.5,0.0,0.0,0.0,0.0
446,1317,Nayef Aguerd,WHU,DEF,7.3,3.47,3.94,3.26,10.67
447,3508,Nicolás Domínguez,FOR,MID,7.5,1.26,1.23,1.3,3.79
448,3394,Luke Berry,LUT,MID,6.6,0.0,0.0,0.0,0.0
449,1321,Luis Sinisterra,BOU,MID,7.7,1.86,1.83,2.06,5.75
450,1028,Frank Onyeka,BRE,MID,6.5,0.79,0.61,0.62,2.02
451,3186,Dango Ouattara,BOU,MID,6.8,0.95,0.9,0.94,2.79
452,3214,Naouirou Ahamada,CRY,MID,6.5,0.31,0.33,0.27,0.91
453,1246,Lewis Cook,BOU,MID,6.7,2.29,1.96,2.21,6.46
454,2214,Rhys Norrington-Davies,SHU,DEF,6.7,0.49,0.45,0.39,1.33
455,1018,Saman Ghoddos,BRE,MID,6.5,1.91,1.0,0.93,3.8400000000000003
456,3591,Tawanda Chirewa,WOL,MID,6.5,0.0,0.0,0.0,0.0
457,1245,Ryan Christie,BOU,MID,6.7,2.89,2.46,2.66,8.01
458,3666,Maxime Estève,BUR,DEF,6.7,1.82,1.91,1.49,5.22
459,3507,Mike Trésor,BUR,MID,7.0,0.49,0.57,0.69,1.75
460,2122,Anis Ben Slimane,SHU,MID,7.0,1.4,1.3,1.36,4.0600000000000005
461,1520,Matz Sels,FOR,GK,6.2,4.26,3.73,3.48,11.47
462,3668,Adam Wharton,CRY,MID,7.1,0.85,0.76,0.56,2.17
463,3490,Han-Noah Massengo,BUR,MID,6.4,0.13,0.13,0.18,0.44
464,3427,Omari Forson,MUN,MID,6.7,0.33,0.47,0.32,1.12
465,3493,Altay Bayındır,MUN,GK,6.3,0.0,0.0,0.0,0.0
466,265,Tom Cairney,FUL,MID,6.7,3.32,4.34,4.21,11.870000000000001
467,526,Matt Doherty,WOL,DEF,7.5,0.85,1.74,0.95,3.54
468,1861,Sofyan Amrabat,MUN,MID,7.3,0.27,0.26,0.23,0.76
469,3385,Fred Onyedinma,LUT,MID,6.6,0.0,0.0,0.0,0.0
470,3491,Murillo,FOR,MID,7.0,2.67,2.2,2.16,7.03
471,378,Tommy Doyle,WOL,MID,7.2,0.44,0.61,0.56,1.61
472,232,Tom Davies,SHU,MID,6.6,1.31,1.19,1.2,3.7
473,3378,Hjalmar Ekdal,BUR,DEF,6.6,0.49,0.44,0.34,1.27
474,1266,Rodrigo Muniz,FUL,FOR,6.7,1.12,1.16,1.18,3.46
475,1434,Divin Mubama,WHU,FOR,6.5,0.43,0.34,0.22,0.99
476,1,Calum Chambers,AVL,DEF,7.3,0.35,0.6,0.44,1.39
477,225,Séamus Coleman,EVE,DEF,7.5,0.83,0.53,0.72,2.08
478,1093,Aaron Ramsey,BUR,MID,6.7,0.37,0.51,0.59,1.47
479,3470,Alejo Véliz,TOT,FOR,7.2,0.0,0.0,0.0,0.0
480,1216,Dara Costelloe,BUR,FOR,6.4,0.0,0.0,0.0,0.0
481,1104,Maxwel Cornet,WHU,MID,7.2,1.62,1.42,1.12,4.16
482,3474,Youssef Chermiti,EVE,FOR,6.7,0.0,0.0,0.0,0.0
483,936,Emmanuel Dennis,FOR,FOR,7.1,0.0,0.0,0.0,0.0
484,882,Mads Bech Sørensen,BRE,DEF,6.6,0.0,0.0,0.0,0.0
485,874,Charlie Goode,BRE,DEF,6.5,0.0,0.0,0.0,0.0
486,26,Reiss Nelson,ARS,MID,6.8,0.37,0.44,0.46,1.27
487,852,Daniel Jebbison,SHU,MID,6.5,0.0,0.0,0.0,0.0
488,838,Jaden Philogene Bidace,AVL,MID,6.7,0.0,0.0,0.0,0.0
489,821,Thomas Mcgill,BHA,GK,6.0,0.0,0.0,0.0,0.0
490,788,Andy Lonergan,EVE,GK,6.1,0.0,0.0,0.0,0.0
491,763,Jakub Moder,BHA,MID,6.7,0.48,0.49,0.33,1.3
492,729,Terence Kongolo,FUL,DEF,7.0,0.0,0.0,0.0,0.0
493,3481,Deivid Washington,CHE,FOR,6.6,0.0,0.0,0.0,0.0
494,1264,Malcolm Ebiowei,CRY,MID,6.6,0.0,0.0,0.0,0.0
495,2395,Hwang Ui-jo,FOR,FOR,6.9,0.0,0.0,0.0,0.0
496,2342,Adam Davies,SHU,GK,6.1,0.0,0.0,0.0,0.0
497,2144,Ethan Horvath,FOR,GK,6.3,0.0,0.0,0.0,0.0
498,3435,James McConnell,LIV,FOR,6.6,0.0,0.0,0.0,0.0
499,1403,Remo Freuler,FOR,MID,6.5,0.0,0.0,0.0,0.0
500,1399,Gonçalo Guedes,WOL,MID,7.5,0.0,0.0,0.0,0.0
501,1385,Kevin Mbabu,FUL,DEF,7.0,0.0,0.0,0.0,0.0
502,1382,Joseph Hodge,WOL,MID,6.5,0.0,0.0,0.0,0.0
503,1379,Lewis O'Brien,FOR,MID,6.8,0.0,0.0,0.0,0.0
504,1376,Joseph Whitworth,CRY,GK,6.1,0.0,0.0,0.0,0.0
505,1365,Djed Spence,TOT,DEF,7.1,0.0,0.0,0.0,0.0
506,1329,Omar Richards,FOR,DEF,6.6,0.0,0.0,0.0,0.0
507,757,Antwoine Hackford,SHU,FOR,6.5,0.0,0.0,0.0,0.0
508,1322,Flynn Downes,WHU,MID,6.6,0.0,0.0,0.0,0.0
509,1302,Harry Arter,FOR,MID,6.5,0.0,0.0,0.0,0.0
510,878,Shandon Baptiste,BRE,MID,6.5,0.64,0.46,0.54,1.6400000000000001
511,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.0,0.0,0.0
512,694,Bertrand Traoré,AVL,MID,6.6,0.0,0.0,0.0,0.0
513,198,Jaïro Riedewald,CRY,MID,6.6,0.27,0.22,0.18,0.6699999999999999
514,356,Loris Karius,NEW,GK,6.3,0.0,0.0,0.0,0.0
515,257,Marcus Bettinelli,CHE,GK,6.2,0.0,0.0,0.0,0.0
516,245,Marek Rodák,FUL,GK,6.1,0.0,0.0,0.0,0.0
517,235,Jean-Philippe Gbamin,EVE,MID,7.1,0.0,0.0,0.0,0.0
518,229,André Gomes,EVE,MID,7.1,0.0,0.0,0.0,0.0
519,3162,David Datro Fofana,BUR,FOR,6.9,2.67,2.4,2.84,7.91
520,2443,Jamie Donley,TOT,FOR,6.6,0.0,0.0,0.0,0.0
521,75,Steven Alzate,BHA,MID,6.6,0.0,0.0,0.0,0.0
522,38,Kortney Hause,AVL,DEF,7.1,0.0,0.0,0.0,0.0
523,33,Cédric Soares,ARS,DEF,7.2,0.0,0.0,0.0,0.0
524,1177,Oscar Bobb,MCI,MID,7.0,0.0,0.0,0.37,0.37
525,3661,Rodrigo Ribeiro,FOR,FOR,7.0,0.0,0.0,0.0,0.0
526,444,Mark Gillespie,NEW,GK,6.0,0.0,0.0,0.0,0.0
527,597,Ben Johnson,WHU,DEF,7.2,1.14,1.04,0.96,3.1399999999999997
528,683,Arijanet Muric,BUR,GK,6.5,0.0,0.0,0.0,0.0
529,671,Brandon Austin,TOT,GK,6.0,0.0,0.0,0.0,0.0
530,663,Ryan Fraser,NEW,MID,6.8,0.0,0.0,0.0,0.0
531,3667,Lorenz Assignon,BUR,DEF,6.7,0.55,0.66,0.86,2.07
532,1034,Kaide Gordon,LIV,FOR,6.5,0.0,0.0,0.0,0.0
533,607,Conor Coventry,WHU,MID,6.6,0.0,0.0,0.0,0.0
534,586,Darren Randolph,BOU,GK,6.0,0.0,0.0,0.0,0.0
535,553,Ryan Sessegnon,TOT,DEF,7.2,0.0,0.0,0.0,0.0
536,549,Tanguy Ndombele,TOT,MID,7.4,0.0,0.0,0.0,0.0
537,532,Japhet Tanganga,TOT,DEF,7.2,0.0,0.0,0.0,0.0
538,529,Dele Alli,EVE,MID,7.4,0.0,0.0,0.0,0.0
539,524,Michael Obafemi,BUR,FOR,6.7,0.0,0.0,0.0,0.0
540,3465,Amadou Diallo,NEW,FOR,6.6,0.0,0.0,0.0,0.0
541,507,Fraser Forster,TOT,GK,6.5,0.0,0.0,0.0,0.0
542,463,Jonjo Shelvey,FOR,MID,6.7,0.0,0.0,0.0,0.0
543,3153,Gustavo Scarpa,FOR,MID,6.5,0.0,0.0,0.0,0.0
544,3183,Andrey Santos,CHE,MID,6.4,0.0,0.0,0.0,0.0
545,3393,Elliot Thorpe,LUT,MID,6.6,0.0,0.0,0.0,0.0
546,3456,Willy Kambwala,MUN,DEF,7.2,0.0,0.0,0.0,0.0
547,2226,Ivo Grbić,SHU,GK,6.2,3.57,4.14,3.67,11.379999999999999
548,1358,Thomas Strakosha,BRE,GK,6.1,0.0,0.0,0.0,0.0
549,3563,Ryan One,SHU,MID,6.5,0.0,0.0,0.0,0.0
550,3527,Alex Matos,CHE,FOR,7.0,0.0,0.0,0.0,0.0
551,3662,Noha Lemina,WOL,MID,7.0,0.0,0.0,0.0,0.0
552,1318,Tyler Adams,BOU,MID,7.0,0.0,0.0,0.42,0.42
553,252,Tyrese Francois,FUL,MID,6.5,0.0,0.0,0.0,0.0
554,3586,Michael Ndiweni,NEW,FOR,6.5,0.0,0.0,0.0,0.0
555,730,Facundo Pellistri,MUN,MID,6.5,0.0,0.0,0.0,0.0
556,1466,Yehor Yarmoliuk,BRE,MID,6.6,0.55,0.45,0.49,1.49
557,2,Matt Macey,LUT,GK,6.1,0.0,0.0,0.0,0.0
558,3283,Daiki Hashioka,LUT,DEF,6.7,0.0,0.0,0.0,0.0
559,1046,Trevoh Chalobah,CHE,DEF,7.9,0.37,0.0,0.54,0.91
560,197,Cheikhou Kouyaté,FOR,MID,6.8,0.14,0.16,0.19,0.49000000000000005
561,806,Tyler Onyango,EVE,MID,6.8,0.0,0.0,0.0,0.0
562,2042,Fodé Ballo-Touré,FUL,DEF,6.6,0.3,0.31,0.27,0.88
563,3431,Yasser Larouci,SHU,DEF,6.8,0.0,0.0,0.0,0.0
564,419,Donny van de Beek,MUN,MID,7.1,0.0,0.0,0.0,0.0
565,1450,Boubacar Traoré,WOL,MID,6.7,0.31,0.43,0.43,1.17
566,1308,Giulian Biancone,FOR,DEF,6.5,0.0,0.0,0.0,0.0
567,3213,Hamed Junior Traorè,BOU,MID,6.5,0.0,0.0,0.0,0.0
568,1201,Rodrigo Bentancur,TOT,MID,7.7,1.0,0.0,1.12,2.12
569,214,Mason Holgate,SHU,DEF,7.2,1.93,1.47,1.26,4.66
570,762,Amad Diallo,MUN,MID,7.0,0.57,0.85,0.5,1.92
571,640,Adama Traoré,FUL,MID,7.3,0.72,0.67,0.62,2.0100000000000002
572,3472,Alex Scott,BOU,MID,6.5,1.33,1.6,1.35,4.28
573,2139,Gio Reyna,FOR,MID,7.4,1.67,1.47,1.63,4.77
574,966,Konstantinos Mavropanos,WHU,DEF,7.3,0.7,0.81,0.79,2.3
575,958,Will Hughes,CRY,MID,6.6,1.95,1.87,1.29,5.11
576,863,Hannibal Mejbri,MUN,MID,6.7,0.0,0.0,0.0,0.0
577,3217,Lewis Miley,NEW,MID,6.5,3.49,2.24,2.45,8.18
578,862,Tim Iroegbunam,AVL,MID,6.6,0.14,0.19,0.14,0.47000000000000003
579,1250,Fabio Vieira,ARS,MID,7.8,0.0,0.0,0.31,0.31
580,3642,Radu Drăgușin,TOT,DEF,7.6,0.5,0.0,0.7,1.2
581,1401,Mikkel Damsgaard,BRE,MID,6.9,1.47,0.87,0.95,3.29
582,3466,Matheus França,CRY,MID,7.4,0.93,0.98,0.79,2.7
583,1074,Lewis Dobbin,EVE,FOR,6.5,0.39,0.33,0.29,1.01
584,3664,Enes Ünal,BOU,FOR,7.1,0.0,0.0,0.0,0.0
585,1223,Mark Travers,BOU,GK,6.4,0.0,0.0,0.0,0.0
586,885,Josh Dasilva,BRE,MID,6.9,0.0,0.0,0.0,0.0
587,615,Ryan Fredericks,BOU,DEF,6.6,0.0,0.0,0.0,0.0
588,3391,Glen Rea,LUT,MID,6.6,0.0,0.0,0.0,0.0
589,3419,Jordan Amissah,SHU,GK,6.1,0.0,0.0,0.0,0.0
590,3415,Ismaila Cheick Coulibaly,SHU,MID,6.6,0.0,0.0,0.0,0.0
591,3409,Allan Campbell,LUT,MID,6.7,0.0,0.0,0.0,0.0
592,3408,James Shea,LUT,GK,6.2,0.0,0.0,0.0,0.0
593,3407,Aribim Pepple,LUT,FOR,6.5,0.0,0.0,0.0,0.0
594,3404,Dan Potts,LUT,DEF,6.6,0.43,0.0,0.25,0.6799999999999999
595,3392,Louie Watson,LUT,MID,6.6,0.0,0.0,0.0,0.0
596,3389,Luke Freeman,LUT,MID,6.6,0.0,0.0,0.0,0.0
597,1346,Stefan Bajcetic,LIV,MID,7.0,0.0,0.0,0.0,0.0
598,3379,Darko Churlinov,BUR,MID,6.7,0.0,0.0,0.0,0.0
599,3375,Denis Franchi,BUR,GK,6.0,0.0,0.0,0.0,0.0
600,3374,Samuel Bastien,BUR,MID,6.7,0.0,0.0,0.0,0.0
601,3360,Gavin Kilkenny,BOU,MID,6.5,0.0,0.0,0.0,0.0
602,3209,Felipe,FOR,DEF,6.7,0.89,1.63,1.64,4.16
603,3205,Yasin Ayari,BHA,MID,6.5,0.0,0.0,0.0,0.0
604,1224,Emiliano Marcondes,BOU,MID,6.5,0.0,0.0,0.0,0.0
605,1309,Alexander Mighten,FOR,MID,6.5,0.0,0.0,0.0,0.0
606,3201,Daniel Bentley,WOL,GK,6.1,0.0,0.0,0.0,0.0
607,3595,Sydie Peck,SHU,MID,6.2,0.0,0.0,0.0,0.0
608,3451,Alex Murphy,NEW,DEF,6.5,0.0,0.0,0.0,0.0
609,915,Andrew Omobamidele,FOR,DEF,6.8,2.44,0.78,0.53,3.75
610,1387,Chris Richards,CRY,DEF,7.0,3.05,3.7,2.02,8.77
611,1319,Moussa Niakhate,FOR,DEF,6.6,0.91,0.72,0.69,2.32
612,352,Rhian Brewster,SHU,FOR,6.6,0.46,0.48,0.48,1.42
613,453,Emil Krafth,NEW,DEF,6.7,0.0,0.0,0.0,0.0
614,3480,Hannes Delcroix,BUR,DEF,6.7,0.0,0.0,0.0,0.0
615,3151,Facundo Buonanotte,BHA,MID,7.0,2.2,1.96,1.69,5.85
616,2261,Nathan Fraser,WOL,FOR,6.5,0.0,0.0,0.0,0.0
617,3452,Ben Parkinson,NEW,FOR,6.5,0.32,0.0,0.0,0.32
618,1004,Nuno Tavares,FOR,DEF,7.1,0.83,0.59,0.55,1.97
619,9,Emile Smith Rowe,ARS,MID,7.9,1.06,1.15,1.21,3.42
620,918,Tim Krul,LUT,GK,6.3,0.0,0.0,0.0,0.0
621,2165,Santiago Bueno,WOL,DEF,6.9,0.53,1.17,0.66,2.36
