Pos,fpl_id,Name,BV,SV,Team,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,Elite%
D,281,Ream,4.5,4.5,Fulham,75,72,70,69,72,70,69,68,69,70,68,67,0.0
M,282,Reed,5.0,5.0,Fulham,79,68,63,60,59,59,57,56,57,56,59,58,0.0
D,283,Robinson,4.5,4.5,Fulham,84,82,76,76,75,72,73,73,73,71,74,73,0.0
G,284,Rodák,4.0,4.0,Fulham,1,2,3,3,4,4,4,4,5,5,4,3,0.0
D,285,Tete,4.5,4.5,Fulham,84,80,76,72,73,72,71,69,69,69,69,68,0.0
D,286,Tosin,4.5,4.5,Fulham,26,29,30,30,31,30,32,31,35,34,34,35,0.0
F,287,Vinícius,5.0,5.0,Fulham,7,8,8,10,11,12,12,13,11,14,13,13,0.0
M,288,Wilson,5.5,5.5,Fulham,41,45,41,38,40,38,41,39,39,40,40,40,0.0
G,289,Adrián,4.0,4.0,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,290,Alexander-Arnold,8.0,8.0,Liverpool,87,84,82,80,79,78,79,79,77,79,79,78,0.01
G,291,Alisson,5.5,5.5,Liverpool,94,92,92,92,91,91,91,91,91,91,91,91,0.0
M,292,Bajcetic,5.0,5.0,Liverpool,11,12,10,11,11,13,14,15,15,15,15,14,0.0
F,293,Darwin,7.5,7.5,Liverpool,46,49,46,50,47,48,49,51,49,48,48,48,0.0
M,294,Diogo J.,8.0,8.0,Liverpool,53,52,52,50,53,52,51,51,51,52,50,53,0.0
M,295,Elliott,5.0,5.0,Liverpool,30,31,31,31,29,34,32,32,34,33,33,35,0.0
M,296,Fabinho,5.0,5.0,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,297,Gakpo,7.5,7.5,Liverpool,62,60,61,58,58,56,57,57,56,58,58,57,0.0
D,298,Gomez,4.5,4.5,Liverpool,27,30,32,33,33,35,34,35,34,38,36,37,0.0
M,299,Henderson,5.0,5.0,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,300,Jones,5.0,5.0,Liverpool,38,38,37,35,35,35,37,37,36,37,38,36,0.0
G,301,Kelleher,4.0,4.0,Liverpool,1,3,2,3,4,4,4,4,4,3,3,4,0.0
D,302,Konaté,5.0,5.0,Liverpool,83,80,77,74,73,73,74,71,71,67,70,69,0.0
M,303,Luis Díaz,7.5,7.5,Liverpool,70,65,65,63,65,63,61,61,62,62,60,61,0.0
M,304,Mac Allister,6.0,6.0,Liverpool,83,80,78,75,71,72,71,70,70,67,70,68,0.0
D,305,Matip,5.0,5.0,Liverpool,15,18,21,24,24,24,27,26,28,28,28,26,0.0
D,306,Phillips,4.0,4.0,Liverpool,0,0,2,3,4,4,3,4,4,5,5,5,0.0
D,307,Robertson,6.5,6.5,Liverpool,77,76,73,71,71,70,68,70,69,67,68,68,0.0
M,308,Salah,12.5,12.5,Liverpool,88,86,82,82,81,80,80,80,81,81,80,81,0.11
M,309,Szoboszlai,7.0,7.0,Liverpool,69,69,65,65,64,62,64,63,62,62,60,61,0.0
M,310,Thiago,5.0,5.0,Liverpool,13,27,39,46,54,53,52,52,52,52,53,53,0.0
D,311,Tsimikas,4.5,4.5,Liverpool,6,7,8,10,9,10,10,9,11,12,12,12,0.0
D,312,Van den Berg,4.0,4.0,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,313,Virgil,6.0,6.0,Liverpool,91,87,87,85,84,83,83,84,82,82,81,82,0.0
F,314,Adebayo,5.0,5.0,Luton,0,66,65,64,64,63,62,61,61,61,62,62,0.0
D,315,Andersen,4.0,4.0,Luton,0,84,69,59,59,57,58,56,58,59,56,58,0.0
D,316,Bell,4.0,4.0,Luton,0,79,69,60,60,60,59,62,62,60,62,60,0.0
M,317,Berry,5.0,5.0,Luton,0,3,4,3,4,4,5,5,6,6,5,5,0.0
D,318,Burke,4.0,4.0,Luton,0,6,11,15,17,18,18,19,20,19,21,22,0.0
M,319,Campbell,5.0,5.0,Luton,0,25,25,25,25,24,25,26,27,26,26,27,0.0
M,320,Clark,5.0,5.0,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,321,Doughty,4.5,4.5,Luton,0,33,32,29,30,33,35,33,33,34,34,33,0.0
M,322,Freeman,5.0,5.0,Luton,0,9,9,10,10,11,11,11,12,14,12,12,0.0
G,323,Macey,4.0,4.0,Luton,0,0,0,0,0,0,0,0,0,1,0,0,0.0
F,324,McAtee,4.5,4.5,Luton,0,17,17,18,19,20,19,21,22,20,22,21,0.01
M,325,Mendes,4.5,4.5,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,326,Morris,5.5,5.5,Luton,0,76,76,75,75,74,75,74,72,74,73,73,0.0
F,327,Muskwe,4.5,4.5,Luton,0,1,1,1,2,2,2,2,2,3,2,3,0.01
F,328,Ogbene,5.0,5.0,Luton,0,40,40,41,41,43,42,43,44,44,43,44,0.0
M,329,Onyedinma,5.0,5.0,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,330,Osho,4.5,4.5,Luton,0,9,42,73,72,72,71,71,70,71,70,69,0.0
F,331,Pepple,4.5,4.5,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.01
M,332,Pereira,4.5,4.5,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,333,Potts,4.0,4.0,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,334,Rea,4.5,4.5,Luton,0,1,2,1,0,2,2,1,2,1,2,2,0.0
G,335,Shea,4.5,4.5,Luton,0,5,6,5,5,6,6,9,7,8,8,8,0.0
F,336,Taylor,4.5,4.5,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.01
M,337,Thorpe,4.5,4.5,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,338,Walton,4.0,4.0,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,339,Watson,4.5,4.5,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,340,Woodrow,4.5,4.5,Luton,0,3,5,4,4,6,6,6,7,7,7,7,0.0
D,341,Akanji,5.0,5.0,Man City,54,48,48,49,45,47,47,48,48,47,49,49,0.01
D,342,Aké,5.0,5.0,Man City,55,62,60,60,57,55,55,55,58,56,54,57,0.0
F,343,J.Alvarez,6.5,6.5,Man City,59,52,49,46,48,46,48,48,47,48,46,47,0.0
M,344,Bernardo,6.5,6.5,Man City,78,73,67,65,65,65,65,63,66,64,64,64,0.0
M,345,Bobb,4.5,4.5,Man City,2,2,2,2,2,3,3,2,3,3,3,3,0.0
D,346,Cancelo,6.0,6.0,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,347,Carson,4.0,4.0,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,348,Charles,4.5,4.5,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,349,De Bruyne,10.4,10.4,Man City,21,50,69,71,68,68,68,68,68,67,68,68,0.0
D,350,Rúben,5.5,5.5,Man City,77,72,70,71,68,67,68,66,66,66,66,63,0.0
M,351,Doyle,4.5,4.5,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,352,Ederson M.,5.5,5.5,Man City,88,85,85,85,82,84,82,81,83,82,82,81,0.02
M,353,Foden,7.5,7.5,Man City,65,60,58,57,55,55,54,56,56,54,53,54,0.07
M,354,Grealish,7.5,7.5,Man City,75,69,66,66,64,60,60,62,61,65,62,60,0.0
F,355,Haaland,14.0,14.0,Man City,87,83,79,80,77,78,77,76,76,74,76,77,1.0
M,356,Kovačić,5.0,5.0,Man City,51,44,38,33,36,37,33,35,34,36,36,36,0.0
D,357,Laporte,5.0,5.0,Man City,10,13,15,18,25,26,26,26,24,26,28,26,0.0
D,358,R.Lewis,4.5,4.5,Man City,22,19,19,19,20,19,20,21,21,22,23,21,0.01
M,359,Mahrez,7.5,7.5,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,360,McAtee,4.5,4.5,Man City,5,3,3,2,3,4,3,4,4,4,4,4,0.0
G,361,Ortega Moreno,4.0,4.0,Man City,7,10,10,10,12,11,12,14,12,13,13,14,0.0
M,362,Palmer,5.0,5.0,Man City,15,13,13,11,13,13,12,14,14,13,14,14,0.0
M,363,Perrone,4.5,4.5,Man City,3,3,2,2,2,3,3,3,3,3,3,3,0.0
M,364,Phillips,5.0,5.0,Man City,13,13,11,11,11,13,15,14,13,14,12,13,0.0
M,365,Rodrigo,5.6,5.6,Man City,83,83,79,78,77,77,77,76,77,76,77,76,0.0
D,366,Sergio Gómez,4.0,4.0,Man City,6,7,7,6,6,8,8,9,7,9,8,8,0.0
G,367,Steffen,4.0,4.0,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,368,Stones,5.5,5.5,Man City,55,66,63,61,61,61,60,61,60,61,59,61,0.02
D,369,Walker,5.0,5.0,Man City,51,47,48,47,48,47,46,47,45,43,46,45,0.0
D,370,Alex Telles,4.5,4.5,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,371,Amad,4.5,4.5,Man Utd,0,2,6,11,12,13,11,13,14,12,14,14,0.0
M,372,Antony,7.0,7.0,Man Utd,68,64,63,59,60,59,59,59,59,59,57,57,0.0
M,373,B.Fernandes,8.5,8.5,Man Utd,90,88,88,86,85,84,84,84,84,83,82,83,0.92
D,374,B.Williams,4.0,4.0,Man Utd,4,8,8,10,8,10,11,10,9,12,12,12,0.0
D,375,Bailly,4.0,4.0,Man Utd,0,0,0,0,0,0,1,1,2,0,0,1,0.0
M,376,Casemiro,5.5,5.5,Man Utd,88,86,87,84,84,83,82,83,83,82,80,80,0.0
D,377,Dalot,5.0,5.0,Man Utd,74,68,68,67,66,66,65,63,62,64,64,65,0.0
M,378,Elanga,5.0,5.0,Nott'm Forest,26,26,26,29,28,29,27,28,28,28,30,28,0.0
M,379,Eriksen,6.0,6.0,Man Utd,35,37,37,39,40,39,41,41,38,40,39,41,0.0
D,380,Fernandez,4.0,4.0,Man Utd,0,0,0,0,2,2,2,2,2,2,2,2,0.0
M,381,Fred,5.0,5.0,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,382,Garnacho,5.0,5.0,Man Utd,48,46,42,43,41,44,41,41,40,40,40,41,0.0
M,383,Hannibal,4.5,4.5,Man Utd,0,0,0,0,0,1,1,1,2,2,2,2,0.0
G,384,Heaton,4.0,4.0,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,385,Henderson,4.5,4.5,Man Utd,0,2,3,4,4,5,4,5,6,6,6,6,0.0
D,386,Lindelof,4.5,4.5,Man Utd,10,12,12,14,16,16,17,16,17,17,19,17,0.0
D,387,Maguire,4.5,4.5,Man Utd,4,14,21,24,25,25,27,26,25,26,27,26,0.0
M,388,Mainoo,4.5,4.5,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,389,Malacia,4.5,4.5,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,390,Martial,6.5,6.5,Man Utd,22,20,19,16,19,19,19,19,20,18,19,18,0.0
D,391,Martinez,5.0,5.0,Man Utd,86,83,80,77,75,74,73,74,74,71,71,74,0.02
M,392,McTominay,5.0,5.0,Man Utd,10,19,22,27,26,28,26,28,29,32,31,27,0.0
D,393,Mengi,4.0,4.0,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,394,Pellistri,4.5,4.5,Man Utd,4,5,5,3,4,4,5,5,5,5,5,5,0.0
D,395,R.Varane,5.0,5.0,Man Utd,86,80,77,72,72,72,70,71,70,71,72,71,0.0
M,396,Rashford,9.0,9.0,Man Utd,87,83,81,82,79,78,79,76,78,78,78,80,0.98
M,397,Sancho,7.0,7.0,Man Utd,42,45,48,49,49,46,47,47,45,46,47,47,0.0
D,398,Shaw,5.5,5.5,Man Utd,87,82,80,80,79,79,77,78,78,75,77,77,0.34
F,399,Shoretire,4.5,4.5,Man Utd,0,0,0,1,1,1,1,1,1,1,1,1,0.0
M,400,Van de Beek,5.0,5.0,Man Utd,6,10,12,14,14,16,16,16,16,16,18,17,0.0
D,401,Wan-Bissaka,4.5,4.5,Man Utd,26,31,31,31,33,33,34,36,37,36,35,33,0.0
M,402,Almirón,6.5,6.5,Newcastle,63,62,59,59,57,58,57,57,57,57,57,58,0.0
M,403,Anderson,4.5,4.5,Newcastle,7,12,14,13,12,9,8,10,9,9,10,10,0.0
D,404,Ashby,4.0,4.0,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,405,Botman,4.5,4.5,Newcastle,90,87,83,83,82,80,79,79,80,80,79,80,0.2
M,406,Bruno G.,6.0,6.0,Newcastle,90,85,85,84,81,80,80,79,79,78,76,76,0.0
D,407,Burn,4.5,4.5,Newcastle,84,81,80,76,78,77,77,75,75,74,76,75,0.0
G,408,Darlow,4.0,4.0,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,409,Dubravka,4.0,4.0,Newcastle,1,2,3,3,4,4,4,4,4,5,4,4,0.0
M,410,Fraser,5.0,5.0,Newcastle,2,3,5,5,6,5,5,5,5,6,6,5,0.0
G,411,Gillespie,4.0,4.0,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,412,Gordon,5.5,5.5,Newcastle,58,43,40,38,40,37,38,38,37,38,39,38,0.0
M,413,Hayden,4.5,4.5,Newcastle,0,1,2,2,1,2,0,1,1,1,2,1,0.0
M,414,Hendrick,4.5,4.5,Newcastle,0,0,1,2,2,1,1,1,1,2,2,2,0.0
F,415,Isak,7.6,7.6,Newcastle,68,67,67,64,64,63,63,63,64,62,61,64,0.0
M,416,Joelinton,6.0,6.0,Newcastle,76,73,71,70,68,67,66,66,65,65,66,65,0.0
D,417,Krafth,4.5,4.5,Newcastle,0,0,0,0,0,2,4,10,9,10,10,10,0.0
M,418,Kuol,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,419,Lascelles,4.0,4.0,Newcastle,6,10,13,13,13,13,13,12,14,13,13,13,0.0
D,420,J.Lewis,4.0,4.0,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,421,Longstaff,5.0,5.0,Newcastle,18,24,26,25,22,17,17,18,17,17,18,18,0.0
D,422,Manquillo,4.0,4.0,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,423,J.Murphy,5.0,5.0,Newcastle,19,21,22,22,23,22,23,23,22,22,22,22,0.0
G,424,Pope,5.5,5.5,Newcastle,94,93,92,92,91,91,91,91,91,90,91,91,0.0
M,425,Ritchie,4.5,4.5,Newcastle,1,3,6,7,7,8,7,7,8,7,8,7,0.0
M,426,Saint-Maximin,6.0,6.0,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,427,Schär,5.0,5.0,Newcastle,90,86,84,82,82,81,81,80,79,80,81,81,0.0
D,428,Targett,4.5,4.5,Newcastle,14,17,18,22,22,24,24,25,24,25,24,24,0.0
M,429,Tonali,5.5,5.5,Newcastle,78,79,79,76,76,75,73,71,72,71,71,71,0.0
D,430,Trippier,6.5,6.5,Newcastle,90,86,85,82,82,81,80,78,79,80,78,78,0.0
D,431,Watts,4.0,4.0,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,432,Willock,5.5,5.5,Newcastle,0,0,0,7,19,31,35,35,37,37,39,38,0.0
F,433,Wilson,8.0,8.0,Newcastle,58,58,56,55,53,54,55,53,54,55,54,52,0.0
M,434,B.Aguilera,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,435,Arter,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,436,Aurier,4.5,4.5,Nott'm Forest,77,77,75,69,69,71,69,69,70,67,67,66,0.0
F,437,Awoniyi,6.5,6.5,Nott'm Forest,61,70,67,65,64,62,62,64,62,61,59,62,0.0
D,438,Biancone,4.0,4.0,Nott'm Forest,3,3,5,5,6,7,8,7,9,8,8,9,0.0
D,439,Boly,4.5,4.5,Nott'm Forest,65,55,47,49,49,49,50,51,48,49,49,50,0.0
M,440,Bowler,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,441,Cook,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,442,Danilo,5.5,5.5,Nott'm Forest,69,68,67,65,64,62,60,61,60,62,62,63,0.0
F,443,Dennis,5.0,5.0,Nott'm Forest,0,1,1,2,2,2,2,3,2,3,4,3,0.0
D,444,Dräger,4.0,4.0,Nott'm Forest,0,1,1,1,1,2,2,2,2,2,2,2,0.0
D,445,Felipe,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,446,Freuler,5.0,5.0,Nott'm Forest,15,17,20,21,21,22,24,23,23,24,24,22,0.0
M,447,Gibbs-White,6.0,6.0,Nott'm Forest,85,84,81,78,79,78,78,75,77,73,73,74,0.0
G,448,Hennessey,4.0,4.0,Nott'm Forest,0,0,0,3,4,5,7,5,5,5,5,6,0.0
G,449,Horvath,4.5,4.5,Nott'm Forest,0,2,2,0,0,0,0,0,1,0,0,0,0.0
M,450,Johnson,6.0,6.0,Nott'm Forest,67,65,63,61,61,64,61,60,60,63,61,60,0.0
M,451,Kouyaté,5.0,5.0,Nott'm Forest,11,12,15,15,16,18,18,18,18,18,18,19,0.0
D,452,Laryea,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,453,Mangala,5.0,5.0,Nott'm Forest,62,58,54,53,54,52,52,53,51,50,50,53,0.0
D,454,Mbe Soh,4.0,4.0,Nott'm Forest,0,0,0,0,0,0,1,1,0,1,2,0,0.0
D,455,McKenna,4.5,4.5,Nott'm Forest,77,70,65,65,63,66,65,64,66,65,62,65,0.0
M,456,Mighten,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,457,Niakhaté,4.5,4.5,Nott'm Forest,42,62,80,77,78,75,77,76,78,75,75,76,0.0
M,458,O'Brien,5.0,5.0,Nott'm Forest,3,4,6,8,8,7,8,9,10,9,11,9,0.0
M,459,Ojeda,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,460,Panzo,4.0,4.0,Nott'm Forest,1,3,2,2,3,3,4,3,3,4,4,4,0.0
D,461,O.Richards,4.5,4.5,Nott'm Forest,7,11,11,12,11,12,14,14,13,16,13,14,0.0
M,462,G.Scarpa,4.5,4.5,Nott'm Forest,5,6,6,9,9,10,10,12,11,11,11,10,0.0
M,463,J.Shelvey,5.0,5.0,Nott'm Forest,0,0,0,0,0,1,1,2,2,2,2,1,0.0
F,464,Surridge,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0.01
D,465,Toffolo,4.5,4.5,Nott'm Forest,7,10,11,10,11,12,13,14,15,13,15,14,0.0
F,466,Ui-jo,4.5,4.5,Nott'm Forest,8,7,9,10,9,11,12,11,13,12,13,12,0.01
D,467,Williams,4.5,4.5,Nott'm Forest,25,23,25,29,29,27,30,30,28,30,32,30,0.0
F,468,Wood,5.0,5.0,Nott'm Forest,11,10,12,11,11,11,13,13,13,14,12,13,0.0
D,469,Worrall,4.5,4.5,Nott'm Forest,86,81,76,76,76,76,72,71,74,72,73,72,0.0
M,470,Yates,5.0,5.0,Nott'm Forest,61,57,60,59,60,58,59,58,57,58,58,57,0.0
D,471,Ahmedhodžić,4.5,4.5,Sheffield Utd,85,82,79,77,77,76,73,73,74,71,71,71,0.0
G,472,Amissah,4.0,4.0,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,473,Baldock,4.0,4.0,Sheffield Utd,83,78,70,69,69,66,67,66,64,65,64,62,0.4
D,474,Basham,4.0,4.0,Sheffield Utd,40,32,30,31,33,32,36,37,38,39,37,39,0.0
