Pos,fpl_id,Name,BV,SV,Team,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,Elite%
D,48,Konsa,4.5,4.5,Aston Villa,90,87,89,85,84,84,83,82,81,81,81,81,0.0
G,49,Martinez,4.9,4.9,Aston Villa,94,92,92,92,91,92,90,89,90,91,90,90,0.0
M,50,McGinn,5.5,5.5,Aston Villa,76,72,71,72,71,70,70,68,68,67,68,68,0.0
D,51,Mings,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,52,Nakamba,4.4,4.4,Luton,90,85,83,81,78,76,75,76,72,75,73,75,0.01
G,53,Olsen,4.0,4.0,Aston Villa,1,3,3,3,4,3,5,6,5,4,4,5,0.0
M,54,Philogene,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,55,J.Ramsey,5.9,5.9,Aston Villa,20,34,42,43,43,43,45,46,46,45,44,45,0.0
M,56,Sanson,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,58,Tielemans,5.8,5.8,Aston Villa,22,24,23,26,28,27,29,29,32,29,29,30,0.0
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,5,7,8,9,10,10,11,11,12,11,11,11,0.0
F,60,Watkins,7.9,7.9,Aston Villa,87,86,84,84,82,81,80,80,81,80,80,81,0.1
F,61,Wesley,5.0,5.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,62,Anthony,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,63,Billing,5.3,5.3,Bournemouth,85,81,77,79,77,79,76,76,76,75,72,72,0.0
M,64,Brooks,4.9,4.9,Bournemouth,28,29,31,30,31,31,31,32,31,30,33,32,0.0
M,65,Christie,5.0,5.0,Bournemouth,57,55,54,51,51,52,50,51,51,50,50,52,0.0
M,66,L.Cook,5.0,5.0,Bournemouth,69,66,61,62,62,60,59,58,59,59,58,58,0.0
M,67,Siriki,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,68,Fredericks,4.4,4.4,Bournemouth,2,5,8,12,12,13,14,15,15,14,13,14,0.0
D,69,Hill,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,70,Kelly,4.5,4.5,Bournemouth,82,79,77,77,78,76,75,75,74,74,75,72,0.0
M,71,Kilkenny,4.4,4.4,Bournemouth,1,2,4,3,4,5,5,5,5,6,6,5,0.0
M,72,Kluivert,4.8,4.8,Bournemouth,46,41,41,42,42,42,42,42,43,43,40,42,0.0
M,73,Lowe,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,74,Marcondes,4.4,4.4,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,75,Mepham,4.4,4.4,Bournemouth,12,14,15,17,19,18,20,22,22,21,22,24,0.0
F,76,Moore,4.8,4.8,Bournemouth,10,15,14,16,17,18,18,18,19,19,20,20,0.0
G,77,Neto,4.5,4.5,Bournemouth,94,93,91,91,91,91,90,91,90,90,90,88,0.0
M,78,O.Dango,4.8,4.8,Bournemouth,27,24,25,27,26,28,28,28,27,29,29,30,0.0
M,79,Pearson,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,80,Randolph,4.0,4.0,Bournemouth,0,1,2,2,2,2,2,2,3,3,2,4,0.0
M,81,Rothwell,4.9,4.9,Bournemouth,27,28,33,31,32,33,34,36,36,36,36,35,0.0
F,82,Semenyo,4.5,4.5,Bournemouth,14,13,16,16,16,19,19,20,20,21,21,21,0.01
D,83,Senesi,4.4,4.4,Bournemouth,46,48,52,49,49,50,52,50,52,53,52,53,0.0
D,84,Smith,4.4,4.4,Bournemouth,26,34,33,34,38,35,33,35,36,34,37,35,0.0
F,85,Solanke,6.5,6.5,Bournemouth,85,80,80,77,77,74,75,74,74,73,73,72,0.0
M,86,Tavernier,5.4,5.4,Bournemouth,40,38,38,39,39,39,37,39,39,39,40,37,0.0
M,87,Hamed Traorè,4.8,4.8,Bournemouth,27,26,27,26,27,27,29,26,29,29,30,30,0.0
G,88,Travers,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,89,Zabarnyi,4.5,4.5,Bournemouth,89,87,83,82,83,81,79,79,77,79,80,79,0.0
D,90,Ajer,4.5,4.5,Brentford,40,49,47,49,50,49,45,47,47,47,46,47,0.0
G,91,Balcombe,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,92,Baptiste,4.4,4.4,Brentford,0,0,0,0,0,0,0,0,7,11,16,24,0.0
D,93,Bech,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,94,Bidstrup,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,95,Canós,5.0,5.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,96,Collins,4.5,4.5,Brentford,68,58,60,65,66,66,68,64,65,65,65,64,0.0
G,97,Cox,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,98,Damsgaard,4.9,4.9,Brentford,23,41,47,46,47,48,47,47,45,46,44,41,0.0
M,99,Dasilva,4.8,4.8,Brentford,0,0,0,0,0,0,0,0,6,13,19,26,0.0
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,101,Flekken,4.5,4.5,Brentford,94,93,92,91,91,91,91,91,91,90,90,90,0.1
D,102,Goode,4.0,4.0,Brentford,3,1,2,2,3,4,4,4,3,4,4,3,0.0
D,103,Henry,4.6,4.6,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.06
D,104,Hickey,4.5,4.5,Brentford,85,82,77,76,72,72,73,73,72,74,74,75,0.0
M,105,Janelt,5.4,5.4,Brentford,78,74,73,72,73,71,69,69,68,67,66,67,0.0
M,106,Jensen,5.4,5.4,Brentford,73,71,68,67,66,67,66,66,64,64,63,63,0.0
M,107,Lewis-Potter,4.8,4.8,Brentford,27,18,19,19,22,23,23,23,23,23,22,21,0.0
M,108,Mbeumo,6.9,6.7,Brentford,87,83,81,79,78,76,75,75,73,74,75,75,0.84
D,109,Mee,4.9,4.9,Brentford,67,84,83,80,81,78,79,80,78,78,77,78,0.0
M,110,Nørgaard,5.5,5.5,Brentford,81,76,75,74,71,70,73,71,70,70,68,64,0.0
M,111,Onyeka,4.9,4.9,Brentford,37,32,34,35,35,34,38,38,35,31,30,26,0.0
D,112,Pinnock,4.5,4.5,Brentford,87,82,78,77,75,75,75,76,75,73,75,75,0.0
G,113,Raya,4.8,4.8,Arsenal,82,78,77,76,77,75,74,0,72,69,72,75,0.0
D,114,Roerslev,4.4,4.4,Brentford,35,32,35,36,36,37,37,37,38,34,36,35,0.0
M,115,Schade,5.4,5.4,Brentford,57,49,49,49,48,47,48,47,48,48,47,48,0.0
G,116,Strakosha,4.0,4.0,Brentford,0,2,3,4,4,4,4,4,4,5,5,5,0.0
F,117,Toney,7.9,7.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,118,Trevitt,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,119,Wissa,6.1,6.1,Brentford,77,65,64,62,61,62,61,61,60,60,61,62,0.01
M,120,Yarmolyuk,4.4,4.4,Brentford,3,2,2,2,3,3,3,3,3,2,2,2,0.0
D,121,Zanka,4.4,4.4,Brentford,9,5,7,9,9,11,10,11,12,12,10,8,0.0
M,122,Adingra,5.0,5.0,Brighton,8,7,8,9,12,11,13,13,11,13,13,13,0.0
M,123,Alzate,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,124,Ayari,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,125,Buonanotte,4.8,4.8,Brighton,6,7,7,8,10,10,10,10,12,13,13,12,0.0
M,126,Caicedo,4.9,4.9,Chelsea,67,78,74,74,72,72,73,73,70,73,72,68,0.0
F,127,Connolly,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,128,Dahoud,4.8,4.8,Brighton,49,49,46,49,47,45,47,48,47,47,47,46,0.0
D,129,Dunk,5.0,5.0,Brighton,45,68,85,87,86,85,85,85,86,85,85,85,0.01
M,130,Enciso,5.2,5.2,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,131,Estupiñan,5.3,5.1,Brighton,89,87,85,82,80,80,80,80,78,78,77,78,0.92
F,132,Ferguson,6.0,6.0,Brighton,64,60,58,57,58,54,56,55,55,55,54,54,0.0
M,133,Gilmour,4.9,4.9,Brighton,48,47,48,47,47,50,48,47,49,49,47,46,0.0
M,134,Gross,6.3,6.3,Brighton,81,80,80,79,78,78,77,77,76,75,75,76,0.0
F,135,João Pedro,5.4,5.4,Brighton,56,53,51,53,50,52,50,50,50,50,48,47,0.1
D,136,Karbownik,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,137,Kozłowski,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,138,Lallana,4.9,4.9,Brighton,18,19,22,20,23,23,23,24,23,22,25,25,0.0
D,139,Lamptey,3.9,3.9,Brighton,60,45,35,36,36,35,35,35,36,37,38,37,0.0
M,140,March,6.6,6.6,Brighton,67,78,73,73,71,70,70,69,71,71,68,69,0.0
G,141,McGill,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,142,Milner,4.9,4.9,Brighton,17,20,24,27,28,28,29,28,30,29,28,29,0.0
M,143,Mitoma,6.5,6.5,Brighton,79,73,69,65,65,67,65,67,67,64,65,64,0.05
M,144,Moder,4.4,4.4,Brighton,0,0,1,2,2,2,3,3,3,2,3,3,0.0
G,145,Sanchez,4.5,4.5,Chelsea,94,92,92,92,91,90,91,91,90,90,89,89,0.01
M,146,Sarmiento,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,147,Scherpen,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,148,Steele,4.4,4.4,Brighton,48,49,45,48,47,49,46,49,46,48,46,47,0.01
F,149,Undav,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,150,Van Hecke,4.0,4.0,Brighton,83,73,61,61,61,61,57,57,56,56,55,55,0.0
D,151,Veltman,4.4,4.4,Brighton,29,38,42,42,43,43,44,44,42,44,44,42,0.0
G,152,Verbruggen,4.4,4.4,Brighton,47,46,50,47,48,46,49,46,49,47,49,48,0.0
D,153,Webster,4.4,4.4,Brighton,6,12,23,24,25,26,28,27,28,29,29,30,0.0
F,154,Welbeck,5.8,5.8,Brighton,42,40,40,41,40,40,40,41,40,39,40,40,0.0
F,155,Zeqiri,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,156,Agyei,4.4,4.4,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,157,Al-Dakhil,4.0,4.0,Burnley,48,48,48,46,46,47,48,47,49,47,48,49,0.0
M,158,Bastien,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,159,Benson,5.3,5.3,Burnley,26,28,26,26,24,25,26,25,25,27,26,24,0.0
D,160,Beyer,4.0,4.0,Burnley,88,84,82,80,79,77,79,78,78,77,76,76,0.13
M,161,Brownhill,4.8,4.8,Burnley,46,46,44,42,43,47,46,45,45,45,46,47,0.0
M,162,Churlinov,4.4,4.4,Burnley,0,0,0,0,0,0,0,0,1,2,2,4,0.0
M,163,Cork,4.9,4.9,Burnley,14,14,17,18,18,16,18,21,19,21,22,20,0.0
M,164,Costelloe,4.5,4.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,165,Cullen,5.0,5.0,Burnley,80,79,75,74,74,74,69,69,70,68,68,69,0.0
D,166,Egan-Riley,3.9,3.9,Burnley,1,0,1,1,2,2,2,3,2,3,2,3,0.0
D,167,Ekdal,4.0,4.0,Burnley,8,21,28,33,34,33,34,36,35,35,36,34,0.0
F,168,Foster,5.0,5.0,Burnley,0,31,60,60,57,57,55,55,54,54,54,53,0.0
G,169,Franchi,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,170,Gudmundsson,4.9,4.9,Burnley,42,34,31,31,33,33,30,33,31,32,32,30,0.0
D,171,McNally,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,172,Muric,4.4,4.4,Burnley,2,3,4,4,4,4,4,5,8,7,8,9,0.0
D,173,O'Shea,4.5,4.5,Burnley,78,71,68,64,65,64,61,62,61,61,62,63,0.0
F,174,Obafemi,4.9,4.9,Burnley,0,0,0,1,5,9,12,10,11,11,12,13,0.0
G,175,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,176,Roberts,4.4,4.4,Burnley,80,79,78,77,76,76,75,74,73,73,73,72,0.0
F,177,Rodriguez,5.3,5.3,Burnley,26,21,16,15,14,15,16,16,15,15,15,17,0.0
D,178,Taylor,4.0,4.0,Burnley,33,31,32,35,32,33,34,33,35,35,37,35,0.0
D,179,Thomas,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,180,Twine,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,181,Vigouroux,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,182,Vitinho,4.4,4.4,Burnley,24,23,27,26,28,28,29,32,30,30,30,29,0.0
F,183,Weghorst,5.5,5.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,184,Zaroury,4.9,4.9,Burnley,50,50,45,47,45,45,44,42,42,42,42,44,0.0
D,185,Ampadu,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,186,Andrey,4.4,4.4,Nott'm Forest,8,8,6,7,8,8,9,10,11,10,10,11,0.0
G,187,Arrizabalaga,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,188,Aubameyang,6.5,6.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,189,Azpilicueta,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,190,Baba,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,191,B.Badiashile,4.4,4.4,Chelsea,18,44,60,61,60,57,61,63,60,60,61,60,0.0
G,192,Bettinelli,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,193,Broja,4.9,4.9,Chelsea,3,11,17,21,21,22,19,20,20,20,19,18,0.0
D,194,Chalobah,4.3,4.3,Chelsea,7,14,17,17,15,17,19,18,19,20,20,21,0.0
D,195,Chilwell,5.8,5.6,Chelsea,70,66,64,63,61,60,60,60,58,58,61,57,0.96
M,196,Chukwuemeka,4.4,4.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,197,Colwill,4.5,4.5,Chelsea,84,77,75,71,71,71,71,69,68,70,69,70,0.08
D,198,Cucurella,4.9,4.9,Chelsea,13,16,14,13,14,14,16,14,14,15,16,17,0.0
M,199,Enzo,5.0,5.0,Chelsea,86,83,81,80,79,77,76,74,73,74,73,72,0.01
F,200,D.D.Fofana,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,201,W.Fofana,4.4,4.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,202,Gallagher,5.4,5.4,Chelsea,63,58,57,57,56,55,55,55,53,55,55,54,0.0
D,203,Gusto,4.2,4.2,Chelsea,81,76,68,35,30,31,32,34,33,33,33,35,0.11
D,204,Hall,4.5,4.5,Newcastle,9,12,15,12,11,9,10,0,10,10,13,11,0.0
M,205,Hudson-Odoi,4.9,4.9,Nott'm Forest,44,43,40,40,42,39,41,40,39,41,42,42,0.0
D,206,James,5.3,5.3,Chelsea,0,0,10,58,65,65,61,62,62,61,62,59,0.01
F,207,Lukaku,6.8,6.8,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,208,Madueke,5.4,5.4,Chelsea,15,21,20,18,19,19,18,19,18,18,20,18,0.0
M,209,Mount,6.8,6.8,Man Utd,41,61,72,72,70,70,67,67,65,68,68,69,0.0
M,210,Mudryk,6.4,6.4,Chelsea,46,44,43,44,44,45,45,44,46,42,43,42,0.0
F,211,N.Jackson,7.0,7.0,Chelsea,82,66,67,67,64,64,68,67,69,70,69,68,0.79
F,212,Nkunku,7.3,7.3,Chelsea,0,0,0,0,0,0,0,0,0,0,0,16,0.0
M,213,Pulisic,5.5,5.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,214,M.Sarr,4.4,4.4,Chelsea,7,4,3,2,2,3,3,4,3,4,4,4,0.0
G,215,Slonina,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,216,Sterling,7.2,7.2,Chelsea,81,79,75,75,73,73,75,74,74,73,73,71,0.42
D,217,T.Silva,5.0,5.0,Chelsea,86,82,77,75,74,73,73,74,74,73,73,72,0.01
M,218,Ziyech,5.4,5.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,219,Ahamada,4.4,4.4,Crystal Palace,25,16,9,6,7,8,9,9,9,9,9,9,0.0
D,220,Andersen,4.6,4.6,Crystal Palace,91,87,83,82,83,81,80,80,78,78,78,78,0.0
M,221,J.Ayew,5.5,5.5,Crystal Palace,60,71,63,60,58,59,56,58,60,56,57,55,0.0
D,222,Clyne,4.4,4.4,Crystal Palace,15,18,15,18,19,20,23,22,21,23,22,23,0.0
M,223,C.Doucouré,5.0,5.0,Crystal Palace,90,87,83,81,79,78,78,79,76,77,75,75,0.0
M,224,Ebiowei,4.5,4.5,Crystal Palace,20,11,8,5,6,6,6,6,7,7,6,6,0.0
F,225,Edouard,5.6,5.6,Crystal Palace,70,65,66,60,60,60,60,60,59,57,60,61,0.0
M,226,Eze,6.3,6.3,Crystal Palace,88,84,78,77,78,77,74,76,74,74,75,75,0.04
G,227,Guaita,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,228,Guéhi,4.5,4.5,Crystal Palace,22,53,81,82,82,81,81,81,80,79,80,79,0.0
M,229,Hughes,4.9,4.9,Crystal Palace,60,45,35,32,33,34,35,33,33,36,34,34,0.0
G,230,Johnstone,4.5,4.5,Crystal Palace,86,73,62,48,49,46,49,47,45,46,47,48,0.09
M,231,Lerma,4.9,4.9,Crystal Palace,18,41,63,65,63,62,65,63,63,64,64,64,0.0
F,232,Mateta,4.9,4.9,Crystal Palace,31,29,22,21,23,22,23,22,22,24,25,23,0.0
G,233,Matthews,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,234,Mitchell,4.5,4.5,Crystal Palace,84,79,79,78,76,76,74,74,71,74,74,73,0.0
D,235,O'Brien,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,236,Olise,5.9,5.9,Crystal Palace,0,27,53,74,73,73,72,72,70,71,71,73,0.0
F,237,Plange,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,238,C.Richards,3.9,3.9,Crystal Palace,59,40,25,25,26,27,28,29,30,32,30,33,0.0
M,239,Riedewald,4.4,4.4,Crystal Palace,16,11,7,7,7,9,8,9,10,9,10,10,0.0
M,240,Schlupp,4.9,4.9,Crystal Palace,71,61,55,51,51,52,52,51,51,50,50,51,0.0
D,241,Tomkins,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,242,Ward,4.5,4.5,Crystal Palace,82,78,77,75,73,72,70,67,68,68,69,67,0.0
G,243,Whitworth,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,244,André Gomes,4.4,4.4,Everton,18,21,25,24,24,25,23,26,27,27,29,28,0.0
D,245,Branthwaite,4.0,4.0,Everton,78,76,75,72,73,70,71,68,70,67,69,67,0.0
F,246,Calvert-Lewin,5.8,5.8,Everton,45,51,56,55,53,52,52,52,51,52,53,52,0.0
D,247,Coleman,4.4,4.4,Everton,0,0,0,2,8,14,16,17,15,18,17,17,0.0
M,248,Dele,4.9,4.9,Everton,0,1,8,19,19,20,19,19,22,22,20,22,0.0
M,249,A.Doucoure,5.5,5.5,Everton,88,83,81,79,79,78,80,79,77,76,75,74,0.0
M,250,Garner,4.9,4.9,Everton,43,47,47,49,48,48,50,49,51,52,53,51,0.0
M,251,Gbamin,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,252,Godfrey,4.4,4.4,Everton,18,21,23,25,24,26,28,29,29,29,30,27,0.0
M,253,Gray,5.3,5.3,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,254,Gana,4.9,4.9,Everton,77,75,74,74,72,72,74,72,68,68,68,67,0.0
D,255,Holgate,4.0,4.0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,256,Iwobi,5.4,5.4,Fulham,24,35,38,39,39,39,40,40,40,39,43,42,0.0
D,257,Keane,4.4,4.4,Everton,12,15,17,20,20,22,20,23,21,23,23,25,0.0
F,258,Maupay,4.9,4.9,Brentford,0,37,38,38,39,40,39,40,40,41,40,41,0.0
M,259,McNeil,5.4,5.4,Everton,83,81,80,79,77,77,77,76,76,75,76,77,0.0
D,260,Mykolenko,4.3,4.3,Everton,44,45,43,43,46,43,43,45,44,44,44,46,0.0
M,261,Onana,4.9,4.9,Everton,66,63,63,59,62,61,60,61,58,59,60,61,0.0
D,262,Patterson,4.5,4.5,Everton,76,76,74,72,68,66,64,63,63,62,62,64,0.0
G,263,Pickford,4.4,4.4,Everton,94,93,92,92,91,91,91,90,91,91,91,91,0.57
F,264,Simms,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.02
D,265,Tarkowski,4.4,4.4,Everton,92,89,89,87,86,87,86,84,84,84,83,84,0.01
G,266,J.Virginia,3.9,3.9,Everton,1,2,3,3,4,4,4,5,4,4,4,4,0.0
M,267,Andreas,5.5,5.5,Fulham,83,79,78,77,77,77,76,77,76,76,74,74,0.0
