Pos,fpl_id,Name,BV,SV,Team,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,18_xMins,19_xMins,20_xMins,21_xMins,Elite%
G,18,Rúnarsson,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,19,Saka,8.5,8.5,Arsenal,86,84,81,79,79,78,78,76,77,78,77,76,0.17
D,20,Saliba,5.2,5.1,Arsenal,90,87,86,84,83,81,80,82,81,80,79,81,0.11
M,21,Sambi,4.9,4.9,Luton,0,0,0,10,33,0,50,55,56,57,57,55,0.0
M,22,Smith Rowe,5.3,5.3,Arsenal,2,4,5,7,8,9,9,11,11,10,11,10,0.0
D,23,Tavares,4.0,4.0,Nott'm Forest,6,24,30,28,29,25,27,25,25,26,26,23,0.0
D,24,Tierney,4.4,4.4,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,25,Tomiyasu,4.5,4.5,Arsenal,36,42,43,47,47,48,49,47,50,47,48,49,0.0
M,26,Trossard,6.5,6.5,Arsenal,20,23,25,27,27,27,29,28,29,30,30,30,0.0
D,27,Trusty,3.9,3.9,Sheffield Utd,92,87,85,84,84,83,83,82,81,79,77,76,0.0
G,28,Turner,4.1,4.0,Nott'm Forest,63,48,48,49,49,47,48,47,48,45,48,46,0.8
D,29,White,5.6,5.6,Arsenal,84,80,79,77,75,73,73,74,73,70,71,74,0.0
M,30,Xhaka,6.0,6.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,31,Zinchenko,4.9,4.9,Arsenal,71,65,66,64,63,64,63,62,61,62,59,62,0.06
D,32,Alex Moreno,5.0,5.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,33,Archer,4.5,4.5,Sheffield Utd,76,73,71,71,68,66,68,66,66,64,64,65,0.67
M,34,Bailey,5.5,5.5,Aston Villa,49,48,48,51,50,46,49,45,44,44,44,45,0.0
M,35,Buendia,5.7,5.7,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,36,Cash,5.1,5.1,Aston Villa,85,81,80,78,76,75,74,73,72,72,71,76,0.74
D,37,Chambers,3.9,3.9,Aston Villa,6,12,13,14,17,15,16,17,17,16,17,15,0.0
M,38,Coutinho,5.8,5.8,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,39,Davis,4.9,4.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,40,Dendoncker,4.9,4.9,Aston Villa,13,21,24,25,24,24,21,24,24,22,22,21,0.0
D,41,Diego Carlos,4.4,4.4,Aston Villa,40,45,45,46,47,47,46,48,49,49,48,47,0.0
D,42,Digne,4.7,4.7,Aston Villa,86,72,70,74,71,74,74,74,73,75,76,77,0.01
M,43,Douglas Luiz,5.5,5.5,Aston Villa,79,67,64,67,67,69,70,70,69,71,72,73,0.0
F,44,Duran,5.0,5.0,Aston Villa,10,12,14,15,16,15,15,15,15,13,15,15,0.0
D,45,Hause,4.0,4.0,Aston Villa,0,0,2,2,2,3,2,3,3,3,3,2,0.0
M,46,Iroegbunam,4.4,4.4,Aston Villa,0,1,3,4,4,4,3,3,4,3,3,3,0.0
M,47,Kamara,5.0,5.0,Aston Villa,77,76,73,71,70,70,69,68,67,68,68,69,0.0
D,48,Konsa,4.5,4.5,Aston Villa,76,78,77,75,75,73,75,74,75,75,74,72,0.0
G,49,Martinez,4.9,4.9,Aston Villa,93,93,93,91,91,91,89,90,90,89,89,91,0.0
M,50,McGinn,5.5,5.5,Aston Villa,79,79,76,79,77,73,72,72,73,72,70,75,0.0
D,51,Mings,4.2,4.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,52,Nakamba,4.4,4.4,Luton,90,87,80,75,73,75,74,74,74,77,74,78,0.02
G,53,Olsen,4.0,4.0,Aston Villa,2,2,2,4,4,5,6,5,5,6,6,4,0.0
M,54,Philogene,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,55,J.Ramsey,5.9,5.9,Aston Villa,0,0,0,0,11,18,29,49,52,51,51,54,0.0
M,56,Sanson,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,58,Tielemans,5.7,5.7,Aston Villa,27,31,33,38,36,36,33,32,33,32,31,33,0.0
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,17,17,20,22,21,20,19,17,16,15,17,18,0.0
F,60,Watkins,8.3,8.3,Aston Villa,89,88,85,85,84,83,83,83,82,83,81,82,0.4
F,61,Wesley,5.0,5.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,62,Anthony,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,63,Billing,5.2,5.2,Bournemouth,82,80,76,75,74,74,75,73,72,72,71,71,0.0
M,64,Brooks,4.9,4.9,Bournemouth,24,26,27,27,29,28,29,29,29,29,29,30,0.0
M,65,Christie,5.0,5.0,Bournemouth,72,70,63,62,61,61,61,61,60,60,60,61,0.0
M,66,L.Cook,5.0,5.0,Bournemouth,0,0,67,66,66,63,63,63,62,64,62,63,0.0
M,67,Siriki,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,68,Fredericks,4.4,4.4,Bournemouth,11,10,12,14,14,15,14,16,16,15,14,16,0.0
D,69,Hill,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,70,Kelly,4.5,4.5,Bournemouth,88,85,83,80,79,79,78,78,76,77,75,78,0.0
M,71,Kilkenny,4.4,4.4,Bournemouth,11,14,3,4,4,5,6,5,5,6,5,6,0.0
M,72,Kluivert,4.7,4.7,Bournemouth,30,33,31,32,32,32,32,34,34,34,33,32,0.0
M,73,Lowe,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,74,Marcondes,4.4,4.4,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,75,Mepham,4.3,4.3,Bournemouth,8,9,14,15,14,18,17,18,20,23,19,18,0.0
F,76,Moore,4.7,4.7,Bournemouth,2,3,5,4,5,6,6,7,5,8,7,7,0.0
G,77,Neto,4.5,4.5,Bournemouth,94,93,91,89,88,87,86,85,88,87,89,93,0.0
M,78,O.Dango,4.8,4.8,Bournemouth,23,26,26,27,27,27,27,26,27,27,27,29,0.0
M,79,Pearson,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,80,Randolph,4.0,4.0,Bournemouth,0,0,2,4,4,4,5,4,3,4,3,1,0.0
M,81,Rothwell,4.9,4.9,Bournemouth,70,65,26,27,29,29,29,30,30,30,32,29,0.0
F,82,Semenyo,4.5,4.5,Bournemouth,9,15,16,17,18,18,21,20,22,21,23,21,0.0
D,83,Senesi,4.4,4.4,Bournemouth,24,30,34,36,36,39,38,37,41,39,39,39,0.0
D,84,Smith,4.4,4.4,Bournemouth,24,27,25,26,29,28,30,30,30,32,32,30,0.0
F,85,Solanke,6.4,6.4,Bournemouth,88,83,81,82,80,79,79,75,77,75,75,75,0.06
M,86,Tavernier,5.4,5.4,Bournemouth,62,58,57,56,55,56,54,55,56,56,55,54,0.0
M,87,Hamed Traorè,4.8,4.8,Bournemouth,9,12,10,12,13,13,13,15,13,14,16,14,0.0
G,88,Travers,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,89,Zabarnyi,4.5,4.5,Bournemouth,90,86,83,82,79,79,79,77,77,74,77,80,0.0
D,90,Ajer,4.5,4.5,Brentford,56,51,49,52,49,49,48,47,0,48,46,47,0.0
G,91,Balcombe,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,92,Baptiste,4.3,4.3,Brentford,0,0,0,0,8,14,19,26,0,28,30,27,0.0
D,93,Bech,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,94,Bidstrup,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,95,Canós,5.0,5.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,96,Collins,4.5,4.5,Brentford,66,56,56,56,57,58,57,57,0,56,57,58,0.0
G,97,Cox,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,98,Damsgaard,4.9,4.9,Brentford,0,0,0,11,30,38,50,55,0,53,54,54,0.0
M,99,Dasilva,4.7,4.7,Brentford,0,0,0,0,9,15,21,33,0,35,35,33,0.0
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,101,Flekken,4.5,4.5,Brentford,94,93,91,91,90,91,90,90,0,91,90,91,0.1
D,102,Goode,3.9,3.9,Brentford,1,2,3,4,3,3,4,3,0,4,4,4,0.0
D,103,Henry,4.4,4.4,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,104,Hickey,4.5,4.5,Brentford,86,82,81,80,78,79,78,78,0,77,76,76,0.0
M,105,Janelt,5.4,5.4,Brentford,75,72,71,70,68,66,62,63,0,63,61,64,0.0
M,106,Jensen,5.5,5.5,Brentford,73,71,69,68,66,65,61,62,0,61,61,62,0.0
M,107,Lewis-Potter,4.8,4.8,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,108,Mbeumo,6.7,6.6,Brentford,90,88,84,85,80,81,80,80,0,81,81,79,0.64
D,109,Mee,4.8,4.8,Brentford,58,80,80,78,78,77,77,78,0,75,75,75,0.0
M,110,Nørgaard,5.5,5.5,Brentford,87,85,83,81,77,74,72,71,0,70,71,73,0.0
M,111,Onyeka,4.9,4.9,Brentford,43,45,45,43,39,36,34,29,0,31,31,28,0.0
D,112,Pinnock,4.5,4.5,Brentford,83,76,76,75,74,71,74,74,0,74,73,71,0.0
G,113,Raya,4.8,4.8,Arsenal,89,87,84,0,85,84,80,80,79,80,80,82,0.03
D,114,Roerslev,4.4,4.4,Brentford,41,42,44,41,42,40,40,40,0,41,39,41,0.0
M,115,Schade,5.3,5.3,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,116,Strakosha,3.9,3.9,Brentford,1,2,4,4,4,4,5,5,0,4,5,4,0.04
F,117,Toney,7.9,7.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,118,Trevitt,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,119,Wissa,5.9,5.9,Brentford,73,73,71,71,72,72,71,70,0,69,70,70,0.0
M,120,Yarmolyuk,4.4,4.4,Brentford,8,11,14,13,11,8,8,6,0,6,7,6,0.0
D,121,Zanka,4.4,4.4,Brentford,7,6,8,10,10,11,9,7,0,10,9,9,0.0
M,122,Adingra,5.0,5.0,Brighton,47,44,35,35,36,34,36,36,35,36,36,32,0.0
M,123,Alzate,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,124,Ayari,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,125,Buonanotte,4.8,4.8,Brighton,9,11,10,10,11,12,11,12,12,12,12,10,0.0
M,126,Caicedo,4.7,4.7,Chelsea,82,80,78,77,77,76,74,73,72,71,70,72,0.0
F,127,Connolly,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,128,Dahoud,4.8,4.8,Brighton,19,21,22,21,22,22,23,24,24,24,23,24,0.0
D,129,Dunk,5.0,5.0,Brighton,91,88,89,87,85,84,83,83,84,83,82,84,0.0
M,130,Enciso,5.1,5.1,Brighton,0,0,0,0,0,0,0,0,0,0,3,25,0.0
D,131,Estupiñan,5.0,5.0,Brighton,0,14,45,80,77,77,76,77,75,76,74,76,0.07
F,132,Ferguson,6.0,6.0,Brighton,62,57,54,53,54,53,55,53,51,52,53,50,0.0
M,133,Gilmour,4.9,4.9,Brighton,45,48,44,45,46,47,43,44,46,42,45,43,0.0
M,134,Gross,6.3,6.3,Brighton,84,81,81,81,80,78,79,75,76,76,75,75,0.0
F,135,João Pedro,5.3,5.3,Brighton,52,51,47,50,47,49,48,47,48,46,46,43,0.02
D,136,Karbownik,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,137,Kozłowski,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,138,Lallana,4.9,4.9,Brighton,25,25,26,24,24,26,27,27,26,27,27,23,0.0
D,139,Lamptey,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.08
M,140,March,6.3,6.3,Brighton,28,48,69,64,63,63,62,63,62,63,63,62,0.0
G,141,McGill,3.9,3.9,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,142,Milner,4.8,4.8,Brighton,44,43,41,38,38,36,38,38,37,37,37,39,0.0
M,143,Mitoma,6.5,6.5,Brighton,81,77,73,69,70,70,68,65,67,68,65,67,0.02
M,144,Moder,4.4,4.4,Brighton,0,1,3,2,3,3,4,4,5,4,4,4,0.0
G,145,Sanchez,4.6,4.6,Chelsea,94,93,92,92,91,90,89,90,90,90,92,91,0.01
M,146,Sarmiento,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,147,Scherpen,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,148,Steele,4.3,4.3,Brighton,48,50,45,47,46,47,47,48,46,47,49,50,0.0
F,149,Undav,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,150,Van Hecke,4.0,4.0,Brighton,48,45,38,38,37,37,38,39,38,40,40,38,0.0
D,151,Veltman,4.4,4.4,Brighton,47,48,47,44,45,44,45,43,46,44,45,42,0.0
G,152,Verbruggen,4.4,4.4,Brighton,47,45,50,48,49,48,48,47,48,48,46,45,0.0
D,153,Webster,4.3,4.3,Brighton,45,43,38,35,36,37,39,38,37,39,38,36,0.0
F,154,Welbeck,5.8,5.8,Brighton,37,45,43,41,42,42,40,42,43,42,44,41,0.0
F,155,Zeqiri,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,156,Agyei,4.4,4.4,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,157,Al-Dakhil,4.0,4.0,Burnley,80,69,64,60,60,61,60,58,60,58,58,57,0.0
M,158,Bastien,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,159,Benson,5.2,5.2,Burnley,10,19,21,21,19,20,20,22,21,21,22,22,0.0
D,160,Beyer,4.0,4.0,Burnley,7,34,61,79,75,74,73,72,72,73,73,77,0.07
M,161,Brownhill,4.8,4.8,Burnley,48,53,53,49,50,50,50,50,49,49,52,50,0.0
M,162,Churlinov,4.4,4.4,Burnley,0,0,0,2,2,2,3,2,4,2,4,3,0.0
M,163,Cork,4.8,4.8,Burnley,9,13,14,13,14,13,14,14,16,15,14,14,0.0
M,164,Costelloe,4.5,4.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,165,Cullen,5.0,5.0,Burnley,86,65,68,71,74,74,72,74,73,74,76,75,0.0
D,166,Egan-Riley,3.9,3.9,Burnley,3,0,0,0,2,1,1,2,1,2,0,1,0.0
D,167,Ekdal,3.9,3.9,Burnley,15,12,9,8,10,11,12,15,13,12,14,14,0.0
F,168,Foster,5.0,5.0,Burnley,72,72,72,70,67,66,65,64,63,64,63,65,0.0
G,169,Franchi,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,170,Gudmundsson,4.8,4.8,Burnley,9,13,17,17,17,17,17,16,18,17,16,18,0.0
D,171,McNally,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,172,Muric,4.3,4.3,Burnley,1,2,3,3,4,6,6,5,6,6,6,7,0.0
D,173,O'Shea,4.4,4.4,Burnley,58,46,35,30,31,32,34,35,34,35,36,34,0.0
F,174,Obafemi,4.9,4.9,Burnley,0,0,0,0,2,2,4,7,8,6,8,6,0.0
G,175,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,176,Roberts,4.4,4.4,Burnley,0,76,70,70,68,67,66,67,65,64,67,68,0.0
F,177,Rodriguez,5.3,5.3,Burnley,3,4,4,4,5,5,4,5,7,6,7,5,0.0
D,178,Taylor,3.9,3.9,Burnley,90,87,84,81,79,80,77,74,76,75,76,76,0.25
D,179,Thomas,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,180,Twine,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,181,Vigouroux,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,182,Vitinho,4.4,4.4,Burnley,76,26,28,30,29,31,33,32,33,37,32,30,0.0
F,183,Weghorst,5.5,5.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,184,Zaroury,4.8,4.8,Burnley,5,5,7,7,7,8,7,8,10,9,8,10,0.0
D,185,Ampadu,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,186,Andrey,4.4,4.4,Nott'm Forest,4,2,2,3,2,2,2,3,3,3,2,2,0.0
G,187,Arrizabalaga,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,188,Aubameyang,6.5,6.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,189,Azpilicueta,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,190,Baba,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,191,B.Badiashile,4.4,4.4,Chelsea,40,40,40,41,41,41,40,37,40,40,36,40,0.0
G,192,Bettinelli,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,193,Broja,4.9,4.9,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,194,Chalobah,4.3,4.3,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,195,Chilwell,5.4,5.4,Chelsea,0,0,0,0,15,25,31,48,48,46,47,50,0.01
M,196,Chukwuemeka,4.3,4.3,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.06
D,197,Colwill,4.6,4.6,Chelsea,85,81,78,77,75,74,73,70,71,69,69,69,0.06
D,198,Cucurella,4.8,4.8,Chelsea,32,39,38,38,34,32,31,24,26,24,25,24,0.0
M,199,Enzo,4.9,4.9,Chelsea,88,86,79,76,74,74,72,74,74,72,75,81,0.01
F,200,D.D.Fofana,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,201,W.Fofana,4.4,4.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,202,Gallagher,5.4,5.4,Chelsea,68,66,65,63,63,63,63,62,61,58,59,56,0.0
D,203,Gusto,4.2,4.2,Chelsea,42,32,35,33,34,34,35,36,35,37,35,36,0.03
D,204,Hall,4.4,4.4,Newcastle,8,10,10,0,10,10,11,13,12,12,13,10,0.0
M,205,Hudson-Odoi,4.9,4.9,Nott'm Forest,0,0,0,0,9,14,21,36,42,42,40,39,0.0
D,206,James,5.3,5.3,Chelsea,57,65,62,63,61,60,60,57,58,56,57,57,0.0
F,207,Lukaku,6.8,6.8,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,208,Madueke,5.3,5.3,Chelsea,20,22,23,25,25,25,23,23,20,19,17,16,0.0
M,209,Mount,6.8,6.8,Man Utd,72,68,68,64,64,65,64,62,63,62,62,62,0.0
M,210,Mudryk,6.3,6.3,Chelsea,54,53,54,54,54,53,54,52,47,45,46,40,0.0
F,211,N.Jackson,6.9,6.9,Chelsea,61,61,61,60,58,60,61,57,53,51,46,47,0.01
F,212,Nkunku,7.3,7.3,Chelsea,0,0,0,0,0,0,0,16,39,49,64,67,0.0
M,213,Pulisic,5.5,5.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,214,M.Sarr,4.4,4.4,Chelsea,0,2,3,3,4,4,4,3,3,4,3,3,0.0
G,215,Slonina,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,216,Sterling,7.0,7.0,Chelsea,76,74,74,73,70,70,69,68,68,69,67,65,0.08
D,217,T.Silva,5.0,5.0,Chelsea,88,84,83,81,79,77,78,77,76,75,76,77,0.0
M,218,Ziyech,5.4,5.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,219,Ahamada,4.3,4.3,Crystal Palace,29,22,18,14,13,12,11,9,10,10,11,10,0.0
D,220,Andersen,4.9,4.9,Crystal Palace,89,86,84,82,80,81,80,79,79,80,78,80,0.03
M,221,J.Ayew,5.4,5.4,Crystal Palace,82,77,74,71,66,65,63,60,62,60,60,62,0.0
D,222,Clyne,4.4,4.4,Crystal Palace,13,15,20,20,23,25,23,25,25,23,22,22,0.0
M,223,C.Doucouré,5.0,5.0,Crystal Palace,88,85,84,82,81,76,75,75,74,74,71,76,0.0
M,224,Ebiowei,4.5,4.5,Crystal Palace,8,6,5,3,3,3,3,3,3,3,3,3,0.0
F,225,Edouard,5.5,5.5,Crystal Palace,73,70,68,67,66,65,64,63,62,61,64,64,0.0
M,226,Eze,6.1,6.1,Crystal Palace,0,0,0,0,21,33,47,70,72,73,74,73,0.01
G,227,Guaita,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,228,Guéhi,4.5,4.5,Crystal Palace,89,86,83,83,82,82,80,81,81,81,81,81,0.05
M,229,Hughes,4.9,4.9,Crystal Palace,61,55,50,45,41,42,40,35,33,34,35,36,0.0
G,230,Johnstone,4.5,4.5,Crystal Palace,94,92,85,74,70,69,70,69,69,70,69,67,0.05
M,231,Lerma,4.7,4.7,Crystal Palace,84,79,76,72,67,66,67,63,64,65,63,61,0.0
F,232,Mateta,4.9,4.9,Crystal Palace,50,44,39,33,34,34,34,33,32,33,31,32,0.0
G,233,Matthews,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,234,Mitchell,4.5,4.5,Crystal Palace,87,84,82,81,78,79,77,75,74,74,73,76,0.01
D,235,O'Brien,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,236,Olise,5.8,5.8,Crystal Palace,2,37,61,73,74,72,69,70,69,69,68,68,0.0
F,237,Plange,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,238,C.Richards,3.9,3.9,Crystal Palace,12,18,21,23,23,25,25,25,26,25,28,24,0.0
M,239,Riedewald,4.4,4.4,Crystal Palace,11,12,11,10,10,9,11,10,10,9,11,9,0.0
M,240,Schlupp,4.9,4.9,Crystal Palace,0,12,31,55,53,53,51,49,47,47,48,46,0.0
D,241,Tomkins,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,242,Ward,4.5,4.5,Crystal Palace,82,79,73,73,71,68,69,67,67,70,69,72,0.0
G,243,Whitworth,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,244,André Gomes,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,245,Branthwaite,4.0,4.0,Everton,85,80,78,76,73,70,71,71,70,69,68,72,0.02
F,246,Calvert-Lewin,5.8,5.8,Everton,65,63,57,56,57,55,54,54,57,55,56,55,0.0
D,247,Coleman,4.4,4.4,Everton,4,8,15,18,21,20,20,23,23,23,23,21,0.0
M,248,Dele,4.8,4.8,Everton,8,13,14,16,16,18,18,19,20,20,20,18,0.0
M,249,A.Doucoure,5.5,5.5,Everton,88,84,83,81,82,81,80,78,79,77,76,78,0.0
M,250,Garner,4.9,4.9,Everton,69,68,72,69,72,69,68,68,69,69,70,70,0.0
M,251,Gbamin,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,252,Godfrey,4.3,4.3,Everton,18,14,14,17,18,21,20,21,23,23,24,21,0.0
M,253,Gray,5.3,5.3,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,254,Gana,4.8,4.8,Everton,56,55,55,57,55,55,56,55,56,57,56,58,0.0
D,255,Holgate,4.0,4.0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,256,Iwobi,5.4,5.4,Fulham,47,47,48,47,47,48,49,48,48,48,48,48,0.0
D,257,Keane,4.3,4.3,Everton,11,14,17,18,22,23,21,22,24,24,25,22,0.0
F,258,Maupay,4.9,4.9,Brentford,54,55,56,56,52,51,48,47,0,46,46,48,0.0
M,259,McNeil,5.4,5.4,Everton,77,76,77,75,73,73,73,72,71,72,72,72,0.0
D,260,Mykolenko,4.3,4.3,Everton,87,72,73,75,69,71,69,70,68,70,69,68,0.0
M,261,Onana,4.8,4.8,Everton,67,68,66,67,65,66,67,69,65,66,66,65,0.0
D,262,Patterson,4.4,4.4,Everton,83,31,27,26,30,31,35,33,32,32,33,30,0.0
G,263,Pickford,4.4,4.4,Everton,94,92,92,91,91,91,91,91,91,90,90,91,0.31
F,264,Simms,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.01
D,265,Tarkowski,4.5,4.5,Everton,92,89,88,86,86,85,86,85,84,82,83,85,0.01
G,266,J.Virginia,3.9,3.9,Everton,0,3,3,4,4,4,4,4,4,5,5,4,0.0
M,267,Andreas,5.5,5.5,Fulham,75,73,73,72,72,70,69,68,68,68,67,69,0.0
