,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,Total_Pts
0,1280,Erling Haaland,MCI,FOR,12.0,0.0,9.31,0.0,7.17,0.0,0.0,9.01,0.0,8.64,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.0,10.0,0.0,0.0,6.08,58.04
1,351,Mohamed Salah,LIV,MID,11.5,0.0,8.47,0.0,7.69,0.0,6.27,0.0,0.0,0.0,6.88,0.0,0.0,5.78,0.0,6.34,0.0,0.0,0.0,0.0,6.09,0.0,47.519999999999996
2,645,Ollie Watkins,AVL,FOR,9.3,0.0,6.35,0.0,4.34,0.0,5.32,0.0,0.0,0.0,5.14,0.0,7.7,0.0,0.0,4.76,0.0,0.0,6.42,0.0,0.0,0.0,40.03
3,1175,Kieran Trippier,NEW,DEF,9.1,6.28,0.0,0.0,0.0,5.74,0.0,3.41,0.0,6.32,0.0,0.0,0.0,6.08,0.0,7.35,0.0,0.0,0.0,0.0,3.15,0.0,38.33
4,525,Son Heung-min,TOT,MID,9.7,0.0,4.14,0.0,0.0,7.4,0.0,5.77,6.53,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,5.55,0.0,7.83,0.0,0.0,44.279999999999994
5,21,Bukayo Saka,ARS,MID,10.4,6.25,0.0,5.09,0.0,0.0,4.11,0.0,0.0,0.0,4.92,0.0,0.0,3.96,0.0,0.0,0.0,5.33,0.0,4.48,0.0,0.0,34.14
6,13,William Saliba,ARS,DEF,9.0,7.03,0.0,6.05,0.0,0.0,4.32,0.0,0.0,0.0,5.01,0.0,0.0,2.89,0.0,0.0,0.0,5.92,0.0,4.89,0.0,0.0,36.11
7,400,Kyle Walker,MCI,DEF,8.6,0.0,3.41,0.0,3.81,0.0,0.0,5.37,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,4.91,0.0,0.0,2.91,30.47
8,610,Jarrod Bowen,WHU,MID,8.8,0.0,4.82,0.0,0.0,4.0,0.0,4.22,0.0,0.0,5.0,0.0,0.0,4.49,0.0,0.0,0.0,3.23,0.0,0.0,0.0,4.35,30.11
9,1275,Darwin Núñez,LIV,FOR,9.4,0.0,6.91,0.0,6.31,0.0,5.15,0.0,0.0,0.0,5.83,0.0,0.0,4.88,0.0,5.21,0.0,0.0,0.0,0.0,5.1,0.0,39.38999999999999
10,373,Ederson,MCI,GK,7.8,0.0,5.09,0.0,5.21,0.0,0.0,6.67,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0,6.55,0.0,0.0,3.98,40.629999999999995
11,1320,Julián Álvarez,MCI,FOR,8.6,0.0,4.77,0.0,3.88,0.0,0.0,4.73,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,4.54,0.0,0.0,2.87,29.33
12,121,Nick Pope,NEW,GK,7.6,5.18,0.0,0.0,0.0,5.64,0.0,4.39,0.0,5.54,0.0,0.0,0.0,5.08,0.0,6.01,0.0,0.0,0.0,0.0,3.92,0.0,35.76
13,417,Marcus Rashford,MUN,MID,10.9,4.27,0.0,0.0,5.72,0.0,6.85,0.0,0.0,0.0,4.25,0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.05,0.0,0.0,0.0,36.65999999999999
14,895,Bryan Mbeumo,BRE,MID,8.3,7.4,0.0,0.0,5.1,0.0,5.86,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,6.64,0.0,4.73,0.0,0.0,2.57,37.949999999999996
15,337,Trent Alexander-Arnold,LIV,DEF,10.0,0.0,6.49,0.0,6.75,0.0,6.37,0.0,0.0,0.0,4.74,0.0,0.0,3.32,0.0,5.13,0.0,0.0,0.0,0.0,3.85,0.0,36.650000000000006
16,398,Rodri,MCI,MID,9.4,0.0,5.72,0.0,4.58,0.0,0.0,5.68,0.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,5.86,0.0,0.0,3.87,37.04
17,598,Declan Rice,ARS,MID,8.1,4.94,0.0,4.41,0.0,0.0,3.19,0.0,0.0,0.0,3.97,0.0,0.0,2.76,0.0,0.0,0.0,4.58,0.0,3.43,0.0,0.0,27.28
18,710,Rúben Dias,MCI,DEF,9.7,0.0,4.99,0.0,5.2,0.0,0.0,6.79,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,6.56,0.0,0.0,4.05,40.46
19,1435,Alexander Isak,NEW,FOR,9.0,6.75,0.0,0.0,0.0,5.55,0.0,4.64,0.0,6.27,0.0,0.0,0.0,4.69,0.0,6.09,0.0,0.0,0.0,0.0,3.97,0.0,37.96
20,810,Martin Ødegaard,ARS,MID,10.3,5.48,0.0,4.42,0.0,0.0,3.66,0.0,0.0,0.0,4.46,0.0,0.0,3.52,0.0,0.0,0.0,4.99,0.0,4.04,0.0,0.0,30.57
21,719,Joachim Andersen,CRY,DEF,7.8,0.0,4.82,0.0,4.95,0.0,2.38,0.0,0.0,1.19,0.0,3.16,0.0,0.0,0.0,0.0,2.53,0.0,3.23,0.0,0.0,0.0,22.26
22,347,Alisson,LIV,GK,8.0,0.0,4.45,0.0,5.72,0.0,6.27,0.0,0.0,0.0,5.09,0.0,0.0,4.38,0.0,5.43,0.0,0.0,0.0,0.0,4.86,0.0,36.199999999999996
23,35,Matty Cash,AVL,DEF,7.7,0.0,4.42,0.0,2.24,0.0,2.95,0.0,0.0,0.0,2.82,0.0,5.09,0.0,0.0,2.51,0.0,0.0,4.41,0.0,0.0,0.0,24.44
24,100,Lewis Dunk,BHA,DEF,8.3,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,2.89,5.47,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,5.43,20.48
25,412,Bruno Fernandes,MUN,MID,10.7,4.69,0.0,0.0,5.01,0.0,6.35,0.0,0.0,0.0,4.13,0.0,0.0,5.82,0.0,5.04,0.0,0.0,5.42,0.0,0.0,0.0,36.459999999999994
26,3421,Guglielmo Vicario,TOT,GK,7.0,0.0,3.14,0.0,0.0,5.28,0.0,4.05,5.38,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,4.45,0.0,5.5,0.0,0.0,33.33
27,1260,Kaoru Mitoma,BHA,MID,8.0,0.0,1.96,0.0,3.28,0.0,3.74,0.0,0.0,0.0,3.23,3.59,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,3.81,23.7
28,1406,Pervis Estupiñán,BHA,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.99,1.43,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,3.98,10.0
29,3231,Moussa Diaby,AVL,MID,8.1,0.0,4.19,0.0,3.02,0.0,3.41,0.0,0.0,0.0,3.32,0.0,4.67,0.0,0.0,3.15,0.0,0.0,4.1,0.0,0.0,0.0,25.86
30,1558,André Onana,MUN,GK,7.3,3.44,0.0,0.0,4.21,0.0,5.11,0.0,0.0,0.0,2.94,0.0,0.0,4.46,0.0,4.39,0.0,0.0,4.56,0.0,0.0,0.0,29.11
31,1097,Evan Ferguson,BHA,FOR,7.8,0.0,3.4,0.0,4.42,0.0,4.12,0.0,0.0,0.0,2.91,3.25,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,3.39,25.17
32,383,Phil Foden,MCI,MID,9.5,0.0,4.08,0.0,3.32,0.0,0.0,4.08,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,4.01,0.0,0.0,2.56,25.23
33,505,James Ward-Prowse,WHU,MID,8.4,0.0,4.84,0.0,0.0,2.95,0.0,3.49,0.0,0.0,4.49,0.0,0.0,3.7,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.57,25.580000000000002
34,483,Aaron Ramsdale,ARS,GK,7.5,0.54,0.0,0.52,0.0,0.0,0.52,0.0,0.0,0.0,0.62,0.0,0.0,0.47,0.0,0.0,0.0,0.69,0.0,0.79,0.0,0.0,4.15
35,93,Ben White,ARS,DEF,9.2,6.61,0.0,5.6,0.0,0.0,3.8,0.0,0.0,0.0,4.59,0.0,0.0,2.37,0.0,0.0,0.0,5.64,0.0,4.22,0.0,0.0,32.830000000000005
36,369,Virgil van Dijk,LIV,DEF,9.9,0.0,6.34,0.0,6.61,0.0,6.29,0.0,0.0,0.0,4.83,0.0,0.0,3.59,0.0,5.47,0.0,0.0,0.0,0.0,4.18,0.0,37.31
37,3212,Pedro Porro,TOT,DEF,7.8,0.0,1.93,0.0,0.0,6.62,0.0,4.1,5.59,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.59,0.0,6.25,0.0,0.0,34.08
38,327,James Maddison,TOT,MID,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,662,Callum Wilson,NEW,FOR,9.1,0.0,0.0,0.0,0.0,1.2,0.0,2.11,0.0,5.41,0.0,0.0,0.0,4.33,0.0,5.86,0.0,0.0,0.0,0.0,3.4,0.0,22.31
40,3382,Dominik Szoboszlai,LIV,MID,9.0,0.0,4.62,0.0,4.38,0.0,4.55,0.0,0.0,0.0,3.76,0.0,0.0,3.02,0.0,3.67,0.0,0.0,0.0,0.0,3.25,0.0,27.25
41,20,Gabriel Dos Santos,ARS,DEF,9.3,6.69,0.0,5.47,0.0,0.0,3.55,0.0,0.0,0.0,4.4,0.0,0.0,2.28,0.0,0.0,0.0,5.55,0.0,3.96,0.0,0.0,31.900000000000002
42,46,Douglas Luiz,AVL,MID,8.0,0.0,5.42,0.0,2.61,0.0,3.06,0.0,0.0,0.0,3.34,0.0,4.88,0.0,0.0,3.65,0.0,0.0,4.41,0.0,0.0,0.0,27.369999999999997
43,469,Fabian Schär,NEW,DEF,8.7,5.64,0.0,0.0,0.0,5.71,0.0,3.14,0.0,6.1,0.0,0.0,0.0,5.87,0.0,6.79,0.0,0.0,0.0,0.0,2.63,0.0,35.88
44,1439,Manuel Akanji,MCI,DEF,9.2,0.0,3.37,0.0,3.54,0.0,0.0,5.41,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,5.09,0.0,0.0,3.03,30.970000000000002
45,8,Emiliano Martínez,AVL,GK,7.1,0.0,4.96,0.0,3.4,0.0,3.69,0.0,0.0,0.0,4.06,0.0,5.75,0.0,0.0,3.83,0.0,0.0,5.11,0.0,0.0,0.0,30.799999999999997
46,88,Alexis Mac Allister,LIV,MID,8.9,0.0,4.16,0.0,4.12,0.0,4.66,0.0,0.0,0.0,3.6,0.0,0.0,2.69,0.0,3.47,0.0,0.0,0.0,0.0,3.09,0.0,25.790000000000003
47,1197,Luis Díaz,LIV,MID,9.6,0.0,3.59,0.0,3.36,0.0,2.97,0.0,0.0,0.0,3.2,0.0,0.0,2.71,0.0,2.9,0.0,0.0,0.0,0.0,2.85,0.0,21.580000000000002
48,2079,Pau Torres,AVL,DEF,8.1,0.0,5.15,0.0,2.65,0.0,3.3,0.0,0.0,0.0,3.76,0.0,6.43,0.0,0.0,3.19,0.0,0.0,5.67,0.0,0.0,0.0,30.15
49,2038,Nicolas Jackson,CHE,FOR,8.2,0.0,4.3,0.0,3.56,0.0,0.0,4.04,0.0,4.8,0.0,0.0,0.0,0.0,3.81,0.0,3.82,0.0,3.78,0.0,0.0,0.0,28.11
50,377,Oleksandr Zinchenko,ARS,DEF,8.8,5.71,0.0,4.88,0.0,0.0,3.22,0.0,0.0,0.0,4.11,0.0,0.0,2.3,0.0,0.0,0.0,5.09,0.0,3.65,0.0,0.0,28.96
51,1072,Cristian Romero,TOT,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4.37,5.76,0.0,0.0,0.0,0.0,5.93,0.0,0.0,0.0,3.93,0.0,6.09,0.0,0.0,26.08
52,376,John Stones,MCI,DEF,9.2,0.0,3.87,0.0,4.06,0.0,0.0,5.83,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,5.51,0.0,0.0,3.25,33.699999999999996
53,387,Nathan Aké,MCI,DEF,8.9,0.0,2.41,0.0,2.87,0.0,0.0,4.25,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,4.02,0.0,0.0,2.38,23.7
54,399,Raheem Sterling,CHE,MID,8.7,0.0,4.53,0.0,3.4,0.0,0.0,3.91,0.0,4.73,0.0,0.0,0.0,0.0,3.88,0.0,3.9,0.0,3.9,0.0,0.0,0.0,28.249999999999996
55,1359,Levi Colwill,CHE,DEF,7.5,0.0,3.98,0.0,3.08,0.0,0.0,4.53,0.0,5.33,0.0,0.0,0.0,0.0,4.56,0.0,5.2,0.0,4.8,0.0,0.0,0.0,31.48
56,1900,Cody Gakpo,LIV,FOR,9.6,0.0,3.09,0.0,2.73,0.0,2.63,0.0,0.0,0.0,2.83,0.0,0.0,2.41,0.0,2.67,0.0,0.0,0.0,0.0,2.69,0.0,19.05
57,224,Anthony Gordon,NEW,MID,7.8,5.47,0.0,0.0,0.0,4.66,0.0,4.1,0.0,5.59,0.0,0.0,0.0,4.38,0.0,5.55,0.0,0.0,0.0,0.0,3.74,0.0,33.49
58,1198,Bruno Guimarães,NEW,MID,8.4,4.81,0.0,0.0,0.0,4.92,0.0,3.26,0.0,4.65,0.0,0.0,0.0,4.4,0.0,5.07,0.0,0.0,0.0,0.0,3.11,0.0,30.22
59,425,Luke Shaw,MUN,DEF,8.8,1.64,0.0,0.0,3.33,0.0,4.56,0.0,0.0,0.0,1.52,0.0,0.0,3.92,0.0,3.48,0.0,0.0,3.87,0.0,0.0,0.0,22.32
60,1364,Lisandro Martínez,MUN,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,182,Eberechi Eze,CRY,MID,8.2,0.0,2.54,0.0,4.44,0.0,4.3,0.0,0.0,3.45,0.0,5.09,0.0,0.0,0.0,0.0,4.7,0.0,4.71,0.0,0.0,0.0,29.23
62,394,Kevin De Bruyne,MCI,MID,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4.48,0.0,0.0,2.74,10.43
63,1105,Hwang Hee-chan,WOL,MID,7.3,3.37,0.0,4.4,0.0,0.0,4.17,0.0,0.0,0.0,3.53,0.0,0.0,0.0,3.62,0.0,3.18,0.0,3.72,0.0,0.0,0.0,25.99
64,167,Thiago Silva,CHE,DEF,8.5,0.0,4.93,0.0,4.06,0.0,0.0,5.54,0.0,6.44,0.0,0.0,0.0,0.0,5.73,0.0,6.12,0.0,5.89,0.0,0.0,0.0,38.71
65,2405,Axel Disasi,CHE,DEF,8.4,0.0,3.83,0.0,1.07,0.0,0.0,1.72,0.0,2.07,0.0,0.0,0.0,0.0,1.83,0.0,2.21,0.0,1.72,0.0,0.0,0.0,14.450000000000001
66,975,Marc Guéhi,CRY,DEF,8.0,0.0,5.01,0.0,5.26,0.0,2.59,0.0,0.0,1.39,0.0,3.55,0.0,0.0,0.0,0.0,2.82,0.0,3.59,0.0,0.0,0.0,24.21
67,16,Martinelli,ARS,MID,10.2,5.57,0.0,4.34,0.0,0.0,3.59,0.0,0.0,0.0,4.46,0.0,0.0,3.39,0.0,0.0,0.0,4.73,0.0,4.0,0.0,0.0,30.080000000000002
68,4,Eddie Nketiah,ARS,FOR,7.6,0.92,0.0,0.93,0.0,0.0,0.82,0.0,0.0,0.0,1.17,0.0,0.0,0.89,0.0,0.0,0.0,1.31,0.0,1.19,0.0,0.0,7.229999999999999
69,42,Jack Grealish,MCI,MID,9.2,0.0,3.24,0.0,2.88,0.0,0.0,3.35,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,2.76,0.0,0.0,1.72,19.64
70,262,Aleksandar Mitrović,FUL,FOR,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,397,Cole Palmer,CHE,MID,6.5,0.0,4.56,0.0,3.81,0.0,0.0,4.3,0.0,4.9,0.0,0.0,0.0,0.0,3.87,0.0,4.05,0.0,3.92,0.0,0.0,0.0,29.410000000000004
72,464,Miguel Almirón,NEW,MID,8.5,3.85,0.0,0.0,0.0,3.53,0.0,3.15,0.0,3.99,0.0,0.0,0.0,3.23,0.0,3.97,0.0,0.0,0.0,0.0,2.8,0.0,24.52
73,371,Andrew Robertson,LIV,DEF,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1283,Sven Botman,NEW,DEF,8.6,0.58,0.0,0.0,0.0,1.13,0.0,1.43,0.0,4.89,0.0,0.0,0.0,5.26,0.0,6.36,0.0,0.0,0.0,0.0,2.34,0.0,21.99
75,149,Ben Chilwell,CHE,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,1.63,0.0,2.25,0.0,3.01,0.0,0.0,0.0,7.7299999999999995
76,396,Gabriel Jesus,ARS,FOR,10.0,6.11,0.0,4.69,0.0,0.0,3.93,0.0,0.0,0.0,4.95,0.0,0.0,3.84,0.0,0.0,0.0,5.26,0.0,4.41,0.0,0.0,33.19
77,48,Ezri Konsa,AVL,DEF,7.9,0.0,4.39,0.0,2.13,0.0,2.72,0.0,0.0,0.0,2.99,0.0,5.54,0.0,0.0,2.55,0.0,0.0,4.68,0.0,0.0,0.0,25.0
78,1247,Dominic Solanke,BOU,FOR,7.8,0.0,5.89,0.0,4.9,0.0,4.71,0.0,0.0,6.66,0.0,0.0,0.0,5.12,0.0,5.87,0.0,0.0,0.0,4.81,0.0,0.0,37.96
79,72,Pascal Groß,BHA,MID,8.2,0.0,4.77,0.0,5.47,0.0,5.28,0.0,0.0,0.0,3.55,5.4,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,5.15,33.91
80,2351,Jeremy Doku,MCI,MID,8.5,0.0,3.33,0.0,2.77,0.0,0.0,3.25,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,3.01,0.0,0.0,1.93,19.93
81,1638,Joško Gvardiol,MCI,DEF,9.3,0.0,3.63,0.0,3.92,0.0,0.0,5.32,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,5.28,0.0,0.0,3.11,31.51
82,76,Dan Burn,NEW,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
83,152,Mason Mount,MUN,MID,8.7,0.8,0.0,0.0,1.4,0.0,1.87,0.0,0.0,0.0,1.5,0.0,0.0,1.71,0.0,1.64,0.0,0.0,1.47,0.0,0.0,0.0,10.39
84,3,Bernd Leno,FUL,GK,6.8,0.0,3.43,0.0,5.76,0.0,0.0,5.37,0.0,3.88,0.0,0.0,0.0,5.04,0.0,4.91,0.0,0.0,0.0,3.77,0.0,0.0,32.16
85,1411,Casemiro,MUN,MID,8.1,0.63,0.0,0.0,1.58,0.0,2.64,0.0,0.0,0.0,3.62,0.0,0.0,5.37,0.0,4.29,0.0,0.0,4.6,0.0,0.0,0.0,22.729999999999997
86,171,Reece James,CHE,DEF,9.1,0.0,0.0,0.0,3.32,0.0,0.0,4.55,0.0,5.52,0.0,0.0,0.0,0.0,4.64,0.0,5.42,0.0,4.67,0.0,0.0,0.0,28.119999999999997
87,1112,Odsonne Édouard,CRY,FOR,7.0,0.0,4.02,0.0,4.6,0.0,3.6,0.0,0.0,2.65,0.0,3.64,0.0,0.0,0.0,0.0,3.28,0.0,3.51,0.0,0.0,0.0,25.299999999999997
88,95,Robert Sánchez,CHE,GK,6.6,0.0,5.04,0.0,4.31,0.0,0.0,5.47,0.0,5.85,0.0,0.0,0.0,0.0,5.44,0.0,5.77,0.0,5.18,0.0,0.0,0.0,37.06
89,70,Solly March,BHA,MID,8.1,0.0,0.75,0.0,1.52,0.0,2.2,0.0,0.0,0.0,3.16,3.71,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,3.98,19.37
90,348,Taiwo Awoniyi,FOR,FOR,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,633,Diogo Jota,LIV,MID,9.1,0.0,2.67,0.0,3.12,0.0,2.77,0.0,0.0,0.0,2.9,0.0,0.0,2.84,0.0,2.87,0.0,0.0,0.0,0.0,2.77,0.0,19.94
92,236,Jordan Pickford,EVE,GK,7.0,4.14,0.0,0.0,0.0,3.4,0.0,3.72,0.0,4.07,0.0,0.0,0.0,3.1,0.0,0.0,2.65,0.0,4.3,0.0,0.0,0.0,25.38
93,959,João Pedro,BHA,FOR,7.7,0.0,2.72,0.0,2.37,0.0,2.05,0.0,0.0,0.0,1.39,1.55,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,1.79,13.61
94,261,Tim Ream,FUL,DEF,7.5,0.0,1.49,0.0,5.19,0.0,0.0,4.7,0.0,1.94,0.0,0.0,0.0,4.35,0.0,3.65,0.0,0.0,0.0,1.96,0.0,0.0,23.28
95,1076,Yoane Wissa,BRE,MID,7.6,5.2,0.0,0.0,3.82,0.0,4.23,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,4.73,0.0,3.47,0.0,0.0,1.97,27.479999999999997
96,344,Kostas Tsimikas,LIV,DEF,7.2,0.0,3.57,0.0,3.92,0.0,4.01,0.0,0.0,0.0,2.9,0.0,0.0,2.49,0.0,3.58,0.0,0.0,0.0,0.0,2.76,0.0,23.229999999999997
97,1469,Enzo Fernández,CHE,MID,8.4,0.0,4.6,0.0,4.2,0.0,0.0,4.71,0.0,4.41,0.0,0.0,0.0,0.0,4.12,0.0,4.53,0.0,4.39,0.0,0.0,0.0,30.960000000000004
98,1659,Rasmus Højlund,MUN,FOR,9.1,3.21,0.0,0.0,4.19,0.0,5.02,0.0,0.0,0.0,3.33,0.0,0.0,3.89,0.0,3.93,0.0,0.0,3.71,0.0,0.0,0.0,27.28
99,872,David Raya,ARS,GK,7.3,6.01,0.0,4.99,0.0,0.0,4.47,0.0,0.0,0.0,5.05,0.0,0.0,3.6,0.0,0.0,0.0,5.05,0.0,4.48,0.0,0.0,33.650000000000006
100,813,Moisés Caicedo,CHE,MID,8.0,0.0,3.44,0.0,3.04,0.0,0.0,3.38,0.0,3.04,0.0,0.0,0.0,0.0,2.84,0.0,3.18,0.0,2.96,0.0,0.0,0.0,21.88
101,646,Kai Havertz,ARS,MID,9.2,2.17,0.0,1.84,0.0,0.0,1.34,0.0,0.0,0.0,1.82,0.0,0.0,1.33,0.0,0.0,0.0,1.92,0.0,1.7,0.0,0.0,12.12
102,307,Harvey Barnes,NEW,MID,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39
103,784,Morgan Gibbs-White,FOR,MID,7.9,3.83,0.0,0.0,3.33,0.0,3.14,0.0,3.41,0.0,0.0,0.0,0.0,3.68,0.0,2.62,0.0,0.0,3.14,0.0,0.0,0.0,23.150000000000002
104,392,Bernardo Silva,MCI,MID,8.3,0.0,3.46,0.0,3.22,0.0,0.0,4.43,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,3.09,0.0,0.0,1.92,23.4
105,1202,Dejan Kulusevski,TOT,MID,8.1,0.0,2.79,0.0,0.0,4.03,0.0,3.43,3.61,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,3.21,0.0,4.15,0.0,0.0,25.03
106,438,Aaron Wan-Bissaka,MUN,DEF,8.0,1.88,0.0,0.0,2.6,0.0,3.6,0.0,0.0,0.0,1.53,0.0,0.0,2.72,0.0,2.75,0.0,0.0,2.87,0.0,0.0,0.0,17.95
107,570,Sam Johnstone,CRY,GK,6.5,0.0,4.48,0.0,5.09,0.0,3.37,0.0,0.0,2.99,0.0,4.07,0.0,0.0,0.0,0.0,3.51,0.0,3.53,0.0,0.0,0.0,27.04
108,111,Ben Mee,BRE,DEF,8.0,5.36,0.0,0.0,2.37,0.0,4.02,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,4.11,0.0,3.16,0.0,0.0,0.9,23.33
109,886,Ethan Pinnock,BRE,DEF,7.9,6.47,0.0,0.0,2.82,0.0,4.71,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,4.87,0.0,3.87,0.0,0.0,0.9,27.35
110,3412,Sandro Tonali,NEW,MID,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,36,Tyrone Mings,AVL,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,104,James Tarkowski,EVE,DEF,7.8,3.47,0.0,0.0,0.0,2.3,0.0,2.78,0.0,3.37,0.0,0.0,0.0,1.82,0.0,0.0,1.24,0.0,3.38,0.0,0.0,0.0,18.36
113,1085,Raphaël Varane,MUN,DEF,8.3,0.65,0.0,0.0,1.05,0.0,1.35,0.0,0.0,0.0,0.71,0.0,0.0,1.14,0.0,1.29,0.0,0.0,1.31,0.0,0.0,0.0,7.5
114,408,Diogo Dalot,MUN,DEF,8.2,1.49,0.0,0.0,2.12,0.0,2.11,0.0,0.0,0.0,0.97,0.0,0.0,1.73,0.0,1.91,0.0,0.0,1.75,0.0,0.0,0.0,12.08
115,1011,José Sá,WOL,GK,6.9,3.44,0.0,5.12,0.0,0.0,4.93,0.0,0.0,0.0,4.37,0.0,0.0,0.0,4.37,0.0,4.07,0.0,4.97,0.0,0.0,0.0,31.27
116,655,Alphonse Areola,WHU,GK,6.6,0.0,5.16,0.0,0.0,3.55,0.0,4.08,0.0,0.0,5.34,0.0,0.0,4.39,0.0,0.0,0.0,3.11,0.0,0.0,0.0,4.51,30.14
117,1405,Iyenoma Udogie,TOT,DEF,7.7,0.0,1.37,0.0,0.0,4.9,0.0,3.11,4.03,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,2.59,0.0,4.7,0.0,0.0,24.98
118,185,Tyrick Mitchell,CRY,DEF,7.7,0.0,3.67,0.0,4.2,0.0,2.44,0.0,0.0,1.34,0.0,2.77,0.0,0.0,0.0,0.0,2.65,0.0,2.81,0.0,0.0,0.0,19.88
119,230,Richarlison,TOT,FOR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,1.67,0.0,3.21,0.0,0.0,7.37
120,85,Leandro Trossard,ARS,MID,8.7,2.12,0.0,1.93,0.0,0.0,1.57,0.0,0.0,0.0,1.99,0.0,0.0,1.53,0.0,0.0,0.0,2.23,0.0,2.02,0.0,0.0,13.39
