,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,Total_Pts
125,869,Rico Henry,BRE,DEF,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,168,Conor Gallagher,CHE,MID,7.8,0.0,2.63,0.0,0.0,2.68,0.0,2.63,0.0,0.0,0.0,0.0,2.27,0.0,2.66,0.0,2.46,0.0,0.0,0.0,15.330000000000002
127,59,John McGinn,AVL,MID,7.7,0.0,2.26,0.0,2.37,0.0,0.0,0.0,2.28,0.0,2.83,0.0,0.0,2.27,0.0,0.0,2.58,0.0,0.0,0.0,14.59
128,1285,Brennan Johnson,TOT,MID,8.0,0.0,0.0,4.76,0.0,3.76,4.08,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,3.42,0.0,4.52,0.0,0.0,24.919999999999998
129,237,Lucas Digne,AVL,DEF,7.6,0.0,1.75,0.0,2.06,0.0,0.0,0.0,2.0,0.0,3.58,0.0,0.0,1.82,0.0,0.0,3.23,0.0,0.0,0.0,14.440000000000001
130,1315,Ivan Perišić,TOT,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,175,Mateo Kovačić,MCI,MID,8.3,0.0,0.29,0.0,0.0,0.76,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,1.5,0.0,0.0,0.0,5.5600000000000005
132,1905,Jurriën Timber,ARS,DEF,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,374,João Cancelo,MCI,DEF,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,160,Kurt Zouma,WHU,DEF,7.4,0.0,0.0,1.75,0.0,2.57,0.0,0.0,4.06,0.0,0.0,2.71,0.0,0.0,0.0,1.32,0.0,0.0,0.0,2.57,14.98
135,1440,Antony,MUN,MID,8.7,0.0,3.13,0.0,3.64,0.0,0.0,0.0,2.45,0.0,0.0,2.77,0.0,2.8,0.0,0.0,2.3,0.0,0.0,0.0,17.09
136,604,Aaron Cresswell,WHU,DEF,7.7,0.0,0.0,0.35,0.0,0.53,0.0,0.0,0.68,0.0,0.0,0.52,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.57,3.09
137,588,Michail Antonio,WHU,FOR,7.7,0.0,0.0,0.0,0.0,0.24,0.0,0.0,1.26,0.0,0.0,1.88,0.0,0.0,0.0,1.98,0.0,0.0,0.0,2.48,7.84
138,178,Joel Ward,CRY,DEF,7.5,0.0,3.94,0.0,2.29,0.0,0.0,1.26,0.0,2.63,0.0,0.0,0.0,0.0,2.39,0.0,2.66,0.0,0.0,0.0,15.170000000000002
139,890,Mathias Jensen,BRE,MID,7.6,0.0,2.42,0.0,2.78,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,2.86,0.0,2.5,0.0,0.0,0.0,13.27
140,1326,Aaron Hickey,BRE,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,538,Ben Davies,TOT,DEF,7.8,0.0,0.0,5.41,0.0,1.18,1.46,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.11,0.0,1.91,0.0,0.0,13.07
142,1545,Matheus Cunha,WOL,FOR,7.2,3.91,0.0,0.0,3.8,0.0,0.0,0.0,3.36,0.0,0.0,0.0,3.38,0.0,3.03,0.0,3.48,0.0,0.0,0.0,20.96
143,1437,Lucas Paquetá,WHU,MID,8.0,0.0,0.0,3.03,0.0,3.07,0.0,0.0,3.5,0.0,0.0,3.25,0.0,0.0,0.0,2.61,0.0,0.0,0.0,3.02,18.48
144,734,Saïd Benrahma,WHU,MID,7.9,0.0,0.0,1.27,0.0,1.29,0.0,0.0,1.51,0.0,0.0,1.29,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.26,7.67
145,1215,Alejandro Garnacho,MUN,MID,7.5,0.0,1.88,0.0,2.18,0.0,0.0,0.0,1.43,0.0,0.0,1.61,0.0,1.77,0.0,0.0,1.71,0.0,0.0,0.0,10.580000000000002
146,1269,João Palhinha,FUL,MID,7.9,0.0,4.18,0.0,0.0,4.89,0.0,4.06,0.0,0.0,0.0,3.96,0.0,4.45,0.0,0.0,0.0,3.97,0.0,0.0,25.509999999999998
147,1069,Leon Bailey,AVL,MID,7.8,0.0,1.69,0.0,1.62,0.0,0.0,0.0,1.54,0.0,2.18,0.0,0.0,1.53,0.0,0.0,1.94,0.0,0.0,0.0,10.499999999999998
148,430,Andreas Pereira,FUL,MID,7.9,0.0,3.49,0.0,0.0,3.44,0.0,2.64,0.0,0.0,0.0,3.32,0.0,3.19,0.0,0.0,0.0,2.76,0.0,0.0,18.840000000000003
149,209,Dominic Calvert-Lewin,EVE,FOR,7.9,0.0,0.0,3.44,0.0,3.78,0.0,3.65,0.0,0.0,0.0,3.43,0.0,0.0,2.74,0.0,3.76,0.0,0.0,0.0,20.799999999999997
150,531,Pierre Højbjerg,TOT,MID,8.1,0.0,0.0,3.05,0.0,1.95,2.54,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,1.86,0.0,2.28,0.0,0.0,14.659999999999998
151,715,Vladimír Coufal,WHU,DEF,7.4,0.0,0.0,2.17,0.0,2.85,0.0,0.0,4.24,0.0,0.0,3.01,0.0,0.0,0.0,1.66,0.0,0.0,0.0,2.75,16.68
152,1227,Philip Billing,BOU,MID,7.8,0.0,2.9,0.0,2.77,0.0,0.0,3.39,0.0,0.0,0.0,2.54,0.0,2.95,0.0,0.0,0.0,2.59,0.0,0.0,17.14
153,71,Jason Steele,BHA,GK,7.0,0.0,2.01,0.0,2.99,0.0,0.0,0.0,1.7,2.25,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,2.48,13.94
154,634,Willy Boly,FOR,DEF,6.8,0.0,0.61,0.0,0.48,0.0,0.36,0.0,0.0,0.0,0.0,0.5,0.0,0.32,0.0,0.0,0.51,0.0,0.0,0.0,2.7799999999999994
155,649,Abdoulaye Doucouré,EVE,MID,7.3,0.0,0.0,2.99,0.0,3.53,0.0,3.48,0.0,0.0,0.0,3.35,0.0,0.0,2.64,0.0,3.71,0.0,0.0,0.0,19.7
156,1689,Christopher Nkunku,CHE,FOR,9.4,0.0,0.65,0.0,0.0,1.37,0.0,4.52,0.0,0.0,0.0,0.0,4.51,0.0,4.45,0.0,4.51,0.0,0.0,0.0,20.009999999999998
157,222,Alex Iwobi,FUL,MID,7.8,0.0,2.98,0.0,0.0,2.98,0.0,2.4,0.0,0.0,0.0,2.81,0.0,2.71,0.0,0.0,0.0,2.42,0.0,0.0,16.299999999999997
158,1256,Jan Paul van Hecke,BHA,DEF,6.7,0.0,4.73,0.0,5.05,0.0,0.0,0.0,2.04,4.45,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,3.8,22.26
159,335,Youri Tielemans,AVL,MID,8.1,0.0,1.98,0.0,1.27,0.0,0.0,0.0,1.32,0.0,1.6,0.0,0.0,1.25,0.0,0.0,1.56,0.0,0.0,0.0,8.98
160,1910,Micky van de Ven,TOT,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1408,Matheus Nunes,MCI,MID,7.6,0.0,1.02,0.0,0.0,1.34,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.96,0.0,0.0,0.0,5.32
162,3182,Mykhailo Mudryk,CHE,MID,8.2,0.0,1.99,0.0,0.0,2.08,0.0,2.32,0.0,0.0,0.0,0.0,1.72,0.0,1.81,0.0,1.85,0.0,0.0,0.0,11.770000000000001
163,405,Harry Maguire,MUN,DEF,8.0,0.0,3.0,0.0,4.13,0.0,0.0,0.0,1.19,0.0,0.0,3.66,0.0,3.05,0.0,0.0,3.73,0.0,0.0,0.0,18.76
164,3384,Carlton Morris,LUT,FOR,7.1,3.01,0.0,0.0,0.0,2.71,0.0,3.4,0.0,0.0,0.0,3.02,0.0,3.35,0.0,0.0,3.27,0.0,0.0,0.0,18.759999999999998
165,1002,Ibrahima Konaté,LIV,DEF,9.0,0.0,5.42,0.0,5.22,0.0,0.0,0.0,4.01,0.0,0.0,2.79,0.0,4.47,0.0,0.0,0.0,0.0,3.01,0.0,24.92
166,1897,Mark Flekken,BRE,GK,6.9,0.0,4.6,0.0,5.26,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,5.65,0.0,5.2,0.0,0.0,0.0,25.37
167,725,Danny Welbeck,BHA,FOR,7.5,0.0,1.0,0.0,1.47,0.0,0.0,0.0,1.63,1.83,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,2.11,10.389999999999999
168,154,Emerson Palmieri,WHU,DEF,7.1,0.0,0.0,2.06,0.0,2.8,0.0,0.0,4.29,0.0,0.0,3.13,0.0,0.0,0.0,1.57,0.0,0.0,0.0,2.77,16.619999999999997
169,3381,Malo Gusto,CHE,DEF,6.8,0.0,0.6,0.0,0.0,0.83,0.0,1.08,0.0,0.0,0.0,0.0,0.86,0.0,0.85,0.0,0.96,0.0,0.0,0.0,5.18
170,653,Kenny Tete,FUL,DEF,7.4,0.0,0.88,0.0,0.0,0.93,0.0,0.61,0.0,0.0,0.0,1.06,0.0,0.92,0.0,0.0,0.0,0.66,0.0,0.0,5.0600000000000005
171,622,Daniel Podence,WOL,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,311,Demarai Gray,EVE,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1377,Rico Lewis,MCI,DEF,7.0,0.0,0.36,0.0,0.0,0.51,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.62,0.0,0.0,0.0,2.43
174,115,Dwight McNeil,EVE,MID,7.9,0.0,0.0,3.3,0.0,3.57,0.0,3.33,0.0,0.0,0.0,3.33,0.0,0.0,2.65,0.0,3.41,0.0,0.0,0.0,19.59
175,1317,Nayef Aguerd,WHU,DEF,7.3,0.0,0.0,1.73,0.0,2.72,0.0,0.0,4.53,0.0,0.0,3.02,0.0,0.0,0.0,1.27,0.0,0.0,0.0,2.72,15.99
176,542,Serge Aurier,FOR,DEF,7.0,0.0,0.66,0.0,0.73,0.0,0.73,0.0,0.0,0.0,0.0,0.9,0.0,0.52,0.0,0.0,0.75,0.0,0.0,0.0,4.29
177,144,Billy Gilmour,BHA,MID,6.8,0.0,2.78,0.0,2.42,0.0,0.0,0.0,1.4,2.49,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.74,13.43
178,3178,Álex Moreno,AVL,DEF,7.9,0.0,1.0,0.0,1.35,0.0,0.0,0.0,1.25,0.0,2.0,0.0,0.0,1.13,0.0,0.0,1.81,0.0,0.0,0.0,8.54
179,623,Raúl Jiménez,FUL,FOR,7.4,0.0,3.17,0.0,0.0,2.98,0.0,2.34,0.0,0.0,0.0,2.75,0.0,2.67,0.0,0.0,0.0,2.25,0.0,0.0,16.16
180,1168,Vitaliy Mykolenko,EVE,DEF,7.6,0.0,0.0,3.05,0.0,3.32,0.0,3.55,0.0,0.0,0.0,2.52,0.0,0.0,1.68,0.0,3.57,0.0,0.0,0.0,17.689999999999998
181,91,Joël Veltman,BHA,DEF,7.9,0.0,2.67,0.0,2.77,0.0,0.0,0.0,1.22,1.93,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.41,11.4
182,56,Jacob Ramsey,AVL,MID,8.0,0.0,1.33,0.0,1.09,0.0,0.0,0.0,1.11,0.0,1.69,0.0,0.0,1.14,0.0,0.0,1.48,0.0,0.0,0.0,7.84
183,1093,Aaron Ramsey,BUR,MID,6.7,1.23,0.0,0.0,0.8,0.0,0.0,1.04,0.0,0.0,0.0,0.95,0.0,0.97,0.0,0.0,0.86,0.0,0.0,0.0,5.8500000000000005
184,866,Emi Buendía,AVL,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,148,Kepa Arrizabalaga,CHE,GK,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1113,Emerson,TOT,DEF,7.9,0.0,0.0,1.11,0.0,0.8,1.01,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.82,0.0,1.43,0.0,0.0,6.35
187,994,Ashley Young,EVE,DEF,7.2,0.0,0.0,1.66,0.0,1.81,0.0,2.28,0.0,0.0,0.0,1.45,0.0,0.0,1.12,0.0,2.35,0.0,0.0,0.0,10.67
188,1001,Michael Olise,CRY,MID,7.9,0.0,4.24,0.0,3.55,0.0,0.0,2.64,0.0,3.51,0.0,0.0,0.0,0.0,3.39,0.0,3.41,0.0,0.0,0.0,20.74
189,66,Yves Bissouma,TOT,MID,7.3,0.0,0.0,4.99,0.0,3.56,4.22,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,3.44,0.0,4.52,0.0,0.0,25.45
190,266,Bobby Reid,FUL,MID,6.7,0.0,1.86,0.0,0.0,1.99,0.0,1.58,0.0,0.0,0.0,1.96,0.0,1.85,0.0,0.0,0.0,1.67,0.0,0.0,10.91
191,386,Aymeric Laporte,MCI,DEF,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,511,Danny Ings,WHU,FOR,8.1,0.0,0.0,1.37,0.0,1.41,0.0,0.0,1.36,0.0,0.0,1.07,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.95,6.880000000000001
193,345,Neco Williams,FOR,DEF,6.8,0.0,0.34,0.0,0.44,0.0,0.49,0.0,0.0,0.0,0.0,0.57,0.0,0.38,0.0,0.0,0.51,0.0,0.0,0.0,2.7299999999999995
194,368,Caoimhín Kelleher,LIV,GK,6.1,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
195,608,Issa Diop,FUL,DEF,7.3,0.0,1.02,0.0,0.0,2.03,0.0,1.8,0.0,0.0,0.0,4.38,0.0,3.55,0.0,0.0,0.0,2.11,0.0,0.0,14.89
196,372,Joël Matip,LIV,DEF,8.0,0.0,1.05,0.0,0.87,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,1.18,0.0,0.0,0.0,0.0,0.96,0.0,5.91
197,713,Carlos Vinícius,FUL,FOR,6.9,0.0,1.38,0.0,0.0,1.15,0.0,0.88,0.0,0.0,0.0,1.18,0.0,1.08,0.0,0.0,0.0,1.02,0.0,0.0,6.6899999999999995
198,844,Anthony Elanga,FOR,MID,7.2,0.0,3.01,0.0,2.88,0.0,3.22,0.0,0.0,0.0,0.0,3.39,0.0,2.46,0.0,0.0,2.91,0.0,0.0,0.0,17.87
199,1230,Jefferson Lerma,CRY,MID,7.0,0.0,3.06,0.0,2.36,0.0,0.0,1.94,0.0,2.36,0.0,0.0,0.0,0.0,2.19,0.0,2.25,0.0,0.0,0.0,14.159999999999998
200,599,Tomáš Souček,WHU,MID,7.7,0.0,0.0,2.22,0.0,2.38,0.0,0.0,2.71,0.0,0.0,2.51,0.0,0.0,0.0,2.01,0.0,0.0,0.0,2.41,14.24
201,427,Scott McTominay,MUN,MID,6.8,0.0,2.85,0.0,3.02,0.0,0.0,0.0,1.76,0.0,0.0,1.6,0.0,1.64,0.0,0.0,1.52,0.0,0.0,0.0,12.39
202,898,Nathan Collins,BRE,DEF,7.3,0.0,0.0,0.0,0.42,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,3.79,0.0,3.37,0.0,0.0,0.0,8.79
203,192,Jordan Ayew,CRY,FOR,7.6,0.0,2.51,0.0,2.24,0.0,0.0,1.8,0.0,2.18,0.0,0.0,0.0,0.0,2.17,0.0,2.15,0.0,0.0,0.0,13.05
204,19,Kieran Tierney,ARS,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,1744,Kudus Mohammed,WHU,MID,8.1,0.0,0.0,3.19,0.0,3.25,0.0,0.0,3.66,0.0,0.0,3.31,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.03,18.98
206,879,Christian Nørgaard,BRE,MID,6.9,0.0,2.69,0.0,2.82,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,3.22,0.0,3.4,0.0,0.0,0.0,15.07
207,1316,Pape Matar Sarr,TOT,MID,6.5,0.0,0.0,3.66,0.0,2.54,3.08,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,2.41,0.0,3.07,0.0,0.0,18.48
208,1117,Mathias Jørgensen,BRE,DEF,6.6,0.0,0.63,0.0,0.81,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.36,0.0,0.0,0.0,2.86
209,1255,Julio César Enciso,BHA,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,346,James Milner,BHA,MID,6.6,0.0,0.91,0.0,1.06,0.0,0.0,0.0,0.88,0.94,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.87,5.5600000000000005
211,84,Tariq Lamptey,BHA,DEF,7.4,0.0,1.26,0.0,1.7,0.0,0.0,0.0,0.9,1.37,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.98,7.23
212,613,Łukasz Fabiański,WHU,GK,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.18,0.32999999999999996
213,1109,Takehiro Tomiyasu,ARS,DEF,7.5,3.48,0.0,0.0,2.32,0.0,0.0,0.0,2.68,0.0,0.0,1.9,0.0,0.0,0.0,3.91,0.0,2.87,0.0,0.0,17.16
214,853,Valentino Livramento,NEW,DEF,8.3,0.0,0.0,3.53,0.0,2.56,0.0,3.93,0.0,0.0,0.0,3.8,0.0,4.12,0.0,0.0,0.0,0.0,2.08,0.0,20.020000000000003
215,263,Antonee Robinson,FUL,DEF,7.7,0.0,3.05,0.0,0.0,2.82,0.0,1.65,0.0,0.0,0.0,3.03,0.0,2.57,0.0,0.0,0.0,1.81,0.0,0.0,14.93
216,3364,Simon Adingra,BHA,MID,7.0,0.0,3.13,0.0,3.04,0.0,0.0,0.0,1.75,1.95,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,1.82,13.629999999999999
217,1252,Matt Turner,FOR,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15
218,24,Willian,FUL,MID,7.7,0.0,4.0,0.0,0.0,3.96,0.0,2.92,0.0,0.0,0.0,3.63,0.0,3.52,0.0,0.0,0.0,3.07,0.0,0.0,21.099999999999998
219,741,James Trafford,BUR,GK,6.6,4.53,0.0,0.0,3.53,0.0,0.0,5.52,0.0,0.0,0.0,3.15,0.0,2.97,0.0,0.0,3.09,0.0,0.0,0.0,22.79
220,545,Eric Dier,TOT,DEF,8.0,0.0,0.0,4.86,0.0,2.34,3.59,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,2.02,0.0,3.7,0.0,0.0,20.759999999999998
221,1080,Romelu Lukaku,CHE,FOR,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,1030,Kristoffer Ajer,BRE,DEF,6.6,0.0,2.08,0.0,3.27,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,3.23,0.0,2.63,0.0,0.0,0.0,13.940000000000001
223,1397,Marcos Senesi,BOU,DEF,6.9,0.0,3.24,0.0,1.66,0.0,0.0,4.3,0.0,0.0,0.0,2.61,0.0,2.76,0.0,0.0,0.0,1.4,0.0,0.0,15.969999999999999
224,624,Pedro Neto,WOL,MID,7.6,1.08,0.0,0.0,1.82,0.0,0.0,0.0,2.71,0.0,0.0,0.0,2.82,0.0,2.58,0.0,2.92,0.0,0.0,0.0,13.93
225,429,Victor Lindelöf,MUN,DEF,7.9,0.0,2.92,0.0,3.95,0.0,0.0,0.0,1.45,0.0,0.0,3.68,0.0,2.91,0.0,0.0,3.81,0.0,0.0,0.0,18.72
226,410,Anthony Martial,MUN,FOR,7.9,0.0,1.15,0.0,1.44,0.0,0.0,0.0,0.84,0.0,0.0,1.08,0.0,1.1,0.0,0.0,1.14,0.0,0.0,0.0,6.749999999999999
227,716,Thomas Partey,ARS,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,706,Nélson Semedo,WOL,DEF,7.5,2.92,0.0,0.0,3.02,0.0,0.0,0.0,2.61,0.0,0.0,0.0,2.26,0.0,1.81,0.0,3.11,0.0,0.0,0.0,15.729999999999999
229,58,Marvelous Nakamba,LUT,MID,6.6,2.42,0.0,0.0,0.0,2.09,0.0,2.84,0.0,0.0,0.0,2.69,0.0,2.56,0.0,0.0,2.91,0.0,0.0,0.0,15.51
230,1171,Nathan Patterson,EVE,DEF,7.2,0.0,0.0,0.98,0.0,1.02,0.0,1.18,0.0,0.0,0.0,0.78,0.0,0.0,0.64,0.0,1.16,0.0,0.0,0.0,5.76
231,77,Adam Webster,BHA,DEF,8.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.05,3.5300000000000002
232,1037,Jadon Sancho,MUN,MID,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,802,Jean-Philippe Mateta,CRY,FOR,6.7,0.0,1.14,0.0,0.97,0.0,0.0,0.81,0.0,1.05,0.0,0.0,0.0,0.0,0.98,0.0,1.05,0.0,0.0,0.0,5.999999999999999
234,458,Sean Longstaff,NEW,MID,7.2,0.0,0.0,2.4,0.0,2.39,0.0,2.7,0.0,0.0,0.0,2.53,0.0,2.79,0.0,0.0,0.0,0.0,2.17,0.0,14.979999999999999
235,3377,Jordan Beyer,BUR,DEF,6.6,3.13,0.0,0.0,1.42,0.0,0.0,4.73,0.0,0.0,0.0,2.28,0.0,2.26,0.0,0.0,1.85,0.0,0.0,0.0,15.67
236,733,Craig Dawson,WOL,DEF,7.3,4.02,0.0,0.0,4.13,0.0,0.0,0.0,3.4,0.0,0.0,0.0,2.32,0.0,2.2,0.0,4.08,0.0,0.0,0.0,20.15
237,159,Jorginho,ARS,MID,7.6,2.88,0.0,0.0,2.05,0.0,0.0,0.0,2.08,0.0,0.0,1.9,0.0,0.0,0.0,2.89,0.0,2.17,0.0,0.0,13.97
238,1199,Christian Eriksen,MUN,MID,7.9,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.6,0.0,0.0,0.91,0.0,1.16,0.0,0.0,1.01,0.0,0.0,0.0,3.96
239,207,Jarrad Branthwaite,EVE,DEF,7.0,0.0,0.0,1.87,0.0,2.11,0.0,2.59,0.0,0.0,0.0,1.53,0.0,0.0,1.07,0.0,2.67,0.0,0.0,0.0,11.84
240,370,Harvey Elliott,LIV,MID,7.5,0.0,0.42,0.0,0.45,0.0,0.0,0.0,0.53,0.0,0.0,0.58,0.0,0.67,0.0,0.0,0.0,0.0,0.6,0.0,3.25
241,1254,Diego Carlos,AVL,DEF,7.3,0.0,1.02,0.0,1.27,0.0,0.0,0.0,1.18,0.0,2.13,0.0,0.0,1.12,0.0,0.0,1.88,0.0,0.0,0.0,8.6
242,101,Neal Maupay,BRE,FOR,7.3,0.0,2.26,0.0,2.86,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,3.13,0.0,2.33,0.0,0.0,0.0,13.339999999999998
243,456,Matt Ritchie,NEW,DEF,6.5,0.0,0.0,1.46,0.0,1.07,0.0,1.43,0.0,0.0,0.0,1.26,0.0,1.35,0.0,0.0,0.0,0.0,0.7,0.0,7.2700000000000005
244,1333,Cheick Doucouré,CRY,MID,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,445,Jacob Murphy,NEW,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,1110,Marc Cucurella,CHE,DEF,8.3,0.0,1.49,0.0,0.0,2.24,0.0,2.2,0.0,0.0,0.0,0.0,1.48,0.0,1.44,0.0,1.35,0.0,0.0,0.0,10.2
247,127,Jay Rodriguez,BUR,FOR,6.8,1.07,0.0,0.0,0.85,0.0,0.0,0.87,0.0,0.0,0.0,0.71,0.0,0.77,0.0,0.0,0.66,0.0,0.0,0.0,4.93
248,1400,Amadou Onana,EVE,MID,7.4,0.0,0.0,2.35,0.0,2.62,0.0,2.39,0.0,0.0,0.0,2.37,0.0,0.0,2.02,0.0,2.37,0.0,0.0,0.0,14.120000000000001
249,186,Jeffrey Schlupp,CRY,MID,7.2,0.0,2.66,0.0,2.22,0.0,0.0,1.79,0.0,2.17,0.0,0.0,0.0,0.0,2.09,0.0,2.07,0.0,0.0,0.0,13.0
250,606,Angelo Ogbonna,WHU,DEF,6.9,0.0,0.0,0.2,0.0,0.32,0.0,0.0,0.45,0.0,0.0,0.36,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.36,1.96
251,3383,Elijah Adebayo,LUT,FOR,6.9,0.92,0.0,0.0,0.0,0.85,0.0,1.02,0.0,0.0,0.0,0.89,0.0,1.11,0.0,0.0,1.05,0.0,0.0,0.0,5.84
252,404,James Garner,EVE,MID,6.5,0.0,0.0,2.68,0.0,2.73,0.0,2.42,0.0,0.0,0.0,2.48,0.0,0.0,2.03,0.0,2.4,0.0,0.0,0.0,14.74
253,11,Joe Willock,NEW,MID,7.6,0.0,0.0,0.74,0.0,1.04,0.0,2.13,0.0,0.0,0.0,2.0,0.0,2.49,0.0,0.0,0.0,0.0,1.97,0.0,10.370000000000001
