Pos,fpl_id,Name,BV,SV,Team,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,18_xMins,Elite%
M,56,Sanson,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,58,Tielemans,5.7,5.7,Aston Villa,24,24,26,25,29,28,30,28,30,31,31,31,0.0
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,12,7,8,9,10,11,12,12,12,12,12,12,0.0
F,60,Watkins,7.9,7.9,Aston Villa,86,86,83,82,83,82,81,82,81,81,81,80,0.04
F,61,Wesley,5.0,5.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,62,Anthony,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,63,Billing,5.3,5.3,Bournemouth,81,77,73,73,72,72,73,72,69,69,68,69,0.0
M,64,Brooks,4.9,4.9,Bournemouth,26,25,25,27,26,27,29,28,28,29,28,29,0.0
M,65,Christie,5.0,5.0,Bournemouth,57,54,50,50,50,50,50,49,50,49,47,48,0.0
M,66,L.Cook,5.0,5.0,Bournemouth,55,41,33,33,35,34,34,36,36,36,38,37,0.0
M,67,Siriki,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,68,Fredericks,4.4,4.4,Bournemouth,7,10,14,13,15,14,15,16,16,17,16,14,0.0
D,69,Hill,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,70,Kelly,4.5,4.5,Bournemouth,19,50,78,77,76,75,74,76,75,74,75,76,0.0
M,71,Kilkenny,4.4,4.4,Bournemouth,0,0,0,0,0,1,1,1,1,1,2,1,0.0
M,72,Kluivert,4.8,4.8,Bournemouth,52,48,47,46,45,45,45,46,46,46,44,44,0.0
M,73,Lowe,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,74,Marcondes,4.4,4.4,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,75,Mepham,4.3,4.3,Bournemouth,6,11,15,17,19,18,19,20,19,21,21,24,0.0
F,76,Moore,4.8,4.8,Bournemouth,25,12,6,7,10,11,10,10,11,11,10,10,0.0
G,77,Neto,4.5,4.5,Bournemouth,94,93,92,90,91,90,90,89,90,89,89,89,0.0
M,78,O.Dango,4.8,4.8,Bournemouth,24,24,23,27,26,26,27,26,28,27,27,28,0.0
M,79,Pearson,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,80,Randolph,4.0,4.0,Bournemouth,0,0,1,2,2,2,2,2,2,3,3,3,0.0
M,81,Rothwell,4.9,4.9,Bournemouth,18,15,8,10,10,11,12,13,13,13,14,12,0.0
F,82,Semenyo,4.5,4.5,Bournemouth,29,17,17,17,18,20,19,21,21,21,21,20,0.0
D,83,Senesi,4.4,4.4,Bournemouth,76,53,39,40,40,45,44,41,42,44,43,42,0.0
D,84,Smith,4.4,4.4,Bournemouth,26,27,23,24,25,26,26,29,28,27,26,26,0.0
F,85,Solanke,6.4,6.4,Bournemouth,43,73,83,81,79,78,77,77,76,76,78,78,0.0
M,86,Tavernier,5.4,5.4,Bournemouth,41,43,41,38,40,40,38,39,38,40,42,42,0.0
M,87,Hamed Traorè,4.8,4.8,Bournemouth,21,22,22,22,23,24,25,25,25,25,27,26,0.0
G,88,Travers,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,89,Zabarnyi,4.5,4.5,Bournemouth,92,88,86,84,83,80,81,80,80,80,79,79,0.0
D,90,Ajer,4.5,4.5,Brentford,46,47,48,50,51,49,51,51,49,50,49,0,0.0
G,91,Balcombe,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,92,Baptiste,4.4,4.4,Brentford,0,0,0,0,0,0,0,7,10,18,27,0,0.0
D,93,Bech,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,94,Bidstrup,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,95,Canós,5.0,5.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,96,Collins,4.5,4.5,Brentford,88,87,85,84,81,79,81,78,78,77,77,0,0.0
G,97,Cox,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,98,Damsgaard,4.9,4.9,Brentford,26,41,51,50,52,50,51,50,49,49,45,0,0.0
M,99,Dasilva,4.8,4.8,Brentford,0,0,0,0,0,0,0,9,14,19,30,0,0.0
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,101,Flekken,4.5,4.5,Brentford,94,93,93,92,91,91,92,90,90,91,91,0,0.11
D,102,Goode,4.0,4.0,Brentford,3,6,8,9,12,14,13,12,12,13,11,0,0.0
D,103,Henry,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.03
D,104,Hickey,4.5,4.5,Brentford,90,87,81,77,74,73,73,75,75,74,74,0,0.0
M,105,Janelt,5.4,5.4,Brentford,76,72,70,69,67,68,68,68,66,66,64,0,0.0
M,106,Jensen,5.4,5.4,Brentford,73,70,68,67,66,66,65,64,63,62,62,0,0.0
M,107,Lewis-Potter,4.8,4.8,Brentford,37,37,37,38,37,38,38,38,37,37,36,0,0.0
M,108,Mbeumo,6.9,6.7,Brentford,86,85,82,80,79,78,78,78,77,77,77,0,0.88
D,109,Mee,4.9,4.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,110,Nørgaard,5.5,5.5,Brentford,80,77,75,75,73,74,71,69,68,66,63,0,0.0
M,111,Onyeka,4.9,4.9,Brentford,32,33,34,37,39,39,39,37,35,32,28,0,0.0
D,112,Pinnock,4.5,4.5,Brentford,91,88,86,82,81,82,81,82,81,80,80,0,0.01
G,113,Raya,4.8,4.8,Arsenal,82,80,78,74,73,73,0,71,72,72,70,70,0.0
D,114,Roerslev,4.4,4.4,Brentford,68,67,67,66,65,67,65,64,64,64,65,0,0.0
M,115,Schade,5.4,5.4,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,116,Strakosha,3.9,3.9,Brentford,1,2,2,2,4,4,3,5,5,4,4,0,0.0
F,117,Toney,7.9,7.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,118,Trevitt,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,119,Wissa,6.0,6.0,Brentford,70,68,67,66,65,64,63,65,64,64,65,0,0.0
M,120,Yarmolyuk,4.4,4.4,Brentford,3,4,5,5,6,6,7,6,7,6,5,0,0.0
D,121,Zanka,4.4,4.4,Brentford,19,21,21,24,27,26,29,26,29,26,29,0,0.0
M,122,Adingra,5.0,5.0,Brighton,33,21,22,24,26,27,27,30,27,26,29,27,0.0
M,123,Alzate,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,124,Ayari,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,125,Buonanotte,4.8,4.8,Brighton,21,23,24,23,24,25,24,26,26,26,26,28,0.0
M,126,Caicedo,4.8,4.8,Chelsea,69,77,75,73,74,74,73,72,71,74,71,69,0.0
F,127,Connolly,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,128,Dahoud,4.8,4.8,Brighton,67,64,60,51,46,46,47,48,45,47,47,45,0.0
D,129,Dunk,5.0,5.0,Brighton,92,89,88,87,86,85,84,83,84,84,84,82,0.01
M,130,Enciso,5.2,5.2,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,131,Estupiñan,5.3,5.1,Brighton,89,86,85,84,80,79,78,78,77,75,75,75,0.91
F,132,Ferguson,6.0,6.0,Brighton,42,54,54,54,52,50,52,50,52,51,51,50,0.0
M,133,Gilmour,4.9,4.9,Brighton,65,64,57,54,48,47,47,46,45,48,47,48,0.0
M,134,Gross,6.3,6.3,Brighton,0,0,14,43,66,74,74,73,74,71,73,74,0.0
F,135,João Pedro,5.4,5.4,Brighton,47,45,46,45,44,44,42,41,44,42,41,42,0.08
D,136,Karbownik,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,137,Kozłowski,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,138,Lallana,4.9,4.9,Brighton,36,38,37,32,29,28,29,29,29,31,30,29,0.0
D,139,Lamptey,3.9,3.9,Brighton,48,39,39,36,32,30,33,31,32,33,33,35,0.0
M,140,March,6.5,6.5,Brighton,66,68,65,64,63,64,60,59,61,62,61,63,0.0
G,141,McGill,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,142,Milner,4.9,4.9,Brighton,0,0,5,17,26,30,30,32,31,31,31,31,0.0
M,143,Mitoma,6.6,6.6,Brighton,68,65,65,63,63,60,62,59,59,60,60,58,0.04
M,144,Moder,4.4,4.4,Brighton,4,6,6,4,3,3,3,3,4,4,4,3,0.0
G,145,Sanchez,4.6,4.6,Chelsea,93,92,92,91,91,91,91,90,90,90,90,90,0.01
M,146,Sarmiento,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,147,Scherpen,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,148,Steele,4.4,4.4,Brighton,46,49,44,47,47,46,48,45,47,48,49,46,0.01
F,149,Undav,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,150,Van Hecke,4.0,4.0,Brighton,41,31,33,33,34,32,34,34,34,33,35,35,0.0
D,151,Veltman,4.4,4.4,Brighton,52,61,56,49,49,45,45,44,45,43,45,45,0.0
G,152,Verbruggen,4.4,4.4,Brighton,49,46,51,47,47,49,47,50,48,47,46,49,0.0
D,153,Webster,4.4,4.4,Brighton,36,46,47,47,47,47,46,47,46,45,45,46,0.0
F,154,Welbeck,5.8,5.8,Brighton,49,42,42,41,40,41,41,42,40,41,38,40,0.0
F,155,Zeqiri,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,156,Agyei,4.4,4.4,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,157,Al-Dakhil,4.0,4.0,Burnley,34,40,33,37,40,41,40,40,41,42,40,41,0.0
M,158,Bastien,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,159,Benson,5.3,5.3,Burnley,23,25,24,24,24,24,24,23,23,25,25,23,0.0
D,160,Beyer,4.0,4.0,Burnley,89,84,81,77,76,74,75,73,72,72,72,73,0.13
M,161,Brownhill,4.8,4.8,Burnley,40,39,42,41,41,42,43,44,41,45,44,44,0.0
M,162,Churlinov,4.4,4.4,Burnley,0,0,0,0,0,0,0,0,3,2,3,5,0.0
M,163,Cork,4.8,4.8,Burnley,7,8,8,12,12,14,15,15,15,14,15,14,0.0
M,164,Costelloe,4.5,4.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,165,Cullen,5.0,5.0,Burnley,88,84,82,81,78,77,76,76,76,75,76,75,0.0
D,166,Egan-Riley,3.9,3.9,Burnley,1,1,0,1,2,2,2,2,3,3,3,3,0.0
D,167,Ekdal,3.9,3.9,Burnley,2,8,27,30,30,31,31,34,34,33,34,33,0.0
F,168,Foster,5.0,5.0,Burnley,32,61,59,57,54,54,55,56,54,54,53,54,0.0
G,169,Franchi,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,170,Gudmundsson,4.9,4.9,Burnley,30,31,32,32,31,29,30,30,30,30,31,29,0.0
D,171,McNally,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,172,Muric,4.4,4.4,Burnley,2,3,3,5,4,5,6,6,8,9,7,8,0.0
D,173,O'Shea,4.4,4.4,Burnley,78,72,66,64,64,63,61,61,62,61,62,63,0.0
F,174,Obafemi,4.9,4.9,Burnley,0,0,0,0,4,8,10,11,11,11,13,10,0.0
G,175,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,176,Roberts,4.4,4.4,Burnley,82,79,77,74,72,73,73,71,70,73,70,70,0.0
F,177,Rodriguez,5.3,5.3,Burnley,16,10,10,12,11,12,11,11,12,12,12,11,0.0
D,178,Taylor,3.9,3.9,Burnley,78,72,74,69,69,68,67,66,67,67,64,64,0.0
D,179,Thomas,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,180,Twine,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,181,Vigouroux,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,182,Vitinho,4.4,4.4,Burnley,16,20,19,21,24,21,24,24,25,24,27,24,0.0
F,183,Weghorst,5.5,5.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,184,Zaroury,4.9,4.9,Burnley,48,45,46,45,45,44,43,42,45,43,40,42,0.0
D,185,Ampadu,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,186,Andrey,4.4,4.4,Nott'm Forest,0,0,0,0,0,0,1,1,1,1,1,1,0.0
G,187,Arrizabalaga,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,188,Aubameyang,6.5,6.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,189,Azpilicueta,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,190,Baba,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,191,B.Badiashile,4.4,4.4,Chelsea,0,11,47,53,52,53,52,53,53,54,53,51,0.0
G,192,Bettinelli,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,193,Broja,4.9,4.9,Chelsea,45,16,17,18,17,17,20,19,19,20,19,16,0.0
D,194,Chalobah,4.3,4.3,Chelsea,0,10,7,7,8,8,8,10,11,10,9,11,0.0
D,195,Chilwell,5.6,5.6,Chelsea,21,27,40,46,49,46,47,48,47,46,44,44,0.66
M,196,Chukwuemeka,4.4,4.4,Chelsea,0,4,23,25,26,25,26,29,30,29,29,26,0.0
D,197,Colwill,4.5,4.5,Chelsea,89,87,82,80,76,77,77,77,75,75,76,76,0.07
D,198,Cucurella,4.8,4.8,Chelsea,38,32,9,8,9,9,10,10,9,10,11,10,0.0
M,199,Enzo,4.9,4.9,Chelsea,88,84,83,81,78,77,75,73,74,74,74,74,0.01
F,200,D.D.Fofana,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,201,W.Fofana,4.4,4.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,202,Gallagher,5.4,5.4,Chelsea,64,59,51,54,53,52,52,51,50,49,49,50,0.0
D,203,Gusto,4.3,4.3,Chelsea,0,0,32,27,29,30,29,30,29,29,30,28,0.11
D,204,Hall,4.4,4.4,Newcastle,11,7,9,8,8,9,0,9,9,10,9,9,0.0
M,205,Hudson-Odoi,4.9,4.9,Nott'm Forest,42,39,39,34,32,30,31,31,33,33,32,31,0.0
D,206,James,5.3,5.3,Chelsea,0,7,61,67,64,62,64,63,62,63,62,64,0.0
F,207,Lukaku,6.8,6.8,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,208,Madueke,5.3,5.3,Chelsea,30,28,25,22,24,26,25,26,24,24,23,22,0.0
M,209,Mount,6.8,6.8,Man Utd,75,70,71,69,68,68,68,68,67,67,68,67,0.0
M,210,Mudryk,6.3,6.3,Chelsea,59,51,49,49,47,49,49,48,49,50,47,42,0.0
F,211,N.Jackson,6.9,6.9,Chelsea,0,74,74,72,71,73,70,69,70,69,66,65,0.28
F,212,Nkunku,7.3,7.3,Chelsea,0,0,0,0,0,0,0,0,0,0,15,38,0.0
M,213,Pulisic,5.5,5.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,214,M.Sarr,4.4,4.4,Chelsea,30,23,3,3,4,3,4,3,4,4,4,4,0.0
G,215,Slonina,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,216,Sterling,7.1,7.1,Chelsea,83,77,77,75,75,74,73,72,73,72,70,68,0.4
D,217,T.Silva,5.0,5.0,Chelsea,90,86,78,75,74,75,74,74,73,72,74,72,0.01
M,218,Ziyech,5.4,5.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,219,Ahamada,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,220,Andersen,4.7,4.7,Crystal Palace,86,84,84,80,78,78,77,76,79,78,78,79,0.01
M,221,J.Ayew,5.5,5.5,Crystal Palace,81,75,66,65,66,65,65,64,64,64,63,62,0.0
D,222,Clyne,4.4,4.4,Crystal Palace,16,17,15,19,21,23,22,22,21,23,25,24,0.0
M,223,C.Doucouré,5.0,5.0,Crystal Palace,90,87,85,82,80,79,78,77,75,76,76,75,0.0
M,224,Ebiowei,4.5,4.5,Crystal Palace,26,18,9,9,10,11,10,12,12,11,12,13,0.0
F,225,Edouard,5.6,5.6,Crystal Palace,55,72,69,69,68,67,66,66,66,66,65,65,0.0
M,226,Eze,6.3,6.3,Crystal Palace,88,84,80,79,78,75,77,77,75,76,77,76,0.08
G,227,Guaita,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,228,Guéhi,4.5,4.5,Crystal Palace,88,86,84,82,80,81,82,80,79,79,78,79,0.0
M,229,Hughes,4.9,4.9,Crystal Palace,70,63,53,52,53,50,53,54,53,53,51,53,0.0
G,230,Johnstone,4.5,4.5,Crystal Palace,80,64,46,47,48,50,48,48,47,49,47,47,0.09
M,231,Lerma,4.8,4.8,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,232,Mateta,4.9,4.9,Crystal Palace,40,27,22,22,23,24,24,25,26,24,25,27,0.0
G,233,Matthews,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,234,Mitchell,4.5,4.5,Crystal Palace,85,82,82,80,79,77,77,75,76,76,75,74,0.0
D,235,O'Brien,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,236,Olise,5.8,5.8,Crystal Palace,0,27,74,73,73,74,71,72,71,71,72,71,0.0
F,237,Plange,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,238,C.Richards,3.9,3.9,Crystal Palace,16,18,19,23,26,26,26,28,28,28,28,28,0.0
M,239,Riedewald,4.4,4.4,Crystal Palace,19,22,13,15,16,18,18,19,20,20,22,22,0.0
M,240,Schlupp,4.9,4.9,Crystal Palace,65,59,54,53,55,55,54,53,54,54,54,54,0.0
D,241,Tomkins,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,242,Ward,4.5,4.5,Crystal Palace,81,79,80,76,73,72,73,71,73,70,69,67,0.0
G,243,Whitworth,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,244,André Gomes,4.4,4.4,Everton,17,19,22,23,21,25,23,24,26,26,26,27,0.0
D,245,Branthwaite,4.0,4.0,Everton,83,79,79,74,74,71,70,71,71,70,70,70,0.0
F,246,Calvert-Lewin,5.8,5.8,Everton,55,58,57,55,56,54,53,53,53,54,50,52,0.0
D,247,Coleman,4.4,4.4,Everton,0,0,2,8,13,16,16,18,18,18,16,18,0.0
M,248,Dele,4.9,4.9,Everton,0,0,6,12,14,13,18,18,17,18,18,17,0.0
M,249,A.Doucoure,5.5,5.5,Everton,89,86,82,80,80,79,77,77,76,78,73,75,0.0
M,250,Garner,4.9,4.9,Everton,40,44,47,45,47,47,47,50,47,47,51,48,0.0
M,251,Gbamin,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,252,Godfrey,4.4,4.4,Everton,18,20,23,28,27,27,26,30,30,29,29,30,0.0
M,253,Gray,5.3,5.3,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,254,Gana,4.9,4.9,Everton,79,76,74,73,73,72,71,71,70,71,70,68,0.0
D,255,Holgate,4.0,4.0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,256,Iwobi,5.4,5.4,Fulham,35,36,38,40,41,41,41,41,41,42,42,44,0.0
D,257,Keane,4.4,4.4,Everton,8,12,15,17,18,20,21,20,21,21,21,21,0.0
F,258,Maupay,4.9,4.9,Brentford,47,45,47,48,49,49,50,48,50,48,48,0,0.0
M,259,McNeil,5.4,5.4,Everton,78,76,74,73,74,75,74,71,72,73,71,73,0.0
D,260,Mykolenko,4.3,4.3,Everton,67,67,64,61,62,62,61,60,57,58,59,59,0.0
M,261,Onana,4.9,4.9,Everton,66,66,64,64,63,61,62,60,60,59,61,62,0.0
D,262,Patterson,4.5,4.5,Everton,41,42,41,41,36,36,39,36,36,37,38,39,0.0
G,263,Pickford,4.4,4.4,Everton,94,93,92,91,90,91,91,92,91,91,91,89,0.54
F,264,Simms,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.02
D,265,Tarkowski,4.4,4.4,Everton,92,90,87,86,85,86,85,85,84,85,84,84,0.01
G,266,J.Virginia,3.9,3.9,Everton,0,2,3,3,5,4,4,3,4,4,4,5,0.0
M,267,Andreas,5.5,5.5,Fulham,77,75,72,72,73,73,72,71,71,72,71,70,0.0
