Pos,fpl_id,Name,BV,SV,Team,22_xMins,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,30_xMins,31_xMins,32_xMins,33_xMins,Elite%
M,34,Bailey,5.7,5.7,Aston Villa,68,64,60,62,58,60,59,57,57,56,56,59,0.0
M,35,Buendia,5.7,5.7,Aston Villa,0,0,6,10,19,20,17,20,20,20,20,20,0.0
D,36,Cash,4.7,4.7,Aston Villa,51,50,46,38,36,35,36,36,35,36,36,33,0.05
D,37,Chambers,3.9,3.9,Aston Villa,17,19,14,11,9,8,10,9,10,9,8,7,0.0
M,38,Coutinho,5.8,5.8,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,39,Davis,4.9,4.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,40,Dendoncker,4.9,4.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,41,Diego Carlos,4.4,4.4,Aston Villa,78,76,72,66,62,60,60,59,60,56,55,46,0.01
D,42,Digne,4.6,4.6,Aston Villa,3,14,32,46,47,48,47,46,46,47,46,47,0.01
M,43,Douglas Luiz,5.6,5.6,Aston Villa,86,84,83,83,83,81,81,80,80,79,78,78,0.12
F,44,Duran,5.0,5.0,Aston Villa,0,0,2,4,9,10,9,12,10,12,9,10,0.0
D,45,Hause,3.9,3.9,Aston Villa,10,11,8,7,4,3,3,3,3,3,2,2,0.0
M,46,Iroegbunam,4.4,4.4,Aston Villa,3,4,2,2,2,2,3,2,3,3,3,3,0.0
M,47,Kamara,5.0,5.0,Aston Villa,84,79,78,76,75,75,73,71,70,70,71,71,0.0
D,48,Konsa,4.6,4.5,Aston Villa,89,87,85,85,86,84,84,83,83,81,79,80,0.2
G,49,Martinez,5.2,5.2,Aston Villa,94,93,92,91,91,91,91,91,91,90,90,89,0.04
M,50,McGinn,5.6,5.6,Aston Villa,85,85,84,82,79,80,80,80,78,78,79,78,0.0
D,51,Mings,4.1,4.1,Aston Villa,0,0,0,0,0,0,0,0,0,10,18,45,0.0
M,52,Nakamba,4.4,4.4,Luton,0,0,0,0,0,0,1,18,58,79,60,62,0.0
G,53,Olsen,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,1,0.0
M,54,Philogene,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,55,J.Ramsey,5.9,5.9,Aston Villa,28,38,52,51,51,50,51,52,52,53,54,52,0.0
M,56,Sanson,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,58,Tielemans,5.6,5.6,Aston Villa,47,50,44,45,45,44,46,47,47,46,48,48,0.0
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,0,3,3,3,3,3,3,3,3,3,3,3,0.0
F,60,Watkins,8.9,8.6,Aston Villa,91,89,88,85,84,84,85,85,85,84,83,84,0.99
F,61,Wesley,5.0,5.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,62,Anthony,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,63,Billing,5.2,5.2,Bournemouth,30,30,31,33,33,32,28,29,28,28,29,28,0.0
M,64,Brooks,4.7,4.7,Bournemouth,15,16,16,16,16,16,16,14,16,16,16,16,0.0
M,65,Christie,5.0,5.0,Bournemouth,81,79,76,73,76,72,70,69,71,70,71,69,0.0
M,66,L.Cook,5.0,5.0,Bournemouth,81,77,75,73,73,69,64,62,58,60,62,61,0.0
M,67,Siriki,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,68,Fredericks,4.3,4.3,Bournemouth,0,0,0,0,1,4,3,3,3,3,3,3,0.0
D,69,Hill,4.0,4.0,Bournemouth,0,0,0,0,1,4,5,5,6,6,6,6,0.0
D,70,Kelly,4.5,4.5,Bournemouth,81,75,74,74,71,71,69,69,67,67,70,68,0.0
M,71,Kilkenny,4.3,4.3,Bournemouth,0,1,2,2,2,2,1,0,0,0,0,0,0.0
M,72,Kluivert,4.6,4.6,Bournemouth,60,60,59,56,55,52,53,50,52,51,51,51,0.0
M,73,Lowe,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,74,Marcondes,4.3,4.3,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,75,Mepham,4.3,4.3,Bournemouth,52,31,22,20,19,17,18,18,17,18,16,18,0.0
F,76,Moore,4.6,4.6,Bournemouth,3,5,6,7,8,8,8,8,7,8,7,8,0.0
G,77,Neto,4.6,4.6,Bournemouth,94,93,92,93,91,91,91,91,91,91,91,90,0.07
M,78,O.Dango,4.7,4.7,Bournemouth,0,28,32,27,24,22,20,20,18,20,20,20,0.0
M,79,Pearson,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,80,Randolph,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,81,Rothwell,4.8,4.8,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,82,Semenyo,4.5,4.5,Bournemouth,67,62,62,59,59,58,59,57,58,57,56,56,0.0
D,83,Senesi,4.5,4.5,Bournemouth,89,83,81,79,79,78,76,76,77,77,76,76,0.01
D,84,Smith,4.4,4.4,Bournemouth,22,37,56,80,71,61,54,53,55,55,54,54,0.0
F,85,Solanke,7.1,6.7,Bournemouth,91,87,84,83,82,81,81,80,81,81,81,81,0.8
M,86,Tavernier,5.4,5.4,Bournemouth,80,77,76,75,75,74,73,74,74,73,73,72,0.0
M,87,Hamed Traorè,4.7,4.7,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,88,Travers,4.0,4.0,Bournemouth,0,1,2,2,3,3,4,3,3,3,2,4,0.0
D,89,Zabarnyi,4.4,4.4,Bournemouth,90,85,84,81,81,81,81,80,81,80,79,80,0.0
D,90,Ajer,4.4,4.4,Brentford,38,33,24,15,16,18,17,16,17,18,18,19,0.0
G,91,Balcombe,3.9,3.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,92,Baptiste,4.3,4.3,Brentford,25,19,17,12,13,15,13,15,15,15,15,15,0.0
D,93,Bech,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,94,Bidstrup,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,95,Canós,5.0,5.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,96,Collins,4.5,4.5,Brentford,59,59,56,57,57,57,56,58,57,57,58,60,0.0
G,97,Cox,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,98,Damsgaard,4.8,4.8,Brentford,45,41,34,28,31,31,31,29,30,30,29,30,0.0
M,99,Dasilva,4.7,4.7,Brentford,9,6,5,3,4,5,5,5,6,6,5,5,0.0
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,101,Flekken,4.5,4.5,Brentford,94,93,91,91,90,90,92,91,91,91,90,91,0.07
D,102,Goode,3.9,3.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,103,Henry,4.3,4.3,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,104,Hickey,4.4,4.4,Brentford,25,44,63,80,78,76,76,76,75,75,75,72,0.0
M,105,Janelt,5.3,5.3,Brentford,83,80,76,74,74,73,74,73,72,72,73,72,0.0
M,106,Jensen,5.4,5.4,Brentford,73,70,66,66,65,63,63,64,64,63,62,63,0.0
M,107,Lewis-Potter,4.7,4.7,Brentford,67,61,44,28,29,29,25,23,20,19,19,20,0.0
M,108,Mbeumo,6.8,6.8,Brentford,0,0,0,0,0,0,19,46,71,70,69,70,0.01
D,109,Mee,4.8,4.8,Brentford,86,82,80,80,78,77,78,77,77,75,75,74,0.0
M,110,Nørgaard,5.4,5.4,Brentford,67,83,80,73,68,65,66,62,61,64,63,61,0.0
M,111,Onyeka,4.9,4.9,Brentford,0,0,5,16,17,18,20,21,19,19,20,20,0.0
D,112,Pinnock,4.6,4.6,Brentford,90,86,84,83,81,80,78,78,80,79,79,78,0.02
G,113,Raya,4.9,4.9,Arsenal,93,92,90,90,91,89,0,88,88,87,85,87,0.14
D,114,Roerslev,4.4,4.4,Brentford,66,52,32,18,18,20,18,20,21,21,17,20,0.0
M,115,Schade,5.2,5.2,Brentford,13,22,25,24,26,24,21,15,10,11,11,11,0.0
G,116,Strakosha,3.9,3.9,Brentford,1,2,4,4,5,5,3,4,4,4,4,4,0.03
F,117,Toney,8.0,8.0,Brentford,91,88,86,85,83,82,82,80,81,82,81,80,0.0
M,118,Trevitt,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,119,Wissa,5.7,5.7,Brentford,0,0,28,62,59,60,55,49,40,40,42,41,0.0
M,120,Yarmoliuk,4.3,4.3,Brentford,26,21,16,14,16,17,16,16,18,17,18,18,0.0
D,121,Zanka,4.3,4.3,Brentford,6,8,11,11,11,14,13,14,13,13,14,15,0.0
M,122,Adingra,5.0,5.0,Brighton,0,46,53,65,65,63,64,61,59,61,61,58,0.01
M,123,Alzate,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,124,Ayari,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,125,Buonanotte,4.7,4.7,Brighton,77,59,49,31,32,29,27,27,29,28,30,31,0.0
M,126,Caicedo,4.5,4.5,Chelsea,90,86,85,81,80,78,78,78,77,78,77,79,0.0
F,127,Connolly,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,128,Dahoud,4.8,4.8,Brighton,11,11,9,9,10,9,10,10,10,11,10,10,0.0
D,129,Dunk,5.0,5.0,Brighton,87,85,84,81,81,81,82,83,80,82,81,80,0.0
M,130,Enciso,5.0,5.0,Brighton,0,0,0,0,9,19,32,30,31,31,31,30,0.0
D,131,Estupiñan,5.1,5.1,Brighton,78,76,73,74,70,69,70,71,68,70,70,69,0.38
F,132,Ferguson,5.9,5.9,Brighton,49,47,46,37,35,35,33,32,32,33,33,34,0.0
M,133,Gilmour,4.9,4.9,Brighton,74,72,71,68,67,67,63,62,63,62,65,61,0.0
M,134,Gross,6.5,6.5,Brighton,85,84,84,80,80,80,80,79,79,78,79,79,0.08
F,135,João Pedro,5.5,5.5,Brighton,79,70,63,57,56,55,52,53,53,53,51,54,0.02
D,136,Karbownik,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,137,Kozłowski,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,138,Lallana,4.9,4.9,Brighton,45,35,28,18,19,20,18,18,19,18,18,17,0.0
D,139,Lamptey,3.9,3.9,Brighton,27,28,36,32,33,27,25,26,28,25,26,27,0.01
M,140,March,6.1,6.1,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,141,McGill,3.9,3.9,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,142,Milner,4.8,4.8,Brighton,46,43,42,38,35,35,35,34,35,36,35,40,0.0
M,143,Mitoma,6.4,6.4,Brighton,0,8,23,72,69,68,68,69,68,66,66,67,0.0
M,144,Moder,4.4,4.4,Brighton,12,10,7,5,5,5,5,6,7,6,6,5,0.0
G,145,Sanchez,4.5,4.5,Chelsea,13,30,65,85,85,82,84,82,83,82,83,83,0.01
M,146,Sarmiento,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,147,Scherpen,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,148,Steele,4.2,4.2,Brighton,67,68,66,65,65,64,66,64,66,63,64,64,0.0
F,149,Undav,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,150,Van Hecke,4.0,4.0,Brighton,79,76,74,73,73,70,72,69,70,70,69,69,0.01
D,151,Veltman,4.3,4.3,Brighton,0,0,0,13,18,33,36,33,35,36,35,34,0.0
G,152,Verbruggen,4.4,4.4,Brighton,28,27,29,29,30,31,29,31,29,31,31,31,0.0
D,153,Webster,4.2,4.2,Brighton,20,21,23,21,23,22,22,22,24,22,24,23,0.0
F,154,Welbeck,5.7,5.7,Brighton,71,62,54,46,44,42,40,41,38,40,41,40,0.0
F,155,Zeqiri,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,156,Agyei,4.2,4.2,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,157,Al-Dakhil,3.8,3.8,Burnley,16,13,9,10,10,11,13,15,15,14,15,16,0.0
M,158,Bastien,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,159,Benson,5.2,5.2,Burnley,4,4,5,6,6,7,8,8,7,7,7,8,0.0
D,160,Beyer,4.0,4.0,Burnley,66,77,84,84,82,80,80,78,77,77,75,74,0.0
M,161,Brownhill,4.7,4.7,Burnley,86,84,83,82,82,83,80,79,79,77,78,79,0.0
M,162,Churlinov,4.4,4.4,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,163,Cork,4.8,4.8,Burnley,2,3,3,4,4,5,6,4,6,6,7,7,0.0
M,164,Costelloe,4.5,4.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,165,Cullen,5.0,5.0,Burnley,19,24,24,27,27,27,29,30,29,29,29,30,0.0
D,166,Egan-Riley,3.9,3.9,Burnley,0,0,0,0,0,0,1,1,1,1,1,1,0.0
D,167,Ekdal,3.9,3.9,Burnley,31,23,21,21,23,24,24,25,25,27,28,27,0.0
F,168,Foster,4.8,4.8,Burnley,80,77,75,75,75,74,73,70,71,71,72,73,0.0
G,169,Franchi,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,170,Gudmundsson,4.8,4.8,Burnley,57,54,54,51,50,50,48,50,51,51,51,48,0.0
D,171,McNally,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,172,Muric,4.3,4.3,Burnley,1,2,2,2,4,4,5,4,4,5,4,5,0.0
D,173,O'Shea,4.4,4.4,Burnley,88,84,79,80,78,77,77,76,75,75,76,75,0.0
F,174,Obafemi,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,175,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,176,Roberts,4.3,4.3,Burnley,10,12,12,13,14,14,13,14,14,15,16,15,0.0
F,177,Rodriguez,5.3,5.3,Burnley,29,30,32,32,31,32,33,33,34,33,34,32,0.0
D,178,Taylor,4.0,4.0,Burnley,68,75,85,84,82,81,80,79,78,77,75,74,0.43
D,179,Thomas,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,180,Twine,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,181,Vigouroux,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,182,Vitinho,4.4,4.4,Burnley,90,84,82,80,80,80,80,78,80,79,78,79,0.0
F,183,Weghorst,5.5,5.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,184,Zaroury,4.6,4.6,Burnley,1,2,3,3,4,4,5,5,5,6,6,5,0.0
D,185,Ampadu,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,186,Andrey,4.3,4.3,Chelsea,1,2,1,0,0,0,0,0,0,0,0,0,0.0
G,187,Arrizabalaga,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,188,Aubameyang,6.5,6.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,189,Azpilicueta,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,190,Baba,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,191,B.Badiashile,4.4,4.4,Chelsea,32,26,25,26,26,25,18,13,12,12,14,13,0.0
G,192,Bettinelli,4.0,4.0,Chelsea,0,1,0,0,0,0,0,0,0,0,0,0,0.0
F,193,Broja,4.9,4.9,Chelsea,59,28,24,16,17,17,17,17,17,18,17,19,0.0
D,194,Chalobah,4.3,4.3,Chelsea,9,10,12,13,14,13,10,8,6,6,5,4,0.0
D,195,Chilwell,5.4,5.4,Chelsea,28,38,44,45,42,45,40,37,35,34,34,33,0.01
M,196,Chukwuemeka,4.2,4.2,Chelsea,5,7,5,3,2,3,3,3,3,3,3,3,0.01
D,197,Colwill,4.7,4.7,Chelsea,85,80,78,76,74,72,72,70,68,71,67,68,0.1
D,198,Cucurella,4.8,4.8,Chelsea,0,0,0,0,0,0,6,14,21,20,20,17,0.0
M,199,Enzo,4.8,4.8,Chelsea,74,70,67,65,64,65,65,63,65,63,65,63,0.0
F,200,D.D.Fofana,5.0,5.0,Burnley,7,7,9,10,12,12,11,13,13,14,13,13,0.0
D,201,W.Fofana,4.4,4.4,Chelsea,0,0,0,0,10,22,47,71,70,71,72,71,0.0
M,202,Gallagher,5.4,5.4,Chelsea,68,66,61,62,59,59,58,59,58,61,61,59,0.0
D,203,Gusto,4.2,4.2,Chelsea,57,67,71,70,70,68,62,58,60,53,49,39,0.1
D,204,Hall,4.3,4.3,Newcastle,20,22,19,15,11,9,9,9,9,9,10,0,0.0
M,205,Hudson-Odoi,4.7,4.7,Nott'm Forest,57,46,40,40,39,39,37,36,37,38,38,38,0.0
D,206,James,5.3,5.3,Chelsea,0,0,0,0,0,0,0,0,0,8,17,37,0.0
F,207,Lukaku,6.8,6.8,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,208,Madueke,5.3,5.3,Chelsea,45,41,37,33,33,34,35,34,35,35,35,34,0.0
M,209,Mount,6.8,6.8,Man Utd,0,0,0,0,10,23,34,36,36,36,36,34,0.0
M,210,Mudryk,6.3,6.3,Chelsea,35,35,32,29,30,29,32,33,33,30,32,30,0.0
F,211,N.Jackson,6.8,6.8,Chelsea,0,26,36,59,62,57,57,55,55,55,55,55,0.0
F,212,Nkunku,7.4,7.4,Chelsea,42,62,72,70,68,69,67,67,70,69,68,68,0.0
M,213,Pulisic,5.5,5.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,214,M.Sarr,4.3,4.3,Chelsea,5,5,4,5,6,5,3,2,2,2,1,1,0.0
G,215,Slonina,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,216,Sterling,7.1,7.1,Chelsea,62,59,57,56,52,53,54,54,53,53,54,56,0.03
D,217,T.Silva,5.0,5.0,Chelsea,86,81,77,77,76,70,67,62,62,57,59,57,0.0
M,218,Ziyech,5.4,5.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,219,Ahamada,4.3,4.3,Crystal Palace,0,1,1,2,2,2,2,3,3,2,2,3,0.0
D,220,Andersen,4.8,4.8,Crystal Palace,91,88,85,83,81,80,81,81,81,81,81,82,0.0
M,221,J.Ayew,5.4,5.4,Crystal Palace,68,60,52,56,54,56,56,54,58,57,56,58,0.0
D,222,Clyne,4.4,4.4,Crystal Palace,73,61,42,33,33,31,31,34,33,33,33,34,0.0
M,223,C.Doucouré,4.9,4.9,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,224,Ebiowei,4.4,4.4,Crystal Palace,3,2,2,2,3,3,3,2,3,2,3,3,0.0
F,225,Edouard,5.4,5.4,Crystal Palace,54,59,60,59,58,59,59,59,59,58,58,59,0.0
M,226,Eze,6.0,6.0,Crystal Palace,84,81,79,76,76,77,75,75,75,75,74,76,0.05
G,227,Guaita,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,228,Guéhi,4.4,4.4,Crystal Palace,92,88,87,84,85,84,83,83,82,82,82,81,0.08
M,229,Hughes,4.9,4.9,Crystal Palace,40,40,38,39,40,39,37,38,36,38,36,37,0.0
G,230,Johnstone,4.5,4.5,Crystal Palace,10,13,15,16,15,17,17,17,17,17,18,17,0.0
M,231,Lerma,4.7,4.7,Crystal Palace,86,83,80,80,78,76,75,77,76,77,76,76,0.0
F,232,Mateta,4.9,4.9,Crystal Palace,52,44,38,38,40,39,40,40,39,38,41,39,0.0
G,233,Matthews,3.9,3.9,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,234,Mitchell,4.6,4.6,Crystal Palace,88,85,81,78,75,75,75,75,73,74,74,73,0.0
D,235,O'Brien,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,236,Olise,5.9,5.9,Crystal Palace,44,65,84,82,82,81,80,81,78,81,79,78,0.0
F,237,Plange,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,238,C.Richards,3.9,3.9,Crystal Palace,66,66,64,63,63,61,61,58,58,59,59,58,0.0
M,239,Riedewald,4.3,4.3,Crystal Palace,11,13,14,14,15,16,15,16,17,17,18,16,0.0
M,240,Schlupp,4.9,4.9,Crystal Palace,58,54,51,50,49,49,51,47,48,47,49,48,0.0
D,241,Tomkins,4.0,4.0,Crystal Palace,7,12,15,15,15,11,8,10,8,10,9,10,0.0
D,242,Ward,4.5,4.5,Crystal Palace,7,21,50,68,68,68,68,67,68,66,67,66,0.0
G,243,Whitworth,3.9,3.9,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,244,André Gomes,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,245,Branthwaite,4.1,4.1,Everton,88,84,82,80,79,78,77,78,77,76,76,76,0.04
F,246,Calvert-Lewin,5.8,5.8,Everton,78,75,71,71,70,67,69,67,68,67,66,69,0.0
D,247,Coleman,4.4,4.4,Everton,21,25,36,29,28,28,25,27,25,25,25,24,0.0
M,248,Dele,4.8,4.8,Everton,0,0,0,0,0,0,0,0,3,5,7,10,0.0
M,249,A.Doucoure,5.5,5.5,Everton,0,0,0,3,23,51,79,80,80,79,79,80,0.0
M,250,Garner,4.9,4.9,Everton,93,90,87,84,81,76,73,73,70,70,73,74,0.0
M,251,Gbamin,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,252,Godfrey,4.3,4.3,Everton,13,14,15,15,16,14,17,18,15,16,17,16,0.0
M,253,Gray,5.3,5.3,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,254,Gana,4.8,4.8,Everton,0,31,45,75,69,60,51,50,52,52,49,47,0.0
D,255,Holgate,4.0,4.0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,256,Iwobi,5.3,5.3,Fulham,0,0,18,71,69,69,66,66,65,67,66,67,0.0
D,257,Keane,4.3,4.3,Everton,27,25,24,22,22,24,22,21,23,24,23,23,0.0
F,258,Maupay,4.9,4.9,Brentford,71,60,41,29,29,30,25,19,15,15,15,15,0.0
M,259,McNeil,5.4,5.4,Everton,67,84,85,82,83,81,82,80,81,80,79,79,0.0
D,260,Mykolenko,4.6,4.6,Everton,87,83,79,80,79,78,78,76,77,77,77,76,0.0
M,261,Onana,4.7,4.7,Everton,90,87,84,83,79,76,73,72,72,71,71,71,0.0
D,262,Patterson,4.4,4.4,Everton,30,29,27,26,26,27,26,25,26,27,26,27,0.0
G,263,Pickford,4.5,4.5,Everton,94,92,92,92,91,91,91,90,90,90,90,89,0.01
F,264,Simms,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,265,Tarkowski,4.6,4.6,Everton,92,90,89,88,87,86,85,84,84,84,84,84,0.0
G,266,J.Virginia,3.9,3.9,Everton,1,3,3,3,3,4,4,5,5,4,4,6,0.0
M,267,Andreas,5.3,5.3,Fulham,82,80,79,72,70,66,66,65,66,63,63,63,0.02
